# t_s,canli_hip_flx_derece,canli_knee_flx_derece,canli_ankle_flx_derece,pasif_hip_flx_derece,pasif_knee_flx_derece,pasif_ankle_flx_derece
0.000150,37.200327,-123.701329,13.976773,37.200327,-123.701329,13.976773
0.000300,37.201277,-123.705316,13.908206,37.201277,-123.705316,13.908206
0.000450,37.202767,-123.711965,13.797547,37.202767,-123.711965,13.797547
0.000600,37.204660,-123.721283,13.649949,37.204660,-123.721283,13.649949
0.000750,37.206785,-123.733278,13.472115,37.206785,-123.733278,13.472115
0.000900,37.208942,-123.747957,13.271867,37.208942,-123.747957,13.271867
0.001050,37.210919,-123.765311,13.057555,37.210919,-123.765311,13.057555
0.001200,37.212514,-123.785304,12.837436,37.212514,-123.785304,12.837436
0.001350,37.213538,-123.807856,12.619194,37.213538,-123.807856,12.619194
0.001500,37.213829,-123.832842,12.409615,37.213829,-123.832842,12.409615
0.001650,37.213257,-123.860086,12.214400,37.213257,-123.860086,12.214400
0.001800,37.211722,-123.889371,12.038074,37.211722,-123.889371,12.038074
0.001950,37.209158,-123.920438,11.883986,37.209158,-123.920438,11.883986
0.002100,37.205530,-123.952998,11.754363,37.205530,-123.952998,11.754363
0.002250,37.200831,-123.986737,11.650405,37.200831,-123.986737,11.650405
0.002400,37.195078,-124.021331,11.572408,37.195078,-124.021331,11.572408
0.002550,37.188313,-124.056450,11.519889,37.188313,-124.056450,11.519889
0.002700,37.180592,-124.091768,11.491712,37.180592,-124.091768,11.491712
0.002850,37.171988,-124.126967,11.486207,37.171988,-124.126967,11.486207
0.003000,37.162585,-124.161746,11.501281,37.162585,-124.161746,11.501281
0.003150,37.152476,-124.195822,11.534509,37.152476,-124.195822,11.534509
0.003300,37.141762,-124.228935,11.583230,37.141762,-124.228935,11.583230
0.003450,37.130547,-124.260851,11.644615,37.130547,-124.260851,11.644615
0.003600,37.118936,-124.291362,11.715735,37.118936,-124.291362,11.715735
0.003750,37.107037,-124.320285,11.793573,37.107037,-124.320285,11.793573
0.003900,37.094956,-124.347458,11.875056,37.094956,-124.347458,11.875056
0.004050,37.082797,-124.372748,11.957122,37.082797,-124.372748,11.957122
0.004200,37.070658,-124.396044,12.036786,37.070658,-124.396044,12.036786
0.004350,37.058633,-124.417262,12.111214,37.058633,-124.417262,12.111214
0.004500,37.046804,-124.436345,12.177795,37.046804,-124.436345,12.177795
0.004650,37.035245,-124.453262,12.234215,37.035245,-124.453262,12.234215
0.004800,37.024018,-124.468011,12.278529,37.024018,-124.468011,12.278529
0.004950,37.013170,-124.480618,12.309223,37.013170,-124.480618,12.309223
0.005100,37.002736,-124.491140,12.325260,37.002736,-124.491140,12.325260
0.005250,36.992734,-124.499663,12.326114,36.992734,-124.499663,12.326114
0.005400,36.983168,-124.506299,12.311785,36.983168,-124.506299,12.311785
0.005550,36.974028,-124.511192,12.282789,36.974028,-124.511192,12.282789
0.005700,36.965290,-124.514509,12.240143,36.965290,-124.514509,12.240143
0.005850,36.956918,-124.516440,12.185316,36.956918,-124.516440,12.185316
0.006000,36.948866,-124.517198,12.120178,36.948866,-124.517198,12.120178
0.006150,36.941079,-124.517011,12.046927,36.941079,-124.517011,12.046927
0.006300,36.933495,-124.516118,11.968002,36.933495,-124.516118,11.968002
0.006450,36.926058,-124.514767,11.885982,36.926058,-124.514767,11.885982
0.006600,36.918713,-124.513210,11.803481,36.918713,-124.513210,11.803481
0.006750,36.911390,-124.511677,11.723085,36.911390,-124.511677,11.723085
0.006900,36.904026,-124.510386,11.647201,36.904026,-124.510386,11.647201
0.007050,36.896570,-124.509531,11.577953,36.896570,-124.509531,11.577953
0.007200,36.888976,-124.509275,11.517080,36.888976,-124.509275,11.517080
0.007350,36.881215,-124.509746,11.465877,36.881215,-124.509746,11.465877
0.007500,36.873266,-124.511036,11.425192,36.873266,-124.511036,11.425192
0.007650,36.865077,-124.513172,11.395523,36.865077,-124.513172,11.395523
0.007800,36.856647,-124.516172,11.376878,36.856647,-124.516172,11.376878
0.007950,36.848023,-124.520046,11.368820,36.848023,-124.520046,11.368820
0.008100,36.839226,-124.524754,11.370655,36.839226,-124.524754,11.370655
0.008250,36.830281,-124.530234,11.381414,36.830281,-124.530234,11.381414
0.008400,36.821222,-124.536400,11.399901,36.821222,-124.536400,11.399901
0.008550,36.812084,-124.543157,11.424740,36.812084,-124.543157,11.424740
0.008700,36.802907,-124.550398,11.454413,36.802907,-124.550398,11.454413
0.008850,36.793733,-124.558010,11.487300,36.793733,-124.558010,11.487300
0.009000,36.784604,-124.565878,11.521733,36.784604,-124.565878,11.521733
0.009150,36.775564,-124.573891,11.556040,36.775564,-124.573891,11.556040
0.009300,36.766653,-124.581946,11.588602,36.766653,-124.581946,11.588602
0.009450,36.757908,-124.589945,11.617897,36.757908,-124.589945,11.617897
0.009600,36.749364,-124.597806,11.642554,36.749364,-124.597806,11.642554
0.009750,36.741048,-124.605460,11.661390,36.741048,-124.605460,11.661390
0.009900,36.732982,-124.612855,11.673453,36.732982,-124.612855,11.673453
0.010050,36.725182,-124.619957,11.678052,36.725182,-124.619957,11.678052
0.010200,36.717655,-124.626747,11.674773,36.717655,-124.626747,11.674773
0.010350,36.710401,-124.633226,11.663492,36.710401,-124.633226,11.663492
0.010500,36.703413,-124.639410,11.644377,36.703413,-124.639410,11.644377
0.010650,36.696675,-124.645334,11.617871,36.696675,-124.645334,11.617871
0.010800,36.690168,-124.651042,11.584674,36.690168,-124.651042,11.584674
0.010950,36.683863,-124.656594,11.545710,36.683863,-124.656594,11.545710
0.011100,36.677731,-124.662056,11.502087,36.677731,-124.662056,11.502087
0.011250,36.671736,-124.667501,11.455048,36.671736,-124.667501,11.455048
0.011400,36.665841,-124.673005,11.405912,36.665841,-124.673005,11.405912
0.011550,36.660012,-124.678641,11.356020,36.660012,-124.678641,11.356020
0.011700,36.654211,-124.684477,11.306667,36.654211,-124.684477,11.306667
0.011850,36.648408,-124.690574,11.259042,36.648408,-124.690574,11.259042
0.012000,36.642572,-124.696980,11.214191,36.642572,-124.696980,11.214176
0.012150,36.636673,-124.703737,11.173145,36.636681,-124.703730,11.172925
0.012300,36.630679,-124.710879,11.136937,36.630715,-124.710844,11.135951
0.012450,36.624562,-124.718429,11.106475,36.624659,-124.718332,11.103727
0.012600,36.618297,-124.726398,11.082488,36.618506,-124.726188,11.076533
0.012750,36.611859,-124.734780,11.065494,36.612250,-124.734395,11.054470
0.012900,36.605233,-124.743556,11.055781,36.605892,-124.742925,11.037470
0.013050,36.598406,-124.752689,11.053391,36.599436,-124.751742,11.025313
0.013200,36.591371,-124.762129,11.058125,36.592889,-124.760801,11.017647
0.013350,36.584128,-124.771813,11.069547,36.586263,-124.770054,11.014009
0.013500,36.576683,-124.781667,11.087007,36.579569,-124.779449,11.013846
0.013650,36.569046,-124.791609,11.109661,36.572824,-124.788929,11.016540
0.013800,36.561232,-124.801549,11.136507,36.566043,-124.798442,11.021421
0.013950,36.553258,-124.811396,11.166417,36.559244,-124.807934,11.027792
0.014100,36.545147,-124.821058,11.198179,36.552443,-124.817355,11.034944
0.014250,36.536921,-124.830446,11.230542,36.545658,-124.826659,11.042179
0.014400,36.528604,-124.839474,11.262258,36.538904,-124.835803,11.048825
0.014550,36.520219,-124.848068,11.292127,36.532196,-124.844752,11.054263
0.014700,36.511786,-124.856160,11.319039,36.525548,-124.853478,11.057936
0.014850,36.503325,-124.863695,11.342014,36.518970,-124.861960,11.059370
0.015000,36.494850,-124.870633,11.360237,36.512470,-124.870183,11.058182
0.015150,36.486372,-124.876946,11.373084,36.506055,-124.878143,11.054091
0.015300,36.477898,-124.882621,11.380146,36.499726,-124.885841,11.046924
0.015450,36.469426,-124.887661,11.381240,36.493486,-124.893286,11.036617
0.015600,36.460954,-124.892082,11.376415,36.487329,-124.900495,11.023214
0.015750,36.452470,-124.895917,11.365951,36.481252,-124.907490,11.006861
0.015900,36.443961,-124.899207,11.350339,36.475246,-124.914298,10.987798
0.016050,36.435407,-124.902008,11.330267,36.469303,-124.920953,10.966343
0.016200,36.426788,-124.904381,11.306588,36.463410,-124.927488,10.942879
0.016350,36.418078,-124.906398,11.280288,36.457556,-124.933940,10.917836
0.016500,36.409252,-124.908131,11.252444,36.451726,-124.940345,10.891670
0.016650,36.400287,-124.909656,11.224181,36.445910,-124.946740,10.864846
0.016800,36.391159,-124.911045,11.196631,36.440093,-124.953158,10.837815
0.016950,36.381846,-124.912368,11.170884,36.434263,-124.959628,10.811002
0.017100,36.372333,-124.913687,11.147952,36.428411,-124.966178,10.784786
0.017250,36.362608,-124.915054,11.128721,36.422525,-124.972827,10.759502
0.017400,36.352665,-124.916512,11.113925,36.416600,-124.979592,10.735424
0.017550,36.342505,-124.918089,11.104114,36.410627,-124.986485,10.712771
0.017700,36.332135,-124.919800,11.099636,36.404602,-124.993511,10.691698
0.017850,36.321571,-124.921648,11.100622,36.398523,-125.000672,10.672300
0.018000,36.310832,-124.923619,11.106986,36.392388,-125.007964,10.654615
0.018150,36.299949,-124.925691,11.118428,36.386196,-125.015379,10.638623
0.018300,36.288956,-124.927827,11.134451,36.379951,-125.022908,10.624256
0.018450,36.277891,-124.929982,11.154379,36.373653,-125.030535,10.611400
0.018600,36.266798,-124.932107,11.177391,36.367308,-125.038245,10.599905
0.018750,36.255724,-124.934145,11.202553,36.360919,-125.046020,10.589588
0.018900,36.244714,-124.936039,11.228860,36.354492,-125.053840,10.580244
0.019050,36.233818,-124.937735,11.255278,36.348033,-125.061686,10.571653
0.019200,36.223078,-124.939181,11.280784,36.341547,-125.069538,10.563582
0.019350,36.212538,-124.940332,11.304417,36.335041,-125.077379,10.555800
0.019500,36.202235,-124.941153,11.325310,36.328521,-125.085190,10.548078
0.019650,36.192200,-124.941616,11.342734,36.321992,-125.092955,10.540198
0.019800,36.182456,-124.941708,11.356123,36.315460,-125.100661,10.531959
0.019950,36.173022,-124.941426,11.365103,36.308928,-125.108294,10.523183
0.020100,36.163903,-124.940780,11.369504,36.302402,-125.115847,10.513716
0.020250,36.155100,-124.939794,11.369367,36.295884,-125.123312,10.503436
0.020400,36.146602,-124.938502,11.364941,36.289377,-125.130684,10.492250
0.020550,36.138394,-124.936948,11.356672,36.282881,-125.137962,10.480100
0.020700,36.130451,-124.935186,11.345178,36.276398,-125.145147,10.466959
0.020850,36.122744,-124.933277,11.331225,36.269927,-125.152241,10.452834
0.021000,36.115235,-124.931284,11.315701,36.263467,-125.159249,10.437759
0.021150,36.107880,-124.929273,11.299590,36.257017,-125.166178,10.421798
0.021300,36.100631,-124.927310,11.283922,36.250574,-125.173036,10.405034
0.021450,36.093437,-124.925455,11.269725,36.244135,-125.179832,10.387571
0.021600,36.086249,-124.923764,11.257974,36.237697,-125.186576,10.369527
0.021750,36.079018,-124.922280,11.249544,36.231257,-125.193278,10.351028
0.021900,36.071700,-124.921033,11.245162,36.224811,-125.199948,10.332206
0.022050,36.064259,-124.920040,11.245342,36.218356,-125.206596,10.313192
0.022200,36.056665,-124.919299,11.250336,36.211888,-125.213230,10.294112
0.022350,36.048900,-124.918789,11.260123,36.205404,-125.219858,10.275086
0.022500,36.040952,-124.918474,11.274408,36.198901,-125.226489,10.256222
0.022650,36.032822,-124.918301,11.292643,36.192376,-125.233127,10.237616
0.022800,36.024517,-124.918206,11.314052,36.185828,-125.239777,10.219351
0.022950,36.016052,-124.918114,11.337666,36.179254,-125.246443,10.201491
0.023100,36.007448,-124.917944,11.362377,36.172654,-125.253126,10.184086
0.023250,35.998731,-124.917611,11.386988,36.166026,-125.259828,10.167168
0.023400,35.989926,-124.917034,11.410273,36.159370,-125.266547,10.150753
0.023550,35.981064,-124.916134,11.431040,36.152686,-125.273283,10.134841
0.023700,35.972169,-124.914846,11.448190,36.145975,-125.280031,10.119418
0.023850,35.963264,-124.913111,11.460776,36.139237,-125.286790,10.104456
0.024000,35.954368,-124.910890,11.468052,36.132473,-125.293554,10.089916
0.024150,35.945493,-124.908160,11.469517,36.125685,-125.300319,10.075750
0.024300,35.936641,-124.904917,11.464944,36.118874,-125.307081,10.061900
0.024450,35.927811,-124.901174,11.454391,36.112042,-125.313833,10.048305
0.024600,35.918993,-124.896966,11.438207,36.105191,-125.320570,10.034900
0.024750,35.910168,-124.892341,11.417012,36.098323,-125.327288,10.021617
0.024900,35.901315,-124.887364,11.391667,36.091439,-125.333982,10.008391
0.025050,35.892408,-124.882111,11.363233,36.084541,-125.340647,9.995156
0.025200,35.883418,-124.876662,11.332910,36.077630,-125.347279,9.981853
0.025350,35.874318,-124.871106,11.301975,36.070709,-125.353876,9.968427
0.025500,35.865081,-124.865524,11.271716,36.063779,-125.360433,9.954830
0.025650,35.855688,-124.859997,11.243354,36.056840,-125.366950,9.941022
0.025800,35.846124,-124.854592,11.217978,36.049894,-125.373425,9.926969
0.025950,35.836383,-124.849366,11.196489,36.042941,-125.379857,9.912648
0.026100,35.826468,-124.844361,11.179548,36.035981,-125.386246,9.898045
0.026250,35.816392,-124.839605,11.167540,36.029015,-125.392594,9.883153
0.026400,35.806179,-124.835109,11.160549,36.022043,-125.398900,9.867975
0.026550,35.795859,-124.830866,11.158352,36.015064,-125.405168,9.852519
0.026700,35.785474,-124.826852,11.160432,36.008078,-125.411399,9.836804
0.026850,35.775070,-124.823031,11.166006,36.001085,-125.417596,9.820850
0.027000,35.764699,-124.819353,11.174078,35.994083,-125.423761,9.804686
0.027150,35.754413,-124.815760,11.183494,35.987072,-125.429898,9.788343
0.027300,35.744264,-124.812193,11.193023,35.980051,-125.436009,9.771853
0.027450,35.734298,-124.808593,11.201426,35.973018,-125.442097,9.755253
0.027600,35.724557,-124.804908,11.207546,35.965974,-125.448166,9.738578
0.027750,35.715072,-124.801097,11.210376,35.958917,-125.454217,9.721862
0.027900,35.705866,-124.797133,11.209134,35.951846,-125.460253,9.705138
0.028050,35.696946,-124.793004,11.203311,35.944760,-125.466277,9.688438
0.028200,35.688310,-124.788719,11.192710,35.937659,-125.472289,9.671788
0.028350,35.679942,-124.784302,11.177460,35.930542,-125.478292,9.655214
0.028500,35.671814,-124.779799,11.158009,35.923409,-125.484286,9.638735
0.028650,35.663887,-124.775265,11.135093,35.916258,-125.490273,9.622366
0.028800,35.656118,-124.770771,11.109682,35.909091,-125.496252,9.606120
0.028950,35.648456,-124.766390,11.082917,35.901906,-125.502223,9.590004
0.029100,35.640851,-124.762200,11.056021,35.894703,-125.508186,9.574019
0.029250,35.633252,-124.758270,11.030213,35.887483,-125.514140,9.558165
0.029400,35.625617,-124.754662,11.006616,35.880246,-125.520084,9.542437
0.029550,35.617908,-124.751419,10.986174,35.872991,-125.526018,9.526825
0.029700,35.610101,-124.748566,10.969580,35.865720,-125.531940,9.511320
0.029850,35.602180,-124.746105,10.957221,35.858432,-125.537848,9.495907
0.030000,35.594143,-124.744013,10.949151,35.851129,-125.543741,9.480570
0.030150,35.586001,-124.742245,10.945095,35.843809,-125.549618,9.465293
0.030300,35.577768,-124.740735,10.944482,35.836475,-125.555476,9.450059
0.030450,35.569467,-124.739404,10.946492,35.829126,-125.561315,9.434848
0.030600,35.561125,-124.738158,10.950120,35.821763,-125.567133,9.419644
0.030750,35.552768,-124.736899,10.954251,35.814387,-125.572929,9.404429
0.030900,35.544424,-124.735531,10.957750,35.806997,-125.578701,9.389188
0.031050,35.536113,-124.733963,10.959552,35.799594,-125.584449,9.373907
0.031200,35.527852,-124.732120,10.958748,35.792178,-125.590172,9.358572
0.031350,35.519649,-124.729940,10.954662,35.784751,-125.595869,9.343173
0.031500,35.511500,-124.727384,10.946905,35.777311,-125.601541,9.327703
0.031650,35.503393,-124.724437,10.935406,35.769859,-125.607186,9.312154
0.031800,35.495308,-124.721105,10.920423,35.762395,-125.612804,9.296522
0.031950,35.487215,-124.717413,10.902515,35.754920,-125.618397,9.280806
0.032100,35.479077,-124.713408,10.882497,35.747432,-125.623963,9.265006
0.032250,35.470856,-124.709146,10.861367,35.739933,-125.629504,9.249125
0.032400,35.462514,-124.704692,10.840219,35.732421,-125.635020,9.233166
0.032550,35.454015,-124.700113,10.820142,35.724898,-125.640512,9.217134
0.032700,35.445331,-124.695468,10.802124,35.717361,-125.645981,9.201038
0.032850,35.436444,-124.690806,10.786960,35.709812,-125.651426,9.184884
0.033000,35.427345,-124.686161,10.775180,35.702250,-125.656850,9.168681
0.033150,35.418040,-124.681547,10.766997,35.694675,-125.662252,9.152438
0.033300,35.408546,-124.676960,10.762290,35.687087,-125.667634,9.136164
0.033450,35.398892,-124.672375,10.760611,35.679485,-125.672996,9.119868
0.033600,35.389117,-124.667752,10.761230,35.671868,-125.678339,9.103560
0.033750,35.379266,-124.663043,10.763205,35.664238,-125.683663,9.087247
0.033900,35.369388,-124.658189,10.765471,35.656593,-125.688970,9.070936
0.034050,35.359528,-124.653138,10.766948,35.648933,-125.694258,9.054635
0.034200,35.349730,-124.647843,10.766643,35.641259,-125.699530,9.038349
0.034350,35.340030,-124.642270,10.763755,35.633569,-125.704784,9.022083
0.034500,35.330453,-124.636404,10.757752,35.625865,-125.710022,9.005840
0.034650,35.321010,-124.630252,10.748428,35.618145,-125.715242,8.989623
0.034800,35.311705,-124.623839,10.735923,35.610410,-125.720446,8.973434
0.034950,35.302526,-124.617213,10.720714,35.602660,-125.725632,8.957271
0.035100,35.293453,-124.610437,10.703561,35.594895,-125.730801,8.941136
0.035250,35.284460,-124.603584,10.685431,35.587114,-125.735953,8.925025
0.035400,35.275518,-124.596731,10.667397,35.579319,-125.741086,8.908938
0.035550,35.266596,-124.589952,10.650520,35.571508,-125.746202,8.892869
0.035700,35.257670,-124.583311,10.635739,35.563682,-125.751299,8.876816
0.035850,35.248722,-124.576853,10.623769,35.555841,-125.756376,8.860775
0.036000,35.239743,-124.570602,10.615020,35.547985,-125.761435,8.844741
0.036150,35.230735,-124.564557,10.609554,35.540115,-125.766473,8.828710
0.036300,35.221709,-124.558695,10.607076,35.532230,-125.771492,8.812676
0.036450,35.212686,-124.552969,10.606971,35.524330,-125.776490,8.796636
0.036600,35.203694,-124.547316,10.608364,35.516416,-125.781466,8.780585
0.036750,35.194764,-124.541667,10.610227,35.508488,-125.786422,8.764519
0.036900,35.185926,-124.535947,10.611492,35.500545,-125.791356,8.748435
0.037050,35.177207,-124.530090,10.611173,35.492588,-125.796269,8.732328
0.037200,35.168626,-124.524046,10.608483,35.484616,-125.801160,8.716198
0.037350,35.160192,-124.517779,10.602920,35.476631,-125.806029,8.700041
0.037500,35.151904,-124.511280,10.594330,35.468631,-125.810876,8.683856
0.037650,35.143749,-124.504561,10.582922,35.460618,-125.815701,8.667641
0.037800,35.135705,-124.497658,10.569245,35.452590,-125.820504,8.651397
0.037950,35.127741,-124.490620,10.554119,35.444548,-125.825285,8.635124
0.038100,35.119823,-124.483510,10.538539,35.436491,-125.830045,8.618822
0.038250,35.111917,-124.476393,10.523549,35.428421,-125.834783,8.602491
0.038400,35.103992,-124.469328,10.510119,35.420336,-125.839499,8.586134
0.038550,35.096024,-124.462361,10.499022,35.412236,-125.844194,8.569752
0.038700,35.088000,-124.455520,10.490739,35.404123,-125.848868,8.553347
0.038850,35.079918,-124.448811,10.485401,35.395994,-125.853520,8.536921
0.039000,35.071785,-124.442217,10.482771,35.387851,-125.858152,8.520477
0.039150,35.063622,-124.435700,10.482275,35.379693,-125.862764,8.504016
0.039300,35.055453,-124.429208,10.483089,35.371520,-125.867355,8.487541
0.039450,35.047302,-124.422678,10.484254,35.363333,-125.871925,8.471055
0.039600,35.039190,-124.416047,10.484801,35.355130,-125.876476,8.454559
0.039750,35.031133,-124.409262,10.483873,35.346912,-125.881007,8.438056
0.039900,35.023138,-124.402281,10.480829,35.338679,-125.885517,8.421547
0.040050,35.015204,-124.395082,10.475333,35.330431,-125.890008,8.405033
0.040200,35.007319,-124.387666,10.467387,35.322167,-125.894479,8.388517
0.040350,34.999461,-124.380051,10.457335,35.313889,-125.898930,8.371999
0.040500,34.991602,-124.372277,10.445811,35.305594,-125.903361,8.355480
0.040650,34.983707,-124.364394,10.433653,35.297285,-125.907773,8.338960
0.040800,34.975743,-124.356454,10.421785,35.288959,-125.912165,8.322440
0.040950,34.967680,-124.348508,10.411095,35.280619,-125.916537,8.305919
0.041100,34.959491,-124.340597,10.402309,35.272263,-125.920889,8.289397
0.041250,34.951164,-124.332742,10.395892,35.263891,-125.925221,8.272874
0.041400,34.942696,-124.324945,10.391985,35.255504,-125.929532,8.256350
0.041550,34.934094,-124.317187,10.390382,35.247101,-125.933824,8.239822
0.041700,34.925379,-124.309427,10.390566,35.238683,-125.938095,8.223290
0.041850,34.916577,-124.301615,10.391775,35.230249,-125.942346,8.206754
0.042000,34.907720,-124.293689,10.393116,35.221800,-125.946576,8.190211
0.042150,34.898840,-124.285593,10.393693,35.213335,-125.950785,8.173661
0.042300,34.889966,-124.277278,10.392731,35.204855,-125.954974,8.157103
0.042450,34.881119,-124.268712,10.389691,35.196359,-125.959141,8.140535
0.042600,34.872314,-124.259884,10.384349,35.187848,-125.963288,8.123957
0.042750,34.863552,-124.250805,10.376826,35.179321,-125.967414,8.107367
0.042900,34.854827,-124.241508,10.367570,35.170779,-125.971518,8.090765
0.043050,34.846127,-124.232043,10.357291,35.162221,-125.975601,8.074149
0.043200,34.837431,-124.222467,10.346854,35.153648,-125.979663,8.057520
0.043350,34.828722,-124.212844,10.337152,35.145059,-125.983703,8.040876
0.043500,34.819984,-124.203227,10.328973,35.136454,-125.987722,8.024217
0.043650,34.811207,-124.193657,10.322878,35.127834,-125.991720,8.007543
0.043800,34.802391,-124.184156,10.319120,35.119199,-125.995697,7.990854
0.043950,34.793542,-124.174724,10.317605,35.110548,-125.999652,7.974150
0.044100,34.784679,-124.165340,10.317907,35.101881,-126.003586,7.957431
0.044250,34.775824,-124.155970,10.319335,35.093198,-126.007498,7.940697
0.044400,34.767004,-124.146566,10.321039,35.084500,-126.011389,7.923949
0.044550,34.758245,-124.137084,10.322143,35.075786,-126.015259,7.907187
0.044700,34.749570,-124.127484,10.321880,35.067056,-126.019108,7.890411
0.044850,34.740991,-124.117739,10.319710,35.058310,-126.022935,7.873622
0.045000,34.732514,-124.107841,10.315404,35.049548,-126.026741,7.856821
0.045150,34.724133,-124.097801,10.309077,35.040771,-126.030527,7.840008
0.045300,34.715832,-124.087647,10.301161,35.031977,-126.034291,7.823183
0.045450,34.707590,-124.077418,10.292333,35.023168,-126.038034,7.806348
0.045600,34.699380,-124.067161,10.283403,35.014342,-126.041756,7.789503
0.045750,34.691176,-124.056916,10.275181,35.005500,-126.045457,7.772648
0.045900,34.682957,-124.046717,10.268347,34.996642,-126.049137,7.755784
0.046050,34.674708,-124.036579,10.263346,34.987768,-126.052796,7.738912
0.046200,34.666423,-124.026499,10.260322,34.978878,-126.056434,7.722030
0.046350,34.658106,-124.016455,10.259092,34.969971,-126.060051,7.705141
0.046500,34.649767,-124.006409,10.259188,34.961048,-126.063647,7.688243
0.046650,34.641425,-123.996312,10.259928,34.952109,-126.067222,7.671338
0.046800,34.633101,-123.986110,10.260532,34.943154,-126.070776,7.654425
0.046950,34.624814,-123.975755,10.260250,34.934182,-126.074309,7.637504
0.047100,34.616579,-123.965210,10.258479,34.925193,-126.077821,7.620575
0.047250,34.608405,-123.954453,10.254862,34.916189,-126.081312,7.603639
0.047400,34.600292,-123.943481,10.249340,34.907167,-126.084781,7.586694
0.047550,34.592232,-123.932309,10.242159,34.898130,-126.088230,7.569741
0.047700,34.584210,-123.920964,10.233825,34.889076,-126.091657,7.552779
0.047850,34.576207,-123.909487,10.225015,34.880005,-126.095063,7.535809
0.048000,34.568202,-123.897915,10.216466,34.870918,-126.098447,7.518830
0.048150,34.560176,-123.886284,10.208850,34.861814,-126.101810,7.501841
0.048300,34.552118,-123.874616,10.202667,34.852694,-126.105152,7.484843
0.048450,34.544021,-123.862922,10.198172,34.843557,-126.108472,7.467835
0.048600,34.535888,-123.851195,10.195337,34.834403,-126.111771,7.450817
0.048750,34.527728,-123.839413,10.193873,34.825233,-126.115049,7.433788
0.048900,34.519553,-123.827547,10.193271,34.816046,-126.118305,7.416749
0.049050,34.511380,-123.815560,10.192895,34.806843,-126.121539,7.399699
0.049200,34.503226,-123.803416,10.192083,34.797622,-126.124752,7.382638
0.049350,34.495103,-123.791088,10.190256,34.788385,-126.127943,7.365565
0.049500,34.487020,-123.778557,10.187017,34.779132,-126.131112,7.348481
0.049650,34.478978,-123.765821,10.182209,34.769861,-126.134260,7.331386
0.049800,34.470970,-123.752888,10.175939,34.760574,-126.137386,7.314280
0.049950,34.462984,-123.739781,10.168554,34.751270,-126.140490,7.297162
0.050100,34.455001,-123.726529,10.160581,34.741949,-126.143573,7.280032
0.050250,34.447001,-123.713163,10.152633,34.732611,-126.146634,7.262891
0.050400,34.438968,-123.699713,10.145306,34.723255,-126.149671,7.245735
0.050550,34.430885,-123.686198,10.139078,34.713883,-126.152682,7.228561
0.050700,34.422744,-123.672630,10.134233,34.704492,-126.155667,7.211371
0.050850,34.414545,-123.659006,10.130810,34.695084,-126.158628,7.194166
0.051000,34.406295,-123.645311,10.128608,34.685659,-126.161563,7.176945
0.051150,34.398004,-123.631524,10.127217,34.676216,-126.164474,7.159711
0.051300,34.389691,-123.617616,10.126091,34.666755,-126.167361,7.142465
0.051450,34.381372,-123.603560,10.124645,34.657277,-126.170224,7.125206
0.051600,34.373065,-123.589334,10.122353,34.647780,-126.173064,7.107938
0.051750,34.364781,-123.574925,10.118835,34.638267,-126.175880,7.090659
0.051900,34.356527,-123.560331,10.113923,34.628735,-126.178673,7.073372
0.052050,34.348301,-123.545561,10.107684,34.619186,-126.181444,7.056077
0.052200,34.340099,-123.530635,10.100410,34.609619,-126.184192,7.038774
0.052350,34.331908,-123.515580,10.092558,34.600034,-126.186918,7.021465
0.052500,34.323717,-123.500424,10.084675,34.590432,-126.189622,7.004149
0.052650,34.315510,-123.485195,10.077300,34.580811,-126.192304,6.986827
0.052800,34.307280,-123.469912,10.070873,34.571173,-126.194965,6.969499
0.052950,34.299019,-123.454587,10.065660,34.561517,-126.197604,6.952164
0.053100,34.290730,-123.439221,10.061708,34.551844,-126.200222,6.934823
0.053250,34.282420,-123.423803,10.058845,34.542152,-126.202818,6.917476
0.053400,34.274099,-123.408316,10.056707,34.532443,-126.205393,6.900121
0.053550,34.265784,-123.392738,10.054806,34.522716,-126.207947,6.882760
0.053700,34.257489,-123.377046,10.052616,34.512971,-126.210480,6.865390
0.053850,34.249229,-123.361221,10.049665,34.503208,-126.212991,6.848012
0.054000,34.241012,-123.345253,10.045618,34.493428,-126.215482,6.830625
0.054150,34.232843,-123.329140,10.040331,34.483630,-126.217951,6.813229
0.054300,34.224718,-123.312889,10.033878,34.473814,-126.220400,6.795822
0.054450,34.216630,-123.296516,10.026530,34.463980,-126.222827,6.778405
0.054600,34.208565,-123.280043,10.018710,34.454128,-126.225233,6.760977
0.054750,34.200509,-123.263493,10.010912,34.444259,-126.227617,6.743537
0.054900,34.192448,-123.246887,10.003615,34.434372,-126.229981,6.726085
0.055050,34.184370,-123.230242,9.997198,34.424467,-126.232323,6.708620
0.055200,34.176269,-123.213564,9.991875,34.414545,-126.234644,6.691143
0.055350,34.168144,-123.196851,9.987658,34.404604,-126.236943,6.673652
0.055500,34.160000,-123.180093,9.984356,34.394646,-126.239221,6.656149
0.055650,34.151846,-123.163273,9.981614,34.384670,-126.241478,6.638632
0.055800,34.143695,-123.146370,9.978976,34.374676,-126.243713,6.621102
0.055950,34.135559,-123.129364,9.975967,34.364665,-126.245927,6.603558
0.056100,34.127448,-123.112239,9.972181,34.354635,-126.248119,6.586002
0.056250,34.119370,-123.094986,9.967347,34.344588,-126.250289,6.568433
0.056400,34.111326,-123.077605,9.961384,34.334522,-126.252438,6.550851
