# t_s,canli_hip_flx_derece,canli_knee_flx_derece,canli_ankle_flx_derece,pasif_hip_flx_derece,pasif_knee_flx_derece,pasif_ankle_flx_derece
0.793200,-8.522301,-91.337625,-31.369499,-2.436058,-113.396799,-33.548022
0.793350,-8.547444,-91.315505,-31.407551,-2.435757,-113.396628,-33.573960
0.793500,-8.580492,-91.310266,-31.232680,-2.435434,-113.396284,-33.604713
0.793650,-8.620300,-91.316952,-30.879580,-2.435093,-113.395808,-33.639777
0.793800,-8.665544,-91.327715,-30.407418,-2.434742,-113.395249,-33.678594
0.793950,-8.714674,-91.333434,-29.892967,-2.434388,-113.394659,-33.720564
0.794100,-8.765937,-91.325421,-29.420990,-2.434039,-113.394091,-33.765050
0.794250,-8.817520,-91.296773,-29.072292,-2.433703,-113.393602,-33.811393
0.794400,-8.867781,-91.243590,-28.908070,-2.433388,-113.393247,-33.858923
0.794550,-8.915502,-91.166047,-28.953761,-2.433101,-113.393080,-33.906978
0.794700,-8.959964,-91.068802,-29.193590,-2.432850,-113.393152,-33.954913
0.794850,-8.500000,-91.500000,-29.577098,-2.432642,-113.393508,-33.500000
0.795000,-8.505241,-91.494086,-30.005968,-2.432438,-113.393894,-33.503020
0.795150,-8.519542,-91.480926,-30.392213,-2.432198,-113.394033,-33.511997
0.795300,-8.542201,-91.465052,-30.689514,-2.431923,-113.393937,-33.526736
0.795450,-8.572520,-91.449368,-30.866907,-2.431616,-113.393630,-33.546956
0.795600,-8.609626,-91.434938,-30.911078,-2.431283,-113.393140,-33.572297
0.795750,-8.652475,-91.421012,-30.826218,-2.430927,-113.392507,-33.602327
0.795900,-8.699876,-91.405351,-30.632368,-2.430556,-113.391772,-33.636553
0.796050,-8.750505,-91.384751,-30.362721,-2.430176,-113.390983,-33.674429
0.796200,-8.802956,-91.355643,-30.059879,-2.429795,-113.390193,-33.715367
0.796350,-8.855791,-91.314739,-29.770913,-2.429419,-113.389454,-33.758745
0.796500,-8.907607,-91.259703,-29.541192,-2.429057,-113.388822,-33.803922
0.796650,-8.957126,-91.189827,-29.407127,-2.428716,-113.388349,-33.850246
0.796800,-8.500000,-91.106654,-29.388875,-2.428404,-113.388088,-33.897073
0.796950,-8.503278,-91.034240,-29.405090,-2.428128,-113.388088,-33.943778
0.797100,-8.511588,-91.500000,-29.419282,-2.427896,-113.388391,-33.989772
0.797250,-8.525204,-91.483007,-29.499234,-2.427712,-113.389032,-33.500000
0.797400,-8.544626,-91.434371,-29.674164,-2.427535,-113.389730,-33.503043
0.797550,-8.569266,-91.359260,-29.915574,-2.427322,-113.390181,-33.512095
0.797700,-8.598487,-91.264863,-30.184659,-2.427073,-113.390397,-33.526966
0.797850,-8.631540,-91.160026,-30.437419,-2.426792,-113.390396,-33.547381
0.798000,-8.667519,-91.054623,-30.630413,-2.426483,-113.390205,-33.572982
0.798150,-8.705374,-91.500000,-30.727128,-2.426151,-113.389859,-33.603342
0.798300,-8.744916,-91.488954,-30.747080,-2.425804,-113.389399,-33.637965
0.798450,-8.786222,-91.456608,-30.727647,-2.425446,-113.388870,-33.676306
0.798600,-8.828565,-91.404417,-30.671370,-2.425086,-113.388323,-33.717772
0.798750,-8.871194,-91.334242,-30.584001,-2.424732,-113.387811,-33.761739
0.798900,-8.913327,-91.248482,-30.473788,-2.424390,-113.387386,-33.807558
0.799050,-8.954139,-91.150275,-30.350349,-2.424069,-113.387104,-33.854571
0.799200,-8.992765,-91.043742,-30.223202,-2.423776,-113.387015,-33.902124
0.799350,-8.500000,-91.500000,-30.100235,-2.423520,-113.387169,-33.949582
0.799500,-8.505091,-91.494510,-29.961665,-2.423306,-113.387609,-33.996346
0.799650,-8.518125,-91.479183,-29.799345,-2.423140,-113.388371,-33.500000
0.799800,-8.537606,-91.453876,-29.637155,-2.422982,-113.389170,-33.503090
0.799950,-8.562280,-91.418554,-29.498885,-2.422785,-113.389701,-33.512277
0.800100,-8.590901,-91.373833,-29.404981,-2.422552,-113.389974,-33.527369
0.800250,-8.622274,-91.321267,-29.368967,-2.422285,-113.390010,-33.548082
0.800400,-8.655292,-91.263514,-29.394769,-2.421990,-113.389835,-33.574054
0.800550,-8.688966,-91.204255,-29.475991,-2.421672,-113.389487,-33.604844
0.800700,-8.722452,-91.147709,-29.597770,-2.421336,-113.389007,-33.639952
0.800850,-8.755077,-91.097784,-29.740785,-2.420990,-113.388444,-33.678817
0.801000,-8.786350,-91.057310,-29.885614,-2.420641,-113.387849,-33.720839
0.801150,-8.815919,-91.027906,-30.015378,-2.420298,-113.387277,-33.765379
0.801300,-8.843534,-91.010074,-30.117352,-2.419966,-113.386784,-33.811778
0.801450,-8.869019,-91.003201,-30.184257,-2.419656,-113.386425,-33.859367
0.801600,-8.892262,-91.005611,-30.214825,-2.419374,-113.386254,-33.907481
0.801750,-8.913204,-91.014778,-30.213319,-2.419129,-113.386323,-33.955473
0.801900,-8.931821,-91.027700,-30.188126,-2.418926,-113.386676,-33.500000
0.802050,-8.948117,-91.041352,-30.149761,-2.418728,-113.387059,-33.503024
0.802200,-8.962119,-91.053050,-30.108947,-2.418493,-113.387194,-33.512012
0.802350,-8.973872,-91.060689,-30.074963,-2.418223,-113.387095,-33.526769
0.802500,-8.983449,-91.062903,-30.054376,-2.417921,-113.386783,-33.547014
0.802650,-8.990950,-91.059126,-30.050237,-2.417593,-113.386290,-33.572385
0.802800,-8.996499,-91.049596,-30.061809,-2.417242,-113.385652,-33.602452
0.802950,-8.500000,-91.035289,-30.084859,-2.416876,-113.384912,-33.636719
0.803100,-8.503970,-91.037228,-30.036009,-2.416502,-113.384119,-33.674641
0.803250,-8.513452,-91.060342,-29.895806,-2.416125,-113.383325,-33.715627
0.803400,-8.527139,-91.092467,-29.718446,-2.415754,-113.382582,-33.759057
0.803550,-8.544230,-91.126012,-29.546103,-2.415397,-113.381945,-33.804287
0.803700,-8.563982,-91.154330,-29.417297,-2.415061,-113.381468,-33.850667
0.803850,-8.585704,-91.172359,-29.360925,-2.414754,-113.381204,-33.897549
0.804000,-8.608784,-91.177155,-29.391440,-2.414484,-113.381200,-33.944308
0.804150,-8.632723,-91.167968,-29.507367,-2.414256,-113.381500,-33.990355
0.804300,-8.657141,-91.146042,-29.692727,-2.414078,-113.382139,-33.500000
0.804450,-8.681744,-91.114217,-29.920553,-2.413907,-113.382834,-33.503047
0.804600,-8.706287,-91.076407,-30.157726,-2.413698,-113.383282,-33.512110
0.804750,-8.730531,-91.036978,-30.370290,-2.413454,-113.383495,-33.526999
0.804900,-8.754218,-91.000097,-30.528426,-2.413178,-113.383491,-33.547439
0.805050,-8.777061,-91.500000,-30.610558,-2.412874,-113.383296,-33.573071
0.805200,-8.799439,-91.489105,-30.633024,-2.412548,-113.382946,-33.603467
0.805350,-8.821812,-91.457482,-30.618619,-2.412206,-113.382482,-33.638132
0.805500,-8.843934,-91.406990,-30.566108,-2.411853,-113.381950,-33.676519
0.805650,-8.865487,-91.339915,-30.477616,-2.411498,-113.381399,-33.718035
0.805800,-8.886071,-91.259112,-30.358172,-2.411149,-113.380882,-33.762053
0.805950,-8.905199,-91.168210,-30.214893,-2.410812,-113.380454,-33.807926
0.806100,-8.922290,-91.071834,-30.055858,-2.410496,-113.380168,-33.854995
0.806250,-8.936676,-91.500000,-29.888983,-2.410208,-113.380076,-33.902604
0.806400,-8.948585,-91.486605,-29.751623,-2.409957,-113.380226,-33.950117
0.806550,-8.958634,-91.446835,-29.684068,-2.409748,-113.380664,-33.996935
0.806700,-8.966752,-91.382664,-29.690050,-2.409588,-113.381424,-33.500000
0.806850,-8.972927,-91.298144,-29.761088,-2.409435,-113.382221,-33.503093
0.807000,-8.977175,-91.199696,-29.876227,-2.409243,-113.382749,-33.512292
0.807150,-8.979464,-91.096255,-30.003661,-2.409015,-113.383019,-33.527402
0.807300,-8.979651,-91.500000,-30.104698,-2.408754,-113.383051,-33.548141
0.807450,-8.978526,-91.489517,-30.183513,-2.408464,-113.382873,-33.574143
0.807600,-8.977211,-91.459892,-30.259785,-2.408150,-113.382521,-33.604971
0.807750,-8.975946,-91.414536,-30.317216,-2.407820,-113.382037,-33.640120
0.807900,-8.974861,-91.357683,-30.340219,-2.407479,-113.381470,-33.679032
0.808050,-8.973945,-91.294273,-30.315518,-2.407135,-113.380871,-33.721103
0.808200,-8.973032,-91.229749,-30.233795,-2.406796,-113.380295,-33.765695
0.808350,-8.971808,-91.169696,-30.091530,-2.406470,-113.379798,-33.812149
0.808500,-8.969838,-91.119225,-29.893132,-2.406165,-113.379435,-33.859793
0.808650,-8.966678,-91.081346,-29.655078,-2.405888,-113.379261,-33.907962
0.808800,-8.962003,-91.055391,-29.408396,-2.405647,-113.379327,-33.956010
0.808950,-8.955593,-91.038896,-29.188862,-2.405450,-113.379677,-33.500000
0.809100,-8.947352,-91.029470,-29.025656,-2.405257,-113.380057,-33.503028
0.809250,-8.937352,-91.025486,-28.935751,-2.405027,-113.380189,-33.512026
0.809400,-8.925838,-91.026196,-28.922594,-2.404762,-113.380086,-33.526801
0.809550,-8.913209,-91.031585,-28.977685,-2.404466,-113.379771,-33.547069
0.809700,-8.899960,-91.042093,-29.084104,-2.404142,-113.379273,-33.572470
0.809850,-8.886623,-91.058259,-29.220731,-2.403797,-113.378631,-33.602571
0.810000,-8.873731,-91.080404,-29.365681,-2.403436,-113.377888,-33.636878
0.810150,-8.861786,-91.108385,-29.498732,-2.403066,-113.377091,-33.674843
0.810300,-8.851236,-91.141408,-29.603662,-2.402694,-113.376292,-33.715876
0.810450,-8.842455,-91.177966,-29.669944,-2.402328,-113.375544,-33.759355
0.810600,-8.835716,-91.215937,-29.693368,-2.401976,-113.374904,-33.804636
0.810750,-8.831180,-91.252836,-29.675627,-2.401645,-113.374423,-33.851067
0.810900,-8.828889,-91.286080,-29.623368,-2.401344,-113.374155,-33.898002
0.811050,-8.828767,-91.313221,-29.546910,-2.401078,-113.374149,-33.944813
0.811200,-8.830635,-91.332159,-29.458722,-2.400856,-113.374446,-33.990911
0.811350,-8.834229,-91.341327,-29.371749,-2.400682,-113.375082,-33.500000
0.811500,-8.839219,-91.339850,-29.297684,-2.400516,-113.375774,-33.503051
0.811650,-8.845244,-91.327673,-29.245352,-2.400313,-113.376221,-33.512124
0.811800,-8.851932,-91.305648,-29.219414,-2.400074,-113.376431,-33.527031
0.811950,-8.858924,-91.275553,-29.219636,-2.399803,-113.376423,-33.547494
0.812100,-8.865879,-91.240031,-29.240923,-2.399504,-113.376225,-33.573156
0.812250,-8.872479,-91.202407,-29.274204,-2.399183,-113.375872,-33.603586
0.812400,-8.878429,-91.166375,-29.308095,-2.398845,-113.375404,-33.638291
0.812550,-8.883460,-91.135580,-29.331095,-2.398498,-113.374868,-33.676720
0.812700,-8.887341,-91.113020,-29.334247,-2.398148,-113.374313,-33.718283
0.812850,-8.889903,-91.100456,-29.313516,-2.397803,-113.373793,-33.762351
0.813000,-8.891044,-91.098176,-29.270744,-2.397472,-113.373361,-33.808275
0.813150,-8.890717,-91.105210,-29.212811,-2.397161,-113.373072,-33.855396
0.813300,-8.888930,-91.119731,-29.149792,-2.396878,-113.372976,-33.903057
0.813450,-8.885742,-91.139431,-29.092846,-2.396632,-113.373124,-33.950623
0.813600,-8.881264,-91.161874,-29.052089,-2.396428,-113.373559,-33.997492
0.813750,-8.875668,-91.184824,-29.034727,-2.396273,-113.374317,-33.500000
0.813900,-8.869173,-91.206523,-29.043743,-2.396125,-113.375111,-33.503097
0.814050,-8.862030,-91.225847,-29.077442,-2.395939,-113.375637,-33.512306
0.814200,-8.854511,-91.242317,-29.129892,-2.395716,-113.375905,-33.527433
0.814350,-8.846887,-91.256008,-29.192008,-2.395459,-113.375933,-33.548196
0.814500,-8.839410,-91.267391,-29.253086,-2.395174,-113.375752,-33.574228
0.814650,-8.832298,-91.277144,-29.302487,-2.394866,-113.375396,-33.605090
0.814800,-8.825719,-91.285959,-29.331237,-2.394540,-113.374909,-33.640278
0.814950,-8.819783,-91.294374,-29.333327,-2.394204,-113.374338,-33.679234
0.815100,-8.814539,-91.302663,-29.306545,-2.393865,-113.373736,-33.721351
0.815250,-8.809972,-91.310786,-29.252766,-2.393531,-113.373156,-33.765993
0.815400,-8.806012,-91.318415,-29.177660,-2.393210,-113.372655,-33.812498
0.815550,-8.802540,-91.325027,-29.089856,-2.392910,-113.372289,-33.860195
0.815700,-8.799404,-91.330043,-28.999631,-2.392638,-113.372111,-33.908416
0.815850,-8.796434,-91.332993,-28.917318,-2.392403,-113.372173,-33.956516
0.816000,-8.793464,-91.333674,-28.851624,-2.392210,-113.372521,-33.500000
0.816150,-8.790349,-91.332266,-28.808202,-2.392022,-113.372898,-33.503031
0.816300,-8.786979,-91.329382,-28.788794,-2.391798,-113.373027,-33.512040
0.816450,-8.783285,-91.326023,-28.791170,-2.391538,-113.372921,-33.526830
0.816600,-8.779240,-91.323447,-28.809844,-2.391246,-113.372602,-33.547121
0.816750,-8.774852,-91.322978,-28.837309,-2.390928,-113.372101,-33.572549
0.816900,-8.770156,-91.325790,-28.865500,-2.390587,-113.371455,-33.602683
0.817050,-8.765206,-91.332701,-28.887216,-2.390231,-113.370708,-33.637027
0.817200,-8.760069,-91.344034,-28.897252,-2.389866,-113.369907,-33.675032
0.817350,-8.754813,-91.359556,-28.893076,-2.389499,-113.369104,-33.716109
0.817500,-8.749504,-91.378522,-28.874967,-2.389138,-113.368353,-33.759634
0.817650,-8.744198,-91.399796,-28.845646,-2.388791,-113.367709,-33.804963
0.817800,-8.738938,-91.422026,-28.809531,-2.388465,-113.367225,-33.851443
0.817950,-8.733751,-91.443839,-28.771783,-2.388168,-113.366954,-33.898427
0.818100,-8.728653,-91.464013,-28.737316,-2.387908,-113.366944,-33.945286
0.818250,-8.723651,-91.481618,-28.709942,-2.387690,-113.367238,-33.991432
0.818400,-8.718745,-91.496103,-28.691769,-2.387522,-113.367872,-33.500000
0.818550,-8.713931,-91.507331,-28.682926,-2.387361,-113.368562,-33.503054
0.818700,-8.709202,-91.515559,-28.681635,-2.387163,-113.369006,-33.512137
0.818850,-8.704547,-91.521377,-28.684603,-2.386929,-113.369213,-33.527060
0.819000,-8.699950,-91.525606,-28.687636,-2.386663,-113.369203,-33.547545
0.819150,-8.695385,-91.529176,-28.686404,-2.386369,-113.369002,-33.573234
0.819300,-8.690818,-91.532996,-28.677202,-2.386053,-113.368645,-33.603697
0.819450,-8.686203,-91.537830,-28.657608,-2.385720,-113.368174,-33.638438
0.819600,-8.681487,-91.544216,-28.626917,-2.385378,-113.367634,-33.676909
0.819750,-8.676610,-91.552408,-28.586278,-2.385033,-113.367076,-33.718515
0.819900,-8.671512,-91.562389,-28.538504,-2.384693,-113.366553,-33.762629
0.820050,-8.666136,-91.573912,-28.487578,-2.384366,-113.366118,-33.808601
0.820200,-8.660435,-91.586592,-28.437948,-2.384060,-113.365825,-33.855770
0.820350,-8.654375,-91.600000,-28.393747,-2.383783,-113.365727,-33.903481
0.820500,-8.647944,-91.613756,-28.358099,-2.383541,-113.365872,-33.951096
0.820650,-8.641149,-91.627597,-28.332638,-2.383342,-113.366304,-33.998013
0.820800,-8.634016,-91.641411,-28.317336,-2.383193,-113.367060,-33.500000
0.820950,-8.626591,-91.655234,-28.310613,-2.383050,-113.367852,-33.503100
0.821100,-8.618930,-91.669218,-28.309682,-2.382868,-113.368376,-33.512319
0.821250,-8.611097,-91.683576,-28.311052,-2.382650,-113.368641,-33.527463
0.821400,-8.603156,-91.698524,-28.311094,-2.382399,-113.368667,-33.548247
0.821550,-8.595164,-91.714218,-28.306599,-2.382119,-113.368482,-33.574306
0.821700,-8.587171,-91.730707,-28.295223,-2.381815,-113.368123,-33.605201
0.821850,-8.579214,-91.747911,-28.275785,-2.381494,-113.367633,-33.640426
0.822000,-8.571313,-91.765621,-28.248356,-2.381164,-113.367058,-33.679422
0.822150,-8.563476,-91.783527,-28.214162,-2.380830,-113.366452,-33.721583
0.822300,-8.555694,-91.801261,-28.175300,-2.380501,-113.365869,-33.766271
0.822450,-8.547951,-91.818457,-28.134348,-2.380184,-113.365364,-33.812824
0.822600,-8.540220,-91.834811,-28.093909,-2.379889,-113.364995,-33.860569
0.822750,-8.532471,-91.850127,-28.056189,-2.379622,-113.364814,-33.908840
0.822900,-8.524676,-91.864356,-28.022669,-2.379392,-113.364873,-33.956988
0.823050,-8.516806,-91.877601,-27.993920,-2.379204,-113.365218,-33.500000
0.823200,-8.508840,-91.890110,-27.969591,-2.379021,-113.365593,-33.503034
0.823350,-8.500758,-91.902239,-27.948556,-2.378801,-113.365719,-33.512052
0.823500,-8.492547,-91.914402,-27.929175,-2.378547,-113.365610,-33.526858
0.823650,-8.484198,-91.927014,-27.909636,-2.378260,-113.365288,-33.547169
0.823800,-8.475703,-91.940436,-27.888285,-2.377946,-113.364783,-33.572623
0.823950,-8.467056,-91.954923,-27.863916,-2.377611,-113.364134,-33.602787
0.824100,-8.458254,-91.970599,-27.835958,-2.377259,-113.363383,-33.637165
0.824250,-8.449293,-91.987448,-27.804532,-2.376899,-113.362578,-33.675209
0.824400,-8.440170,-92.005324,-27.770385,-2.376537,-113.361771,-33.716326
0.824550,-8.430884,-92.023991,-27.734711,-2.376181,-113.361017,-33.759894
0.824700,-8.421437,-92.043156,-27.698906,-2.375839,-113.360369,-33.805268
0.824850,-8.411832,-92.062525,-27.664295,-2.375518,-113.359882,-33.851793
0.825000,-8.402076,-92.081838,-27.631907,-2.375226,-113.359607,-33.898823
0.825150,-8.392178,-92.100901,-27.602299,-2.374970,-113.359595,-33.945728
0.825300,-8.382148,-92.119607,-27.575489,-2.374758,-113.359887,-33.991917
0.825450,-8.372001,-92.137936,-27.550975,-2.374595,-113.360519,-33.500000
0.825600,-8.361748,-92.155942,-27.527842,-2.374439,-113.361207,-33.503057
0.825750,-8.351402,-92.173736,-27.504935,-2.374245,-113.361648,-33.512149
0.825900,-8.340972,-92.191457,-27.481050,-2.374017,-113.361853,-33.527087
0.826050,-8.330461,-92.209244,-27.455139,-2.373756,-113.361840,-33.547593
0.826200,-8.319872,-92.227214,-27.426460,-2.373467,-113.361636,-33.573308
0.826350,-8.309199,-92.245440,-27.394693,-2.373155,-113.361276,-33.603801
0.826500,-8.298434,-92.263952,-27.359958,-2.372827,-113.360801,-33.638576
0.826650,-8.287564,-92.282730,-27.322783,-2.372490,-113.360258,-33.677084
0.826800,-8.276576,-92.301724,-27.283986,-2.372149,-113.359697,-33.718730
0.826950,-8.265455,-92.320862,-27.244537,-2.371814,-113.359170,-33.762887
0.827100,-8.254186,-92.340075,-27.205386,-2.371492,-113.358732,-33.808904
0.827250,-8.242757,-92.359313,-27.167323,-2.371191,-113.358436,-33.856119
0.827400,-8.231159,-92.378552,-27.130864,-2.370919,-113.358335,-33.903875
0.827550,-8.219387,-92.397805,-27.096201,-2.370682,-113.358478,-33.951535
0.827700,-8.207439,-92.417118,-27.063197,-2.370488,-113.358908,-33.998496
0.827850,-8.195315,-92.436563,-27.031450,-2.370344,-113.359662,-33.500000
0.828000,-8.183019,-92.456222,-27.000375,-2.370206,-113.360453,-33.503103
0.828150,-8.170556,-92.476176,-26.969323,-2.370029,-113.360974,-33.512332
0.828300,-8.157930,-92.496489,-26.937685,-2.369816,-113.361236,-33.527490
0.828450,-8.145147,-92.517198,-26.904990,-2.369570,-113.361260,-33.548295
0.828600,-8.132211,-92.538306,-26.870957,-2.369295,-113.361072,-33.574379
0.828750,-8.119127,-92.559781,-26.835527,-2.368996,-113.360710,-33.605304
0.828900,-8.105895,-92.581565,-26.798841,-2.368680,-113.360216,-33.640564
0.829050,-8.092517,-92.603575,-26.761197,-2.368354,-113.359638,-33.679597
0.829200,-8.078994,-92.625725,-26.722982,-2.368025,-113.359029,-33.721799
0.829350,-8.065325,-92.647931,-26.684592,-2.367701,-113.358442,-33.766530
0.829500,-8.051508,-92.670126,-26.646367,-2.367389,-113.357935,-33.813127
0.829650,-8.037545,-92.692266,-26.608535,-2.367099,-113.357562,-33.860917
0.829800,-8.023432,-92.714337,-26.571182,-2.366837,-113.357378,-33.909234
0.829950,-8.009171,-92.736351,-26.534251,-2.366611,-113.357435,-33.957427
0.830100,-7.994758,-92.758347,-26.497565,-2.366429,-113.357777,-33.500000
0.830250,-7.980193,-92.780379,-26.460867,-2.366251,-113.358149,-33.503037
0.830400,-7.965474,-92.802508,-26.423872,-2.366036,-113.358273,-33.512064
0.830550,-7.950597,-92.824797,-26.386320,-2.365786,-113.358161,-33.526884
0.830700,-7.935561,-92.847297,-26.348019,-2.365505,-113.357836,-33.547214
0.830850,-7.920362,-92.870046,-26.308873,-2.365196,-113.357328,-33.572692
0.831000,-7.904995,-92.893063,-26.268895,-2.364865,-113.356675,-33.602884
0.831150,-7.889456,-92.916351,-26.228196,-2.364518,-113.355920,-33.637294
0.831300,-7.873743,-92.939895,-26.186961,-2.364163,-113.355112,-33.675373
0.831450,-7.857851,-92.963672,-26.145416,-2.363806,-113.354302,-33.716528
0.831600,-7.841778,-92.987655,-26.103787,-2.363455,-113.353544,-33.760136
0.831750,-7.825523,-93.011814,-26.062265,-2.363117,-113.352893,-33.805551
0.831900,-7.809084,-93.036126,-26.020977,-2.362801,-113.352402,-33.852119
0.832050,-7.792461,-93.060578,-25.979973,-2.362514,-113.352125,-33.899190
0.832200,-7.775657,-93.085163,-25.939223,-2.362263,-113.352110,-33.946137
0.832350,-7.758671,-93.109884,-25.898629,-2.362055,-113.352399,-33.992368
0.832500,-7.741505,-93.134749,-25.858045,-2.361897,-113.353030,-33.500000
0.832650,-7.724160,-93.159773,-25.817303,-2.361746,-113.353716,-33.503060
0.832800,-7.706638,-93.184968,-25.776241,-2.361558,-113.354155,-33.512161
0.832950,-7.688940,-93.210346,-25.734726,-2.361334,-113.354357,-33.527112
0.833100,-7.671064,-93.235911,-25.692671,-2.361078,-113.354341,-33.547637
0.833250,-7.653012,-93.261665,-25.650043,-2.360794,-113.354134,-33.573376
0.833400,-7.634782,-93.287603,-25.606864,-2.360487,-113.353772,-33.603896
0.833550,-7.616373,-93.313716,-25.563197,-2.360164,-113.353294,-33.638703
0.833700,-7.597783,-93.339991,-25.519139,-2.359831,-113.352748,-33.677246
0.833850,-7.579011,-93.366419,-25.474794,-2.359496,-113.352184,-33.718931
0.834000,-7.560054,-93.392990,-25.430263,-2.359166,-113.351654,-33.763127
0.834150,-7.540910,-93.419698,-25.385626,-2.358848,-113.351213,-33.809185
0.834300,-7.521579,-93.446543,-25.340930,-2.358552,-113.350915,-33.856442
0.834450,-7.502058,-93.473529,-25.296191,-2.358284,-113.350811,-33.904240
0.834600,-7.482347,-93.500666,-25.251392,-2.358053,-113.350951,-33.951943
0.834750,-7.462444,-93.527966,-25.206489,-2.357864,-113.351379,-33.998945
0.834900,-7.442348,-93.555443,-25.161427,-2.357724,-113.352131,-33.500000
0.835050,-7.422059,-93.583109,-25.116144,-2.357591,-113.352920,-33.503106
0.835200,-7.401576,-93.610976,-25.070589,-2.357420,-113.353439,-33.512343
0.835350,-7.380897,-93.639051,-25.024724,-2.357212,-113.353699,-33.527515
0.835500,-7.360024,-93.667337,-24.978533,-2.356970,-113.353720,-33.548339
0.835650,-7.338954,-93.695833,-24.932020,-2.356700,-113.353530,-33.574447
0.835800,-7.317687,-93.724536,-24.885209,-2.356406,-113.353165,-33.605400
0.835950,-7.296222,-93.753437,-24.838135,-2.356095,-113.352668,-33.640691
0.836100,-7.274560,-93.782529,-24.790839,-2.355773,-113.352087,-33.679760
0.836250,-7.252700,-93.811802,-24.743359,-2.355449,-113.351474,-33.721999
0.836400,-7.230641,-93.841251,-24.695725,-2.355130,-113.350884,-33.766770
0.836550,-7.208383,-93.870868,-24.647956,-2.354823,-113.350374,-33.813408
0.836700,-7.185926,-93.900652,-24.600051,-2.354538,-113.349998,-33.861241
0.836850,-7.163270,-93.930602,-24.552001,-2.354281,-113.349812,-33.909599
0.837000,-7.140414,-93.960721,-24.503782,-2.354060,-113.349866,-33.957835
0.837150,-7.117359,-93.991012,-24.455363,-2.353882,-113.350206,-33.500000
0.837300,-7.094104,-94.021479,-24.406714,-2.353709,-113.350576,-33.503040
0.837450,-7.070648,-94.052128,-24.357806,-2.353499,-113.350696,-33.512074
0.837600,-7.046991,-94.082962,-24.308621,-2.353254,-113.350582,-33.526907
0.837750,-7.023132,-94.113986,-24.259148,-2.352977,-113.350254,-33.547255
0.837900,-6.999071,-94.145201,-24.209389,-2.352673,-113.349743,-33.572756
0.838050,-6.974807,-94.176607,-24.159355,-2.352347,-113.349087,-33.602974
0.838200,-6.950338,-94.208204,-24.109064,-2.352005,-113.348329,-33.637414
0.838350,-6.925665,-94.239992,-24.058540,-2.351655,-113.347517,-33.675525
0.838500,-6.900786,-94.271969,-24.007805,-2.351302,-113.346704,-33.716716
0.838650,-6.875701,-94.304133,-23.956882,-2.350956,-113.345942,-33.760361
0.838800,-6.850410,-94.336484,-23.905785,-2.350623,-113.345288,-33.805814
0.838950,-6.824911,-94.369022,-23.854520,-2.350312,-113.344795,-33.852421
0.839100,-6.799205,-94.401747,-23.803090,-2.350029,-113.344515,-33.899532
0.839250,-6.773291,-94.434661,-23.751486,-2.349783,-113.344497,-33.946518
0.839400,-6.747156,-94.467578,-23.701732,-2.349581,-113.344784,-33.992787
0.839550,-6.720549,-94.496564,-23.696857,-2.349427,-113.345412,-33.500000
0.839700,-6.693544,-94.522706,-23.727192,-2.349282,-113.346096,-33.503063
0.839850,-6.666479,-94.551247,-23.739252,-2.349098,-113.346534,-33.512171
0.840000,-6.639450,-94.583696,-23.718641,-2.348879,-113.346734,-33.527136
0.840150,-6.612389,-94.618892,-23.677528,-2.348627,-113.346715,-33.547678
0.840300,-6.585158,-94.654425,-23.640077,-2.348348,-113.346506,-33.573439
0.840450,-6.557803,-94.690569,-23.601112,-2.348046,-113.346140,-33.603985
0.840600,-6.530366,-94.727508,-23.556247,-2.347728,-113.345660,-33.638822
0.840750,-6.502876,-94.765239,-23.502975,-2.347400,-113.345111,-33.677397
0.840900,-6.475344,-94.803571,-23.440712,-2.347069,-113.344544,-33.719116
0.841050,-6.447766,-94.842172,-23.370579,-2.346744,-113.344012,-33.763350
0.841200,-6.420124,-94.880618,-23.295002,-2.346431,-113.343568,-33.809446
0.841350,-6.392384,-94.918472,-23.217228,-2.346140,-113.343266,-33.856742
0.841500,-6.364512,-94.955349,-23.140665,-2.345877,-113.343160,-33.904580
0.841650,-6.336464,-94.991004,-23.068206,-2.345650,-113.343298,-33.952321
0.841800,-6.308206,-95.025362,-23.001751,-2.345466,-113.343724,-33.999362
0.841950,-6.279699,-95.058551,-22.941976,-2.345332,-113.344475,-33.500000
0.842100,-6.250928,-95.090858,-22.888344,-2.345204,-113.345262,-33.503109
0.842250,-6.221872,-95.122713,-22.839343,-2.345037,-113.345779,-33.512354
0.842400,-6.192524,-95.154607,-22.792841,-2.344833,-113.346037,-33.527539
0.842550,-6.162875,-95.187042,-22.746530,-2.344597,-113.346055,-33.548380
0.842700,-6.132921,-95.220449,-22.698328,-2.344331,-113.345862,-33.574511
0.842850,-6.102658,-95.255143,-22.646717,-2.344042,-113.345495,-33.605489
0.843000,-6.072087,-95.291279,-22.590943,-2.343736,-113.344995,-33.640810
0.843150,-6.041205,-95.328858,-22.531080,-2.343419,-113.344411,-33.679911
0.843300,-6.010014,-95.367730,-22.467928,-2.343100,-113.343795,-33.722186
0.843450,-5.978519,-95.407633,-22.402810,-2.342785,-113.343203,-33.766993
0.843600,-5.946728,-95.448240,-22.337292,-2.342483,-113.342689,-33.813670
0.843750,-5.914638,-95.489228,-22.272903,-2.342202,-113.342310,-33.861542
0.843900,-5.882267,-95.530285,-22.210855,-2.341950,-113.342121,-33.909940
