# t_s,ankle_deg,vF_mV,vE_mV,f_DF_Hz,u_DF,f_PF_Hz,u_PF
0.137100,44.138926,-1.214745,2.361782,12.295194,0.200761,6.394884,0.154661
0.137250,44.161687,-1.237362,2.374888,12.258309,0.200159,6.375699,0.154198
0.137400,44.184433,-1.260023,2.388280,12.221534,0.199559,6.356572,0.153735
0.137550,44.207167,-1.282730,2.401958,12.184869,0.198960,6.337502,0.153274
0.137700,44.229890,-1.305485,2.415921,12.148315,0.198363,6.318490,0.152814
0.137850,44.252605,-1.328289,2.430171,12.111870,0.197768,6.299534,0.152355
0.138000,44.275315,-1.351144,2.444708,12.075534,0.197175,6.280635,0.151898
0.138150,44.298020,-1.374052,2.459530,12.039307,0.196583,6.261794,0.151443
0.138300,44.320723,-1.397012,2.474640,12.003190,0.195993,6.243008,0.150988
0.138450,44.343423,-1.420028,2.490036,11.967180,0.195405,6.224279,0.150535
0.138600,44.366121,-1.443100,2.505719,11.931278,0.194819,6.205606,0.150084
0.138750,44.388818,-1.466231,2.521689,11.895485,0.194235,6.186990,0.149634
0.138900,44.411511,-1.489420,2.537946,11.859798,0.193652,6.168429,0.149185
0.139050,44.434201,-1.512670,2.554490,11.824219,0.193071,6.149923,0.148737
0.139200,44.456886,-1.535982,2.571321,11.788746,0.192492,6.131473,0.148291
0.139350,44.479565,-1.559357,2.588440,11.753380,0.191914,6.113079,0.147846
0.139500,44.502234,-1.582797,2.605845,11.718120,0.191339,6.094740,0.147402
0.139650,44.524892,-1.606302,2.623539,11.682965,0.190765,6.076456,0.146960
0.139800,44.547536,-1.629875,2.641519,11.647916,0.190192,6.058226,0.146519
0.139950,44.570164,-1.653515,2.659788,11.612973,0.189622,6.040052,0.146080
0.140100,44.592771,-1.677225,2.678343,11.578134,0.189053,6.021931,0.145642
0.140250,44.615356,-1.701006,2.697186,11.543399,0.188486,6.003866,0.145205
0.140400,44.637915,-1.724858,2.716317,11.508769,0.187920,5.985854,0.144769
0.140550,44.660444,-1.748784,2.735735,11.474243,0.187356,5.967896,0.144335
0.140700,44.682942,-1.772783,2.755440,11.439820,0.186794,5.949993,0.143902
0.140850,44.705404,-1.796857,2.775433,11.405501,0.186234,5.932143,0.143470
0.141000,44.727829,-1.821007,2.795713,11.371284,0.185675,5.914346,0.143040
0.141150,44.750213,-1.845234,2.816280,11.337170,0.185118,5.896603,0.142610
0.141300,44.772553,-1.869539,2.837134,11.303159,0.184563,5.878914,0.142183
0.141450,44.794849,-1.893923,2.858275,11.269249,0.184009,5.861277,0.141756
0.141600,44.817098,-1.918386,2.879703,11.235442,0.183457,5.843693,0.141331
0.141750,44.839298,-1.942931,2.901417,11.201735,0.182907,5.826162,0.140907
0.141900,44.861448,-1.967556,2.923418,11.168130,0.182358,5.808683,0.140484
0.142050,44.883546,-1.992265,2.945705,11.134626,0.181811,5.791257,0.140063
0.142200,44.905591,-2.017056,2.968279,11.101222,0.181266,5.773884,0.139642
0.142350,44.927583,-2.041931,2.991138,11.067918,0.180722,5.756562,0.139224
0.142500,44.949521,-2.066891,3.014282,11.034714,0.180180,5.739292,0.138806
0.142650,44.971405,-2.091936,3.037712,11.001610,0.179639,5.722074,0.138389
0.142800,44.993234,-2.117067,3.061428,10.968605,0.179100,5.704908,0.137974
0.142950,45.015007,-2.142285,3.085427,10.935700,0.178563,5.687793,0.137560
0.143100,45.036726,-2.167590,3.109712,10.902893,0.178027,5.670730,0.137148
0.143250,45.058388,-2.192983,3.134280,10.870184,0.177493,5.653718,0.136736
0.143400,45.079996,-2.218463,3.159132,10.837573,0.176961,5.636757,0.136326
0.143550,45.101548,-2.244033,3.184267,10.805061,0.176430,5.619846,0.135917
0.143700,45.123044,-2.269692,3.209685,10.772645,0.175900,5.602987,0.135509
0.143850,45.144485,-2.295440,3.235385,10.740327,0.175373,5.586178,0.135103
0.144000,45.165869,-2.321279,3.261367,10.708106,0.174847,5.569419,0.134697
0.144150,45.187197,-2.347207,3.287631,10.675982,0.174322,5.552711,0.134293
0.144300,45.208469,-2.373227,3.314175,10.643954,0.173799,5.536053,0.133891
0.144450,45.229684,-2.399337,3.341000,10.612022,0.173278,5.519445,0.133489
0.144600,45.250842,-2.425538,3.368105,10.580186,0.172758,5.502886,0.133088
0.144750,45.271942,-2.451831,3.395488,10.548446,0.172240,5.486378,0.132689
0.144900,45.292984,-2.478216,3.423151,10.516800,0.171723,5.469919,0.132291
0.145050,45.313966,-2.504692,3.451091,10.485250,0.171208,5.453509,0.131894
0.145200,45.334889,-2.531260,3.479308,10.453794,0.170694,5.437148,0.131498
0.145350,45.355752,-2.557919,3.507802,10.422433,0.170182,5.420837,0.131104
0.145500,45.376554,-2.584671,3.536571,10.391166,0.169672,5.404574,0.130711
0.145650,45.397294,-2.611514,3.565616,10.359992,0.169162,5.388361,0.130319
0.145800,45.417972,-2.638449,3.594935,10.328912,0.168655,5.372196,0.129928
0.145950,45.438587,-2.665476,3.624527,10.297925,0.168149,5.356079,0.129538
0.146100,45.459138,-2.692595,3.654391,10.267032,0.167645,5.340011,0.129149
0.146250,45.479626,-2.719804,3.684528,10.236230,0.167142,5.323991,0.128762
0.146400,45.500048,-2.747105,3.714310,10.205522,0.166640,5.308019,0.128375
0.146550,45.520406,-2.774492,3.743303,10.174905,0.166140,5.292095,0.127990
0.146700,45.540699,-2.801963,3.772609,10.144381,0.165642,5.276218,0.127606
0.146850,45.560926,-2.829521,3.803775,10.113947,0.165145,5.260390,0.127224
0.147000,45.581087,-2.857169,3.835246,10.083606,0.164650,5.244609,0.126842
0.147150,45.601183,-2.884907,3.866982,10.053355,0.164156,5.228875,0.126461
0.147300,45.621212,-2.912734,3.898983,10.023195,0.163663,5.213188,0.126082
0.147450,45.641176,-2.940651,3.931248,9.993125,0.163172,5.197549,0.125704
0.147600,45.661075,-2.968656,3.963775,9.963146,0.162683,5.181956,0.125327
0.147750,45.680908,-2.996749,3.996564,9.933256,0.162195,5.166410,0.124951
0.147900,45.700676,-3.024930,4.029613,9.903456,0.161708,5.150911,0.124576
0.148050,45.720379,-3.053198,4.062920,9.873746,0.161223,5.135458,0.124202
0.148200,45.740017,-3.081552,4.096485,9.844125,0.160739,5.120052,0.123829
0.148350,45.759592,-3.109993,4.130307,9.814592,0.160257,5.104692,0.123458
0.148500,45.779102,-3.138518,4.164383,9.785149,0.159776,5.089378,0.123088
0.148650,45.798550,-3.167128,4.198713,9.755793,0.159297,5.074109,0.122718
0.148800,45.817934,-3.195823,4.233296,9.726526,0.158819,5.058887,0.122350
0.148950,45.837256,-3.224600,4.268129,9.697346,0.158343,5.043710,0.121983
0.149100,45.856515,-3.253459,4.303212,9.668254,0.157867,5.028579,0.121617
0.149250,45.875712,-3.282400,4.338543,9.639250,0.157394,5.013494,0.121252
0.149400,45.894848,-3.311422,4.374120,9.610332,0.156922,4.998453,0.120889
0.149550,45.913922,-3.340524,4.409942,9.581501,0.156451,4.983458,0.120526
0.149700,45.932935,-3.369705,4.446008,9.552756,0.155982,4.968507,0.120164
0.149850,45.951887,-3.398964,4.482316,9.524098,0.155514,4.953602,0.119804
0.150000,45.970777,-3.428300,4.518864,9.495526,0.155047,4.938741,0.119444
0.150150,45.989606,-3.457713,4.555650,9.467039,0.154582,4.923925,0.119086
0.150300,46.008366,-3.487201,4.592674,9.438638,0.154118,4.909153,0.118729
0.150450,46.027050,-3.516764,4.629932,9.410322,0.153656,4.894426,0.118373
0.150600,46.045643,-3.546399,4.667425,9.382091,0.153195,4.879742,0.118018
0.150750,46.064134,-3.576107,4.705149,9.353945,0.152735,4.865103,0.117663
0.150900,46.082510,-3.605887,4.743103,9.325883,0.152277,4.850508,0.117310
0.151050,46.100758,-3.635737,4.781285,9.297905,0.151820,4.835956,0.116959
0.151200,46.118869,-3.665656,4.819694,9.270012,0.151365,4.821448,0.116608
0.151350,46.136833,-3.695643,4.858328,9.242202,0.150911,4.806984,0.116258
0.151500,46.154646,-3.725696,4.897184,9.214475,0.150458,4.792563,0.115909
0.151650,46.172302,-3.755816,4.936261,9.186832,0.150007,4.778185,0.115561
0.151800,46.189802,-3.786001,4.975556,9.159271,0.149557,4.763851,0.115215
0.151950,46.207146,-3.816248,5.015069,9.131793,0.149108,4.749559,0.114869
0.152100,46.224339,-3.846559,5.054797,9.104398,0.148661,4.735311,0.114524
0.152250,46.241386,-3.876930,5.094738,9.077085,0.148215,4.721105,0.114181
0.152400,46.258296,-3.907361,5.134889,9.049853,0.147770,4.706941,0.113838
0.152550,46.275078,-3.937851,5.175250,9.022704,0.147327,4.692821,0.113497
0.152700,46.291745,-3.968399,5.215817,8.995636,0.146885,4.678742,0.113156
0.152850,46.308307,-3.999002,5.256589,8.968649,0.146444,4.664706,0.112817
0.153000,46.324777,-4.029661,5.297564,8.941743,0.146005,4.650712,0.112478
0.153150,46.341168,-4.060373,5.338739,8.914918,0.145567,4.636760,0.112141
0.153300,46.357493,-4.091138,5.380113,8.888173,0.145130,4.622849,0.111805
0.153450,46.373764,-4.121954,5.421683,8.861508,0.144695,4.608981,0.111469
0.153600,46.389991,-4.152820,5.463447,8.834924,0.144261,4.595154,0.111135
0.153750,46.406184,-4.183735,5.505402,8.808419,0.143828,4.581368,0.110801
0.153900,46.422352,-4.214697,5.547548,8.781994,0.143396,4.567624,0.110469
0.154050,46.438502,-4.245705,5.589880,8.755648,0.142966,4.553921,0.110137
0.154200,46.454637,-4.276757,5.632398,8.729381,0.142537,4.540260,0.109807
0.154350,46.470762,-4.307853,5.675098,8.703193,0.142110,4.526639,0.109478
0.154500,46.486878,-4.338991,5.717979,8.677083,0.141683,4.513059,0.109149
0.154650,46.502983,-4.370170,5.761038,8.651052,0.141258,4.499520,0.108822
0.154800,46.519077,-4.401389,5.804273,8.625099,0.140834,4.486021,0.108495
0.154950,46.535155,-4.432645,5.847681,8.599224,0.140412,4.472563,0.108170
0.155100,46.551213,-4.463939,5.891260,8.573426,0.139991,4.459145,0.107845
0.155250,46.567244,-4.495268,5.935008,8.547706,0.139571,4.445768,0.107522
0.155400,46.583242,-4.526631,5.978923,8.522062,0.139152,4.432431,0.107199
0.155550,46.599198,-4.558027,6.023001,8.496496,0.138735,4.419133,0.106878
0.155700,46.615106,-4.589454,6.067241,8.471007,0.138318,4.405876,0.106557
0.155850,46.630958,-4.620912,6.111640,8.445594,0.137903,4.392658,0.106237
0.156000,46.646745,-4.652398,6.156195,8.420257,0.137490,4.379480,0.105919
0.156150,46.662461,-4.683913,6.200905,8.394996,0.137077,4.366342,0.105601
0.156300,46.678100,-4.715453,6.245766,8.369811,0.136666,4.353243,0.105284
0.156450,46.693655,-4.747019,6.290776,8.344702,0.136256,4.340183,0.104968
0.156600,46.709123,-4.778608,6.335933,8.319668,0.135847,4.327163,0.104653
0.156750,46.724499,-4.810220,6.381234,8.294709,0.135440,4.314181,0.104339
0.156900,46.739781,-4.841852,6.426677,8.269825,0.135033,4.301239,0.104026
0.157050,46.754968,-4.873505,6.472259,8.245015,0.134628,4.288335,0.103714
0.157200,46.770061,-4.905176,6.517978,8.220280,0.134224,4.275470,0.103403
0.157350,46.785059,-4.936864,6.563831,8.195619,0.133822,4.262643,0.103093
0.157500,46.799966,-4.968569,6.609815,8.171032,0.133420,4.249856,0.102784
0.157650,46.814784,-5.000288,6.655928,8.146519,0.133020,4.237106,0.102475
0.157800,46.829517,-5.032020,6.702168,8.122080,0.132621,4.224395,0.102168
0.157950,46.844171,-5.063765,6.748531,8.097713,0.132223,4.211721,0.101861
0.158100,46.858750,-5.095521,6.795016,8.073420,0.131826,4.199086,0.101556
0.158250,46.873258,-5.127286,6.841619,8.049200,0.131431,4.186489,0.101251
0.158400,46.887703,-5.159060,6.888339,8.025052,0.131037,4.173930,0.100947
0.158550,46.902089,-5.190841,6.935172,8.000977,0.130643,4.161408,0.100644
0.158700,46.916422,-5.222628,6.982116,7.976974,0.130252,4.148924,0.100343
0.158850,46.930706,-5.254420,7.029168,7.953043,0.129861,4.136477,0.100041
0.159000,46.944946,-5.286216,7.076325,7.929184,0.129471,4.124067,0.099741
0.159150,46.959145,-5.318014,7.123586,7.905397,0.129083,4.111695,0.099442
0.159300,46.973307,-5.349814,7.170948,7.881681,0.128696,4.099360,0.099144
0.159450,46.987434,-5.381613,7.218407,7.858036,0.128309,4.087062,0.098846
0.159600,47.001527,-5.413412,7.265961,7.834461,0.127925,4.074801,0.098550
0.159750,47.015587,-5.445208,7.313608,7.810958,0.127541,4.062576,0.098254
0.159900,47.029614,-5.477001,7.361345,7.787525,0.127158,4.050389,0.097959
0.160050,47.043608,-5.508790,7.409170,7.764163,0.126777,4.038238,0.097666
0.160200,47.057566,-5.540573,7.457079,7.740870,0.126396,4.026123,0.097373
0.160350,47.071486,-5.572349,7.505070,7.717647,0.126017,4.014044,0.097080
0.160500,47.085367,-5.604117,7.553141,7.694495,0.125639,4.002002,0.096789
0.160650,47.099206,-5.635877,7.601288,7.671411,0.125262,3.989996,0.096499
0.160800,47.112998,-5.667626,7.649510,7.648397,0.124886,3.978026,0.096209
0.160950,47.126742,-5.699365,7.697804,7.625452,0.124512,3.966092,0.095921
0.161100,47.140433,-5.731091,7.746167,7.602575,0.124138,3.954194,0.095633
0.161250,47.154069,-5.762804,7.794596,7.579768,0.123766,3.942331,0.095346
0.161400,47.167647,-5.794503,7.843089,7.557028,0.123394,3.930504,0.095060
0.161550,47.181163,-5.826187,7.891643,7.534357,0.123024,3.918713,0.094775
0.161700,47.194616,-5.857854,7.940256,7.511754,0.122655,3.906957,0.094491
0.161850,47.208004,-5.889504,7.988925,7.489219,0.122287,3.895236,0.094207
0.162000,47.221326,-5.921136,8.037647,7.466751,0.121920,3.883550,0.093924
0.162150,47.234580,-5.952748,8.086420,7.444351,0.121555,3.871900,0.093643
0.162300,47.247767,-5.984340,8.135241,7.422018,0.121190,3.860284,0.093362
0.162450,47.260886,-6.015911,8.184108,7.399752,0.120826,3.848703,0.093082
0.162600,47.273938,-6.047459,8.233018,7.377553,0.120464,3.837157,0.092802
0.162750,47.286925,-6.078985,8.281969,7.355420,0.120103,3.825645,0.092524
0.162900,47.299848,-6.110486,8.330958,7.333354,0.119742,3.814168,0.092246
0.163050,47.312709,-6.141962,8.379982,7.311354,0.119383,3.802726,0.091970
0.163200,47.325510,-6.173412,8.429039,7.289420,0.119025,3.791318,0.091694
0.163350,47.338253,-6.204835,8.478126,7.267551,0.118668,3.779944,0.091419
0.163500,47.350941,-6.236230,8.527241,7.245749,0.118312,3.768604,0.091144
0.163650,47.363576,-6.267597,8.576381,7.224011,0.117957,3.757298,0.090871
0.163800,47.376161,-6.298934,8.625544,7.202339,0.117603,3.746026,0.090598
0.163950,47.388697,-6.330240,8.674727,7.180732,0.117250,3.734788,0.090327
0.164100,47.401188,-6.361515,8.723928,7.159190,0.116898,3.723584,0.090056
0.164250,47.413634,-6.392758,8.773144,7.137713,0.116548,3.712413,0.089785
0.164400,47.426038,-6.423967,8.822373,7.116299,0.116198,3.701276,0.089516
0.164550,47.438399,-6.455143,8.871612,7.094950,0.115849,3.690172,0.089248
0.164700,47.450720,-6.486284,8.920859,7.073666,0.115502,3.679101,0.088980
0.164850,47.463001,-6.517389,8.970111,7.052445,0.115155,3.668064,0.088713
0.165000,47.475241,-6.548458,9.019366,7.031287,0.114810,3.657060,0.088447
0.165150,47.487440,-6.579490,9.068621,7.010193,0.114466,3.646089,0.088181
0.165300,47.499597,-6.610484,9.117875,6.989163,0.114122,3.635151,0.087917
0.165450,47.511712,-6.641438,9.167124,6.968195,0.113780,3.624245,0.087653
0.165600,47.523784,-6.672354,9.216366,6.947291,0.113438,3.613372,0.087390
0.165750,47.535811,-6.703228,9.265599,6.926449,0.113098,3.602532,0.087128
0.165900,47.547791,-6.734062,9.314820,6.905670,0.112759,3.591725,0.086867
0.166050,47.559724,-6.764854,9.364028,6.884953,0.112421,3.580949,0.086606
0.166200,47.571607,-6.795603,9.413219,6.864298,0.112083,3.570207,0.086346
0.166350,47.583440,-6.826309,9.462391,6.843705,0.111747,3.559496,0.086087
0.166500,47.595221,-6.856971,9.511543,6.823174,0.111412,3.548818,0.085829
0.166650,47.606949,-6.887587,9.560671,6.802704,0.111078,3.538171,0.085571
0.166800,47.618623,-6.918159,9.609774,6.782296,0.110744,3.527557,0.085315
0.166950,47.630243,-6.948683,9.658848,6.761949,0.110412,3.516974,0.085059
0.167100,47.641807,-6.979161,9.707893,6.741663,0.110081,3.506423,0.084804
0.167250,47.653317,-7.009592,9.756905,6.721438,0.109751,3.495904,0.084549
0.167400,47.664771,-7.039974,9.805882,6.701274,0.109421,3.485416,0.084295
0.167550,47.676171,-7.070306,9.854822,6.681170,0.109093,3.474960,0.084043
0.167700,47.687516,-7.100589,9.903723,6.661127,0.108766,3.464535,0.083790
0.167850,47.698807,-7.130822,9.952583,6.641143,0.108440,3.454141,0.083539
0.168000,47.710046,-7.161004,10.001399,6.621220,0.108114,3.443779,0.083288
0.168150,47.721234,-7.191134,10.050169,6.601356,0.107790,3.433447,0.083039
0.168300,47.732371,-7.221211,10.098891,6.581552,0.107466,3.423147,0.082789
0.168450,47.743458,-7.251236,10.147564,6.561808,0.107144,3.412878,0.082541
0.168600,47.754499,-7.281207,10.196184,6.542122,0.106823,3.402639,0.082293
0.168750,47.765492,-7.311124,10.244749,6.522496,0.106502,3.392431,0.082047
0.168900,47.776440,-7.340986,10.293258,6.502928,0.106183,3.382254,0.081800
0.169050,47.787344,-7.370792,10.341709,6.483419,0.105864,3.372107,0.081555
0.169200,47.798206,-7.400542,10.390099,6.463969,0.105547,3.361991,0.081310
0.169350,47.809024,-7.430236,10.438426,6.444577,0.105230,3.351905,0.081066
0.169500,47.819802,-7.459872,10.486689,6.425244,0.104914,3.341849,0.080823
0.169650,47.830538,-7.489451,10.534885,6.405968,0.104599,3.331824,0.080581
0.169800,47.841235,-7.518971,10.583012,6.386750,0.104286,3.321828,0.080339
0.169950,47.851891,-7.548431,10.631068,6.367590,0.103973,3.311863,0.080098
0.170100,47.862507,-7.577833,10.679051,6.348487,0.103661,3.301927,0.079858
0.170250,47.873083,-7.607174,10.726960,6.329441,0.103350,3.292021,0.079618
0.170400,47.883619,-7.636454,10.774792,6.310453,0.103040,3.282145,0.079379
0.170550,47.894114,-7.665673,10.822546,6.291522,0.102731,3.272299,0.079141
0.170700,47.904569,-7.694830,10.870219,6.272647,0.102423,3.262482,0.078904
0.170850,47.914981,-7.723925,10.917810,6.253829,0.102115,3.252694,0.078667
0.171000,47.925352,-7.752957,10.965316,6.235068,0.101809,3.242936,0.078431
0.171150,47.935680,-7.781926,11.012736,6.216363,0.101503,3.233207,0.078196
0.171300,47.945965,-7.810830,11.060069,6.197713,0.101199,3.223508,0.077961
0.171450,47.956207,-7.839670,11.107311,6.179120,0.100895,3.213837,0.077727
0.171600,47.966404,-7.868445,11.154462,6.160583,0.100593,3.204196,0.077494
0.171750,47.976557,-7.897154,11.201520,6.142101,0.100291,3.194583,0.077262
0.171900,47.986666,-7.925798,11.248482,6.123675,0.099990,3.184999,0.077030
0.172050,47.996729,-7.954374,11.295348,6.105304,0.099690,3.175444,0.076799
0.172200,48.006748,-7.982884,11.342115,6.086988,0.099391,3.165918,0.076568
0.172350,48.016722,-8.011326,11.388781,6.068727,0.099093,3.156420,0.076339
0.172500,48.026651,-8.039700,11.435346,6.050521,0.098796,3.146951,0.076110
0.172650,48.036536,-8.068006,11.481807,6.032369,0.098499,3.137510,0.075881
0.172800,48.046377,-8.096243,11.528162,6.014272,0.098204,3.128098,0.075654
0.172950,48.056175,-8.124410,11.574411,5.996229,0.097909,3.118713,0.075427
0.173100,48.065930,-8.152507,11.620550,5.978241,0.097615,3.109357,0.075200
0.173250,48.075643,-8.180534,11.666576,5.960306,0.097322,3.100029,0.074975
0.173400,48.085315,-8.208490,11.707281,5.942425,0.097031,3.090729,0.074750
0.173550,48.094946,-8.236374,11.747814,5.924598,0.096739,3.081457,0.074526
0.173700,48.104537,-8.264186,11.791313,5.906824,0.096449,3.072213,0.074302
0.173850,48.114088,-8.291925,11.836898,5.889103,0.096160,3.062996,0.074079
0.174000,48.123601,-8.319592,11.882366,5.871436,0.095871,3.053807,0.073857
0.174150,48.133076,-8.347186,11.927714,5.853822,0.095584,3.044646,0.073635
0.174300,48.142514,-8.374706,11.972942,5.836260,0.095297,3.035512,0.073414
0.174450,48.151915,-8.402153,12.018048,5.818752,0.095011,3.026405,0.073194
0.174600,48.161279,-8.429525,12.063030,5.801295,0.094726,3.017326,0.072975
0.174750,48.170608,-8.456822,12.107887,5.783891,0.094442,3.008274,0.072756
0.174900,48.179900,-8.484044,12.152618,5.766540,0.094159,2.999249,0.072537
0.175050,48.189157,-8.511190,12.197222,5.749240,0.093876,2.990251,0.072320
0.175200,48.198379,-8.538261,12.241696,5.731992,0.093594,2.981281,0.072103
0.175350,48.207565,-8.565255,12.286039,5.714796,0.093314,2.972337,0.071887
0.175500,48.216716,-8.592172,12.330251,5.697652,0.093034,2.963420,0.071671
0.175650,48.225831,-8.619012,12.374330,5.680559,0.092755,2.954529,0.071456
0.175800,48.234911,-8.645774,12.418274,5.663517,0.092476,2.945666,0.071242
0.175950,48.243955,-8.672458,12.462083,5.646527,0.092199,2.936829,0.071028
0.176100,48.252963,-8.699064,12.505754,5.629587,0.091922,2.928018,0.070815
0.176250,48.261936,-8.725591,12.549288,5.612699,0.091647,2.919234,0.070602
0.176400,48.270872,-8.752038,12.592682,5.595860,0.091372,2.910477,0.070390
0.176550,48.279772,-8.778407,12.635935,5.579073,0.091098,2.901745,0.070179
0.176700,48.288636,-8.804695,12.679047,5.562336,0.090824,2.893040,0.069969
0.176850,48.297463,-8.830903,12.722015,5.545649,0.090552,2.884361,0.069759
0.177000,48.306255,-8.857030,12.764840,5.529012,0.090280,2.875708,0.069550
0.177150,48.315010,-8.883076,12.807519,5.512425,0.090009,2.867081,0.069341
0.177300,48.323729,-8.909041,12.850051,5.495887,0.089739,2.858479,0.069133
0.177450,48.332413,-8.934924,12.892437,5.479400,0.089470,2.849904,0.068925
0.177600,48.341061,-8.960725,12.934673,5.462962,0.089202,2.841354,0.068719
0.177750,48.349674,-8.986444,12.976760,5.446573,0.088934,2.832830,0.068513
0.177900,48.358252,-9.012080,13.018696,5.430233,0.088667,2.824332,0.068307
0.178050,48.366796,-9.037632,13.060481,5.413942,0.088401,2.815859,0.068102
0.178200,48.375306,-9.063102,13.102113,5.397700,0.088136,2.807411,0.067898
0.178350,48.383782,-9.088487,13.143591,5.381507,0.087872,2.798989,0.067694
0.178500,48.392226,-9.113788,13.184914,5.365363,0.087608,2.790592,0.067491
0.178650,48.400637,-9.139005,13.226082,5.349267,0.087345,2.782220,0.067289
0.178800,48.409016,-9.164137,13.267093,5.333219,0.087083,2.773873,0.067087
0.178950,48.417364,-9.189184,13.307947,5.317219,0.086822,2.765552,0.066885
0.179100,48.425680,-9.214145,13.348642,5.301268,0.086561,2.757255,0.066685
0.179250,48.433966,-9.239021,13.389178,5.285364,0.086302,2.748983,0.066485
0.179400,48.442221,-9.263811,13.429554,5.269508,0.086043,2.740736,0.066285
0.179550,48.450447,-9.288514,13.469769,5.253699,0.085785,2.732514,0.066086
0.179700,48.458643,-9.313131,13.509822,5.237938,0.085527,2.724317,0.065888
0.179850,48.466809,-9.337661,13.549712,5.222224,0.085271,2.716144,0.065690
0.180000,48.474947,-9.362103,13.589438,5.206558,0.085015,2.707995,0.065493
0.180150,48.483055,-9.386458,13.629001,5.190938,0.084760,2.699871,0.065297
0.180300,48.491135,-9.410725,13.668398,5.175365,0.084506,2.691772,0.065101
0.180450,48.499186,-9.434904,13.707630,5.159839,0.084252,2.683696,0.064906
0.180600,48.507208,-9.458994,13.746695,5.144359,0.083999,2.675645,0.064711
0.180750,48.515202,-9.482996,13.785593,5.128926,0.083747,2.667618,0.064517
0.180900,48.523167,-9.506909,13.824323,5.113540,0.083496,2.659616,0.064323
0.181050,48.531104,-9.530732,13.862884,5.098199,0.083246,2.651637,0.064130
0.181200,48.539012,-9.554466,13.901276,5.082904,0.082996,2.643682,0.063938
0.181350,48.546892,-9.578111,13.939498,5.067656,0.082747,2.635751,0.063746
0.181500,48.554744,-9.601665,13.977549,5.052453,0.082499,2.627844,0.063555
0.181650,48.562568,-9.625128,14.015429,5.037295,0.082251,2.619960,0.063364
0.181800,48.570363,-9.648502,14.053138,5.022183,0.082004,2.612100,0.063174
0.181950,48.578130,-9.671784,14.090673,5.007117,0.081758,2.604264,0.062985
0.182100,48.585870,-9.694975,14.128036,4.992096,0.081513,2.596451,0.062796
0.182250,48.593582,-9.718075,14.165226,4.977119,0.081269,2.588662,0.062607
0.182400,48.601266,-9.741083,14.202241,4.962188,0.081025,2.580896,0.062419
0.182550,48.608923,-9.763999,14.239081,4.947301,0.080782,2.573153,0.062232
0.182700,48.616553,-9.786824,14.275747,4.932459,0.080539,2.565434,0.062046
0.182850,48.624157,-9.809556,14.312236,4.917662,0.080298,2.557737,0.061859
0.183000,48.631734,-9.832195,14.348550,4.902909,0.080057,2.550064,0.061674
0.183150,48.639285,-9.854741,14.384687,4.888200,0.079817,2.542414,0.061489
0.183300,48.646811,-9.877195,14.420647,4.873536,0.079577,2.534787,0.061304
0.183450,48.654311,-9.899555,14.456430,4.858915,0.079338,2.527182,0.061120
0.183600,48.661786,-9.921822,14.492034,4.844338,0.079100,2.519601,0.060937
0.183750,48.669236,-9.943994,14.527460,4.829805,0.078863,2.512042,0.060754
0.183900,48.676662,-9.966073,14.562708,4.815316,0.078627,2.504506,0.060572
0.184050,48.684064,-9.988058,14.597776,4.800870,0.078391,2.496992,0.060390
0.184200,48.691441,-10.009949,14.632665,4.786467,0.078156,2.489501,0.060209
0.184350,48.698796,-10.031744,14.667374,4.772108,0.077921,2.482033,0.060028
0.184500,48.706127,-10.053445,14.701902,4.757792,0.077687,2.474587,0.059848
0.184650,48.713434,-10.075051,14.736251,4.743518,0.077454,2.467163,0.059669
0.184800,48.720719,-10.096562,14.770418,4.729288,0.077222,2.459761,0.059490
0.184950,48.727981,-10.117977,14.804404,4.715100,0.076990,2.452382,0.059311
0.185100,48.735220,-10.139297,14.838209,4.700955,0.076759,2.445025,0.059133
0.185250,48.742436,-10.160521,14.871832,4.686852,0.076529,2.437690,0.058956
0.185400,48.749630,-10.181649,14.905273,4.672791,0.076299,2.430377,0.058779
0.185550,48.756802,-10.202681,14.938532,4.658773,0.076070,2.423086,0.058603
0.185700,48.763951,-10.223616,14.971609,4.644797,0.075842,2.415816,0.058427
0.185850,48.771078,-10.244455,15.004503,4.630862,0.075615,2.408569,0.058252
0.186000,48.778182,-10.265197,15.037214,4.616970,0.075388,2.401343,0.058077
0.186150,48.785264,-10.285842,15.069742,4.603119,0.075162,2.394139,0.057903
0.186300,48.792324,-10.306390,15.102086,4.589309,0.074936,2.386957,0.057729
0.186450,48.799362,-10.326840,15.134247,4.575541,0.074711,2.379796,0.057556
0.186600,48.806377,-10.347193,15.166225,4.561815,0.074487,2.372657,0.057383
0.186750,48.813370,-10.367449,15.198019,4.548129,0.074264,2.365539,0.057211
0.186900,48.820341,-10.387607,15.229629,4.534485,0.074041,2.358442,0.057039
0.187050,48.827290,-10.407666,15.261055,4.520881,0.073819,2.351367,0.056868
0.187200,48.834217,-10.427628,15.292297,4.507319,0.073597,2.344313,0.056698
0.187350,48.841122,-10.447491,15.323354,4.493797,0.073377,2.337280,0.056528
0.187500,48.848005,-10.467256,15.354227,4.480315,0.073157,2.330268,0.056358
0.187650,48.854867,-10.486923,15.384916,4.466874,0.072937,2.323277,0.056189
0.187800,48.861707,-10.506490,15.415421,4.453474,0.072718,2.316307,0.056020
0.187950,48.868525,-10.525959,15.445741,4.440113,0.072500,2.309358,0.055852
