# kaynak veri/kopru/capraz_kontrol.npz; CSV 1/10 seyreltildi, PNG tam cozunurlukten cizildi; voltaj maks fark 0 mV
# dogrulama_capraz.png kaynak verisi
t_ms,v_hoc,v_py,fark_mV
189.25,-64.8402,-64.8402,0
189.5,-64.8381,-64.8381,0
189.75,-64.8361,-64.8361,0
190,-64.834,-64.834,0
190.25,-64.8319,-64.8319,0
190.5,-64.8299,-64.8299,0
190.75,-64.8278,-64.8278,0
191,-64.8258,-64.8258,0
191.25,-64.8237,-64.8237,0
191.5,-64.8216,-64.8216,0
191.75,-64.8196,-64.8196,0
192,-64.8175,-64.8175,0
192.25,-64.8155,-64.8155,0
192.5,-64.8134,-64.8134,0
192.75,-64.8114,-64.8114,0
193,-64.8093,-64.8093,0
193.25,-64.8073,-64.8073,0
193.5,-64.8053,-64.8053,0
193.75,-64.8032,-64.8032,0
194,-64.8012,-64.8012,0
194.25,-64.7992,-64.7992,0
194.5,-64.7971,-64.7971,0
194.75,-64.7951,-64.7951,0
195,-64.7931,-64.7931,0
195.25,-64.791,-64.791,0
195.5,-64.789,-64.789,0
195.75,-64.787,-64.787,0
196,-64.785,-64.785,0
196.25,-64.783,-64.783,0
196.5,-64.7809,-64.7809,0
196.75,-64.7789,-64.7789,0
197,-64.7769,-64.7769,0
197.25,-64.7749,-64.7749,0
197.5,-64.7729,-64.7729,0
197.75,-64.7709,-64.7709,0
198,-64.7689,-64.7689,0
198.25,-64.7669,-64.7669,0
198.5,-64.7649,-64.7649,0
198.75,-64.7629,-64.7629,0
199,-64.7609,-64.7609,0
199.25,-64.7589,-64.7589,0
199.5,-64.7569,-64.7569,0
199.75,-64.7549,-64.7549,0
200,-64.7529,-64.7529,0
200.25,-64.7509,-64.7509,0
200.5,-64.7489,-64.7489,0
200.75,-64.7469,-64.7469,0
201,-64.745,-64.745,0
201.25,-64.743,-64.743,0
201.5,-64.741,-64.741,0
201.75,-64.739,-64.739,0
202,-64.737,-64.737,0
202.25,-64.7351,-64.7351,0
202.5,-64.7331,-64.7331,0
202.75,-64.7311,-64.7311,0
203,-64.7292,-64.7292,0
203.25,-64.7272,-64.7272,0
203.5,-64.7252,-64.7252,0
203.75,-64.7233,-64.7233,0
204,-64.7213,-64.7213,0
204.25,-64.7193,-64.7193,0
204.5,-64.7174,-64.7174,0
204.75,-64.7154,-64.7154,0
205,-64.7134,-64.7134,0
205.25,-64.7115,-64.7115,0
205.5,-64.7095,-64.7095,0
205.75,-64.7076,-64.7076,0
206,-64.7056,-64.7056,0
206.25,-64.7037,-64.7037,0
206.5,-64.7017,-64.7017,0
206.75,-64.6998,-64.6998,0
207,-64.6978,-64.6978,0
207.25,-64.6959,-64.6959,0
207.5,-64.694,-64.694,0
207.75,-64.692,-64.692,0
208,-64.6901,-64.6901,0
208.25,-64.6881,-64.6881,0
208.5,-64.6862,-64.6862,0
208.75,-64.6843,-64.6843,0
209,-64.6823,-64.6823,0
209.25,-64.6804,-64.6804,0
209.5,-64.6785,-64.6785,0
209.75,-64.6766,-64.6766,0
210,-64.6746,-64.6746,0
210.25,-64.6727,-64.6727,0
210.5,-64.6708,-64.6708,0
210.75,-64.6689,-64.6689,0
211,-64.6669,-64.6669,0
211.25,-64.665,-64.665,0
211.5,-64.6631,-64.6631,0
211.75,-64.6612,-64.6612,0
212,-64.6593,-64.6593,0
212.25,-64.6574,-64.6574,0
212.5,-64.6554,-64.6554,0
212.75,-64.6535,-64.6535,0
213,-64.6516,-64.6516,0
213.25,-64.6497,-64.6497,0
213.5,-64.6478,-64.6478,0
213.75,-64.6459,-64.6459,0
214,-64.644,-64.644,0
214.25,-64.6421,-64.6421,0
214.5,-64.6402,-64.6402,0
214.75,-64.6383,-64.6383,0
215,-64.6364,-64.6364,0
215.25,-64.6345,-64.6345,0
215.5,-64.6326,-64.6326,0
215.75,-64.6307,-64.6307,0
216,-64.6288,-64.6288,0
216.25,-64.6269,-64.6269,0
216.5,-64.625,-64.625,0
216.75,-64.6231,-64.6231,0
217,-64.6212,-64.6212,0
217.25,-64.6193,-64.6193,0
217.5,-64.6175,-64.6175,0
217.75,-64.6156,-64.6156,0
218,-64.6137,-64.6137,0
218.25,-64.6118,-64.6118,0
218.5,-64.6099,-64.6099,0
218.75,-64.608,-64.608,0
219,-64.6062,-64.6062,0
219.25,-64.6043,-64.6043,0
219.5,-64.6024,-64.6024,0
219.75,-64.6005,-64.6005,0
220,-64.5987,-64.5987,0
220.25,-64.5968,-64.5968,0
220.5,-64.5949,-64.5949,0
220.75,-64.593,-64.593,0
221,-64.5912,-64.5912,0
221.25,-64.5893,-64.5893,0
221.5,-64.5874,-64.5874,0
221.75,-64.5856,-64.5856,0
222,-64.5837,-64.5837,0
222.25,-64.5818,-64.5818,0
222.5,-64.58,-64.58,0
222.75,-64.5781,-64.5781,0
223,-64.5762,-64.5762,0
223.25,-64.5744,-64.5744,0
223.5,-64.5725,-64.5725,0
223.75,-64.5707,-64.5707,0
224,-64.5688,-64.5688,0
224.25,-64.567,-64.567,0
224.5,-64.5651,-64.5651,0
224.75,-64.5632,-64.5632,0
225,-64.5614,-64.5614,0
225.25,-64.5595,-64.5595,0
225.5,-64.5577,-64.5577,0
225.75,-64.5558,-64.5558,0
226,-64.554,-64.554,0
226.25,-64.5522,-64.5522,0
226.5,-64.5503,-64.5503,0
226.75,-64.5485,-64.5485,0
227,-64.5466,-64.5466,0
227.25,-64.5448,-64.5448,0
227.5,-64.5429,-64.5429,0
227.75,-64.5411,-64.5411,0
228,-64.5392,-64.5392,0
228.25,-64.5374,-64.5374,0
228.5,-64.5356,-64.5356,0
228.75,-64.5337,-64.5337,0
229,-64.5319,-64.5319,0
229.25,-64.5301,-64.5301,0
229.5,-64.5282,-64.5282,0
229.75,-64.5264,-64.5264,0
230,-64.5246,-64.5246,0
230.25,-64.5227,-64.5227,0
230.5,-64.5209,-64.5209,0
230.75,-64.5191,-64.5191,0
231,-64.5172,-64.5172,0
231.25,-64.5154,-64.5154,0
231.5,-64.5136,-64.5136,0
231.75,-64.5118,-64.5118,0
232,-64.5099,-64.5099,0
232.25,-64.5081,-64.5081,0
232.5,-64.5063,-64.5063,0
232.75,-64.5045,-64.5045,0
233,-64.5027,-64.5027,0
233.25,-64.5008,-64.5008,0
233.5,-64.499,-64.499,0
233.75,-64.4972,-64.4972,0
234,-64.4954,-64.4954,0
234.25,-64.4936,-64.4936,0
234.5,-64.4917,-64.4917,0
234.75,-64.4899,-64.4899,0
235,-64.4881,-64.4881,0
235.25,-64.4863,-64.4863,0
235.5,-64.4845,-64.4845,0
235.75,-64.4827,-64.4827,0
236,-64.4809,-64.4809,0
236.25,-64.4791,-64.4791,0
236.5,-64.4773,-64.4773,0
236.75,-64.4755,-64.4755,0
237,-64.4736,-64.4736,0
237.25,-64.4718,-64.4718,0
237.5,-64.47,-64.47,0
237.75,-64.4682,-64.4682,0
238,-64.4664,-64.4664,0
238.25,-64.4646,-64.4646,0
238.5,-64.4628,-64.4628,0
238.75,-64.461,-64.461,0
239,-64.4592,-64.4592,0
239.25,-64.4574,-64.4574,0
239.5,-64.4556,-64.4556,0
239.75,-64.4538,-64.4538,0
240,-64.452,-64.452,0
240.25,-64.4502,-64.4502,0
240.5,-64.4484,-64.4484,0
240.75,-64.4466,-64.4466,0
241,-64.4448,-64.4448,0
241.25,-64.4431,-64.4431,0
241.5,-64.4413,-64.4413,0
241.75,-64.4395,-64.4395,0
242,-64.4377,-64.4377,0
242.25,-64.4359,-64.4359,0
242.5,-64.4341,-64.4341,0
242.75,-64.4323,-64.4323,0
243,-64.4305,-64.4305,0
243.25,-64.4287,-64.4287,0
243.5,-64.427,-64.427,0
243.75,-64.4252,-64.4252,0
244,-64.4234,-64.4234,0
244.25,-64.4216,-64.4216,0
244.5,-64.4198,-64.4198,0
244.75,-64.418,-64.418,0
245,-64.4163,-64.4163,0
245.25,-64.4145,-64.4145,0
245.5,-64.4127,-64.4127,0
245.75,-64.4109,-64.4109,0
246,-64.4091,-64.4091,0
246.25,-64.4074,-64.4074,0
246.5,-64.4056,-64.4056,0
246.75,-64.4038,-64.4038,0
247,-64.402,-64.402,0
247.25,-64.4003,-64.4003,0
247.5,-64.3985,-64.3985,0
247.75,-64.3967,-64.3967,0
248,-64.3949,-64.3949,0
248.25,-64.3932,-64.3932,0
248.5,-64.3914,-64.3914,0
248.75,-64.3896,-64.3896,0
249,-64.3878,-64.3878,0
249.25,-64.3861,-64.3861,0
249.5,-64.3843,-64.3843,0
249.75,-64.3825,-64.3825,0
250,-64.3808,-64.3808,0
250.25,-64.379,-64.379,0
250.5,-64.3772,-64.3772,0
250.75,-64.3755,-64.3755,0
251,-64.3737,-64.3737,0
251.25,-64.3719,-64.3719,0
251.5,-64.3702,-64.3702,0
251.75,-64.3684,-64.3684,0
252,-64.3667,-64.3667,0
252.25,-64.3649,-64.3649,0
252.5,-64.3631,-64.3631,0
252.75,-64.3614,-64.3614,0
253,-64.3596,-64.3596,0
253.25,-64.3579,-64.3579,0
253.5,-64.3561,-64.3561,0
253.75,-64.3543,-64.3543,0
254,-64.3526,-64.3526,0
254.25,-64.3508,-64.3508,0
254.5,-64.3491,-64.3491,0
254.75,-64.3473,-64.3473,0
255,-64.3456,-64.3456,0
255.25,-64.3438,-64.3438,0
255.5,-64.3421,-64.3421,0
255.75,-64.3403,-64.3403,0
256,-64.3385,-64.3385,0
256.25,-64.3368,-64.3368,0
256.5,-64.335,-64.335,0
256.75,-64.3333,-64.3333,0
257,-64.3315,-64.3315,0
257.25,-64.3298,-64.3298,0
257.5,-64.328,-64.328,0
257.75,-64.3263,-64.3263,0
258,-64.3245,-64.3245,0
258.25,-64.3228,-64.3228,0
258.5,-64.3211,-64.3211,0
258.75,-64.3193,-64.3193,0
259,-64.3176,-64.3176,0
259.25,-64.3158,-64.3158,0
259.5,-64.3141,-64.3141,0
259.75,-64.3123,-64.3123,0
260,-64.3106,-64.3106,0
260.25,-64.3088,-64.3088,0
260.5,-64.3071,-64.3071,0
260.75,-64.3054,-64.3054,0
261,-64.3036,-64.3036,0
261.25,-64.3019,-64.3019,0
261.5,-64.3001,-64.3001,0
261.75,-64.2984,-64.2984,0
262,-64.2967,-64.2967,0
262.25,-64.2949,-64.2949,0
262.5,-64.2932,-64.2932,0
262.75,-64.2914,-64.2914,0
263,-64.2897,-64.2897,0
263.25,-64.288,-64.288,0
263.5,-64.2862,-64.2862,0
263.75,-64.2845,-64.2845,0
264,-64.2828,-64.2828,0
264.25,-64.281,-64.281,0
264.5,-64.2793,-64.2793,0
264.75,-64.2776,-64.2776,0
265,-64.2758,-64.2758,0
265.25,-64.2741,-64.2741,0
265.5,-64.2724,-64.2724,0
265.75,-64.2706,-64.2706,0
266,-64.2689,-64.2689,0
266.25,-64.2672,-64.2672,0
266.5,-64.2655,-64.2655,0
266.75,-64.2637,-64.2637,0
267,-64.262,-64.262,0
267.25,-64.2603,-64.2603,0
267.5,-64.2585,-64.2585,0
267.75,-64.2568,-64.2568,0
268,-64.2551,-64.2551,0
268.25,-64.2534,-64.2534,0
268.5,-64.2516,-64.2516,0
268.75,-64.2499,-64.2499,0
269,-64.2482,-64.2482,0
269.25,-64.2465,-64.2465,0
269.5,-64.2447,-64.2447,0
269.75,-64.243,-64.243,0
270,-64.2413,-64.2413,0
270.25,-64.2396,-64.2396,0
270.5,-64.2378,-64.2378,0
270.75,-64.2361,-64.2361,0
271,-64.2344,-64.2344,0
271.25,-64.2327,-64.2327,0
271.5,-64.231,-64.231,0
271.75,-64.2292,-64.2292,0
272,-64.2275,-64.2275,0
272.25,-64.2258,-64.2258,0
272.5,-64.2241,-64.2241,0
272.75,-64.2224,-64.2224,0
273,-64.2206,-64.2206,0
273.25,-64.2189,-64.2189,0
273.5,-64.2172,-64.2172,0
273.75,-64.2155,-64.2155,0
274,-64.2138,-64.2138,0
274.25,-64.2121,-64.2121,0
274.5,-64.2104,-64.2104,0
274.75,-64.2086,-64.2086,0
275,-64.2069,-64.2069,0
275.25,-64.2052,-64.2052,0
275.5,-64.2035,-64.2035,0
275.75,-64.2018,-64.2018,0
276,-64.2001,-64.2001,0
276.25,-64.1984,-64.1984,0
276.5,-64.1966,-64.1966,0
276.75,-64.1949,-64.1949,0
277,-64.1932,-64.1932,0
277.25,-64.1915,-64.1915,0
277.5,-64.1898,-64.1898,0
277.75,-64.1881,-64.1881,0
278,-64.1864,-64.1864,0
278.25,-64.1847,-64.1847,0
278.5,-64.183,-64.183,0
278.75,-64.1813,-64.1813,0
279,-64.1796,-64.1796,0
279.25,-64.1778,-64.1778,0
279.5,-64.1761,-64.1761,0
279.75,-64.1744,-64.1744,0
280,-64.1727,-64.1727,0
280.25,-64.171,-64.171,0
280.5,-64.1693,-64.1693,0
280.75,-64.1676,-64.1676,0
281,-64.1659,-64.1659,0
281.25,-64.1642,-64.1642,0
281.5,-64.1625,-64.1625,0
281.75,-64.1608,-64.1608,0
282,-64.1591,-64.1591,0
282.25,-64.1574,-64.1574,0
282.5,-64.1557,-64.1557,0
282.75,-64.154,-64.154,0
283,-64.1523,-64.1523,0
283.25,-64.1506,-64.1506,0
283.5,-64.1489,-64.1489,0
283.75,-64.1472,-64.1472,0
284,-64.1455,-64.1455,0
284.25,-64.1438,-64.1438,0
284.5,-64.1421,-64.1421,0
284.75,-64.1404,-64.1404,0
285,-64.1387,-64.1387,0
285.25,-64.137,-64.137,0
285.5,-64.1353,-64.1353,0
285.75,-64.1336,-64.1336,0
286,-64.1319,-64.1319,0
286.25,-64.1302,-64.1302,0
286.5,-64.1285,-64.1285,0
286.75,-64.1268,-64.1268,0
287,-64.1251,-64.1251,0
287.25,-64.1234,-64.1234,0
287.5,-64.1217,-64.1217,0
287.75,-64.12,-64.12,0
288,-64.1183,-64.1183,0
288.25,-64.1166,-64.1166,0
288.5,-64.1149,-64.1149,0
288.75,-64.1132,-64.1132,0
289,-64.1115,-64.1115,0
289.25,-64.1099,-64.1099,0
289.5,-64.1082,-64.1082,0
289.75,-64.1065,-64.1065,0
290,-64.1048,-64.1048,0
290.25,-64.1031,-64.1031,0
290.5,-64.1014,-64.1014,0
290.75,-64.0997,-64.0997,0
291,-64.098,-64.098,0
291.25,-64.0963,-64.0963,0
291.5,-64.0946,-64.0946,0
291.75,-64.0929,-64.0929,0
292,-64.0913,-64.0913,0
292.25,-64.0896,-64.0896,0
292.5,-64.0879,-64.0879,0
292.75,-64.0862,-64.0862,0
293,-64.0845,-64.0845,0
293.25,-64.0828,-64.0828,0
293.5,-64.0811,-64.0811,0
293.75,-64.0794,-64.0794,0
294,-64.0777,-64.0777,0
294.25,-64.0761,-64.0761,0
294.5,-64.0744,-64.0744,0
294.75,-64.0727,-64.0727,0
295,-64.071,-64.071,0
295.25,-64.0693,-64.0693,0
295.5,-64.0676,-64.0676,0
295.75,-64.0659,-64.0659,0
296,-64.0643,-64.0643,0
296.25,-64.0626,-64.0626,0
296.5,-64.0609,-64.0609,0
296.75,-64.0592,-64.0592,0
297,-64.0575,-64.0575,0
297.25,-64.0558,-64.0558,0
297.5,-64.0542,-64.0542,0
297.75,-64.0525,-64.0525,0
298,-64.0508,-64.0508,0
298.25,-64.0491,-64.0491,0
298.5,-64.0474,-64.0474,0
298.75,-64.0457,-64.0457,0
299,-64.0441,-64.0441,0
299.25,-64.0424,-64.0424,0
299.5,-64.0407,-64.0407,0
299.75,-64.039,-64.039,0
300,-64.0373,-64.0373,0
300.25,-64.0357,-64.0357,0
300.5,-64.034,-64.034,0
300.75,-64.0323,-64.0323,0
301,-64.0306,-64.0306,0
301.25,-64.0289,-64.0289,0
301.5,-64.0273,-64.0273,0
301.75,-64.0256,-64.0256,0
302,-64.0239,-64.0239,0
302.25,-64.0222,-64.0222,0
302.5,-64.0205,-64.0205,0
302.75,-64.0189,-64.0189,0
303,-64.0172,-64.0172,0
303.25,-64.0155,-64.0155,0
303.5,-64.0138,-64.0138,0
303.75,-64.0122,-64.0122,0
304,-64.0105,-64.0105,0
304.25,-64.0088,-64.0088,0
304.5,-64.0071,-64.0071,0
304.75,-64.0055,-64.0055,0
305,-64.0038,-64.0038,0
305.25,-64.0021,-64.0021,0
305.5,-64.0004,-64.0004,0
305.75,-63.9988,-63.9988,0
306,-63.9971,-63.9971,0
306.25,-63.9954,-63.9954,0
306.5,-63.9937,-63.9937,0
306.75,-63.9921,-63.9921,0
307,-63.9904,-63.9904,0
307.25,-63.9887,-63.9887,0
307.5,-63.987,-63.987,0
307.75,-63.9854,-63.9854,0
308,-63.9837,-63.9837,0
308.25,-63.982,-63.982,0
308.5,-63.9803,-63.9803,0
308.75,-63.9787,-63.9787,0
309,-63.977,-63.977,0
309.25,-63.9753,-63.9753,0
309.5,-63.9737,-63.9737,0
309.75,-63.972,-63.972,0
310,-63.9703,-63.9703,0
310.25,-63.9686,-63.9686,0
310.5,-63.967,-63.967,0
310.75,-63.9653,-63.9653,0
311,-63.9636,-63.9636,0
311.25,-63.962,-63.962,0
311.5,-63.9603,-63.9603,0
311.75,-63.9586,-63.9586,0
312,-63.957,-63.957,0
312.25,-63.9553,-63.9553,0
312.5,-63.9536,-63.9536,0
312.75,-63.952,-63.952,0
313,-63.9503,-63.9503,0
313.25,-63.9486,-63.9486,0
313.5,-63.9469,-63.9469,0
313.75,-63.9453,-63.9453,0
314,-63.9436,-63.9436,0
314.25,-63.9419,-63.9419,0
314.5,-63.9403,-63.9403,0
314.75,-63.9386,-63.9386,0
315,-63.9369,-63.9369,0
315.25,-63.9353,-63.9353,0
315.5,-63.9336,-63.9336,0
315.75,-63.9319,-63.9319,0
316,-63.9303,-63.9303,0
316.25,-63.9286,-63.9286,0
316.5,-63.9269,-63.9269,0
316.75,-63.9253,-63.9253,0
317,-63.9236,-63.9236,0
317.25,-63.922,-63.922,0
317.5,-63.9203,-63.9203,0
317.75,-63.9186,-63.9186,0
318,-63.917,-63.917,0
318.25,-63.9153,-63.9153,0
318.5,-63.9136,-63.9136,0
318.75,-63.912,-63.912,0
319,-63.9103,-63.9103,0
319.25,-63.9086,-63.9086,0
319.5,-63.907,-63.907,0
319.75,-63.9053,-63.9053,0
320,-63.9036,-63.9036,0
320.25,-63.902,-63.902,0
320.5,-63.9003,-63.9003,0
320.75,-63.8987,-63.8987,0
321,-63.897,-63.897,0
321.25,-63.8953,-63.8953,0
321.5,-63.8937,-63.8937,0
321.75,-63.892,-63.892,0
322,-63.8903,-63.8903,0
322.25,-63.8887,-63.8887,0
322.5,-63.887,-63.887,0
322.75,-63.8854,-63.8854,0
323,-63.8837,-63.8837,0
323.25,-63.882,-63.882,0
323.5,-63.8804,-63.8804,0
323.75,-63.8787,-63.8787,0
324,-63.8771,-63.8771,0
324.25,-63.8754,-63.8754,0
324.5,-63.8737,-63.8737,0
324.75,-63.8721,-63.8721,0
325,-63.8704,-63.8704,0
325.25,-63.8688,-63.8688,0
325.5,-63.8671,-63.8671,0
325.75,-63.8654,-63.8654,0
326,-63.8638,-63.8638,0
326.25,-63.8621,-63.8621,0
326.5,-63.8605,-63.8605,0
326.75,-63.8588,-63.8588,0
327,-63.8571,-63.8571,0
327.25,-63.8555,-63.8555,0
327.5,-63.8538,-63.8538,0
327.75,-63.8522,-63.8522,0
328,-63.8505,-63.8505,0
328.25,-63.8489,-63.8489,0
328.5,-63.8472,-63.8472,0
328.75,-63.8455,-63.8455,0
329,-63.8439,-63.8439,0
329.25,-63.8422,-63.8422,0
329.5,-63.8406,-63.8406,0
329.75,-63.8389,-63.8389,0
330,-63.8373,-63.8373,0
330.25,-63.8356,-63.8356,0
330.5,-63.8339,-63.8339,0
330.75,-63.8323,-63.8323,0
331,-63.8306,-63.8306,0
331.25,-63.829,-63.829,0
331.5,-63.8273,-63.8273,0
331.75,-63.8257,-63.8257,0
332,-63.824,-63.824,0
332.25,-63.8223,-63.8223,0
332.5,-63.8207,-63.8207,0
332.75,-63.819,-63.819,0
333,-63.8174,-63.8174,0
333.25,-63.8157,-63.8157,0
333.5,-63.8141,-63.8141,0
333.75,-63.8124,-63.8124,0
334,-63.8108,-63.8108,0
334.25,-63.8091,-63.8091,0
334.5,-63.8074,-63.8074,0
334.75,-63.8058,-63.8058,0
335,-63.8041,-63.8041,0
335.25,-63.8025,-63.8025,0
335.5,-63.8008,-63.8008,0
335.75,-63.7992,-63.7992,0
336,-63.7975,-63.7975,0
336.25,-63.7959,-63.7959,0
336.5,-63.7942,-63.7942,0
336.75,-63.7926,-63.7926,0
337,-63.7909,-63.7909,0
337.25,-63.7893,-63.7893,0
337.5,-63.7876,-63.7876,0
337.75,-63.7859,-63.7859,0
338,-63.7843,-63.7843,0
338.25,-63.7826,-63.7826,0
338.5,-63.781,-63.781,0
338.75,-63.7793,-63.7793,0
339,-63.7777,-63.7777,0
339.25,-63.776,-63.776,0
339.5,-63.7744,-63.7744,0
339.75,-63.7727,-63.7727,0
340,-63.7711,-63.7711,0
340.25,-63.7694,-63.7694,0
340.5,-63.7678,-63.7678,0
340.75,-63.7661,-63.7661,0
341,-63.7645,-63.7645,0
341.25,-63.7628,-63.7628,0
341.5,-63.7612,-63.7612,0
341.75,-63.7595,-63.7595,0
342,-63.7579,-63.7579,0
342.25,-63.7562,-63.7562,0
342.5,-63.7546,-63.7546,0
342.75,-63.7529,-63.7529,0
343,-63.7513,-63.7513,0
343.25,-63.7496,-63.7496,0
343.5,-63.748,-63.748,0
343.75,-63.7463,-63.7463,0
344,-63.7447,-63.7447,0
344.25,-63.743,-63.743,0
344.5,-63.7414,-63.7414,0
344.75,-63.7397,-63.7397,0
345,-63.7381,-63.7381,0
345.25,-63.7364,-63.7364,0
345.5,-63.7348,-63.7348,0
345.75,-63.7331,-63.7331,0
346,-63.7315,-63.7315,0
346.25,-63.7298,-63.7298,0
346.5,-63.7282,-63.7282,0
346.75,-63.7265,-63.7265,0
347,-63.7249,-63.7249,0
347.25,-63.7232,-63.7232,0
347.5,-63.7216,-63.7216,0
347.75,-63.7199,-63.7199,0
348,-63.7183,-63.7183,0
348.25,-63.7166,-63.7166,0
348.5,-63.715,-63.715,0
348.75,-63.7133,-63.7133,0
349,-63.7117,-63.7117,0
349.25,-63.71,-63.71,0
349.5,-63.7084,-63.7084,0
349.75,-63.7067,-63.7067,0
350,-63.7051,-63.7051,0
350.25,-63.7034,-63.7034,0
350.5,-63.7018,-63.7018,0
350.75,-63.7001,-63.7001,0
351,-63.6985,-63.6985,0
351.25,-63.6968,-63.6968,0
351.5,-63.6952,-63.6952,0
351.75,-63.6935,-63.6935,0
352,-63.6919,-63.6919,0
352.25,-63.6902,-63.6902,0
352.5,-63.6886,-63.6886,0
352.75,-63.6869,-63.6869,0
353,-63.6853,-63.6853,0
353.25,-63.6837,-63.6837,0
353.5,-63.682,-63.682,0
353.75,-63.6804,-63.6804,0
354,-63.6787,-63.6787,0
354.25,-63.6771,-63.6771,0
354.5,-63.6754,-63.6754,0
354.75,-63.6738,-63.6738,0
355,-63.6721,-63.6721,0
355.25,-63.6705,-63.6705,0
355.5,-63.6688,-63.6688,0
355.75,-63.6672,-63.6672,0
356,-63.6655,-63.6655,0
356.25,-63.6639,-63.6639,0
356.5,-63.6622,-63.6622,0
356.75,-63.6606,-63.6606,0
357,-63.6589,-63.6589,0
357.25,-63.6573,-63.6573,0
357.5,-63.6557,-63.6557,0
357.75,-63.654,-63.654,0
358,-63.6524,-63.6524,0
358.25,-63.6507,-63.6507,0
358.5,-63.6491,-63.6491,0
358.75,-63.6474,-63.6474,0
359,-63.6458,-63.6458,0
359.25,-63.6441,-63.6441,0
359.5,-63.6425,-63.6425,0
359.75,-63.6408,-63.6408,0
360,-63.6392,-63.6392,0
360.25,-63.6376,-63.6376,0
360.5,-63.6359,-63.6359,0
360.75,-63.6343,-63.6343,0
361,-63.6326,-63.6326,0
361.25,-63.631,-63.631,0
361.5,-63.6293,-63.6293,0
361.75,-63.6277,-63.6277,0
362,-63.626,-63.626,0
362.25,-63.6244,-63.6244,0
362.5,-63.6227,-63.6227,0
362.75,-63.6211,-63.6211,0
363,-63.6195,-63.6195,0
363.25,-63.6178,-63.6178,0
363.5,-63.6162,-63.6162,0
363.75,-63.6145,-63.6145,0
364,-63.6129,-63.6129,0
364.25,-63.6112,-63.6112,0
364.5,-63.6096,-63.6096,0
364.75,-63.6079,-63.6079,0
365,-63.6063,-63.6063,0
365.25,-63.6047,-63.6047,0
365.5,-63.603,-63.603,0
365.75,-63.6014,-63.6014,0
366,-63.5997,-63.5997,0
366.25,-63.5981,-63.5981,0
366.5,-63.5964,-63.5964,0
366.75,-63.5948,-63.5948,0
367,-63.5931,-63.5931,0
367.25,-63.5915,-63.5915,0
367.5,-63.5899,-63.5899,0
367.75,-63.5882,-63.5882,0
368,-63.5866,-63.5866,0
368.25,-63.5849,-63.5849,0
368.5,-63.5833,-63.5833,0
368.75,-63.5816,-63.5816,0
369,-63.58,-63.58,0
369.25,-63.5783,-63.5783,0
369.5,-63.5767,-63.5767,0
369.75,-63.5751,-63.5751,0
370,-63.5734,-63.5734,0
370.25,-63.5718,-63.5718,0
370.5,-63.5701,-63.5701,0
370.75,-63.5685,-63.5685,0
371,-63.5668,-63.5668,0
371.25,-63.5652,-63.5652,0
371.5,-63.5635,-63.5635,0
371.75,-63.5619,-63.5619,0
372,-63.5603,-63.5603,0
372.25,-63.5586,-63.5586,0
372.5,-63.557,-63.557,0
372.75,-63.5553,-63.5553,0
373,-63.5537,-63.5537,0
373.25,-63.552,-63.552,0
373.5,-63.5504,-63.5504,0
373.75,-63.5488,-63.5488,0
374,-63.5471,-63.5471,0
374.25,-63.5455,-63.5455,0
374.5,-63.5438,-63.5438,0
374.75,-63.5422,-63.5422,0
375,-63.5405,-63.5405,0
375.25,-63.5389,-63.5389,0
375.5,-63.5373,-63.5373,0
375.75,-63.5356,-63.5356,0
376,-63.534,-63.534,0
376.25,-63.5323,-63.5323,0
376.5,-63.5307,-63.5307,0
376.75,-63.529,-63.529,0
377,-63.5274,-63.5274,0
377.25,-63.5257,-63.5257,0
377.5,-63.5241,-63.5241,0
377.75,-63.5225,-63.5225,0
378,-63.5208,-63.5208,0
378.25,-63.5192,-63.5192,0
378.5,-63.5175,-63.5175,0
378.75,-63.5159,-63.5159,0
379,-63.5142,-63.5142,0
379.25,-63.5126,-63.5126,0
379.5,-63.511,-63.511,0
379.75,-63.5093,-63.5093,0
380,-63.5077,-63.5077,0
380.25,-63.506,-63.506,0
380.5,-63.5044,-63.5044,0
380.75,-63.5027,-63.5027,0
381,-63.5011,-63.5011,0
381.25,-63.4995,-63.4995,0
381.5,-63.4978,-63.4978,0
381.75,-63.4962,-63.4962,0
382,-63.4945,-63.4945,0
382.25,-63.4929,-63.4929,0
382.5,-63.4912,-63.4912,0
382.75,-63.4896,-63.4896,0
383,-63.488,-63.488,0
383.25,-63.4863,-63.4863,0
383.5,-63.4847,-63.4847,0
383.75,-63.483,-63.483,0
384,-63.4814,-63.4814,0
384.25,-63.4797,-63.4797,0
384.5,-63.4781,-63.4781,0
384.75,-63.4765,-63.4765,0
385,-63.4748,-63.4748,0
385.25,-63.4732,-63.4732,0
385.5,-63.4715,-63.4715,0
385.75,-63.4699,-63.4699,0
386,-63.4682,-63.4682,0
386.25,-63.4666,-63.4666,0
386.5,-63.465,-63.465,0
386.75,-63.4633,-63.4633,0
387,-63.4617,-63.4617,0
387.25,-63.46,-63.46,0
387.5,-63.4584,-63.4584,0
387.75,-63.4567,-63.4567,0
388,-63.4551,-63.4551,0
388.25,-63.4535,-63.4535,0
388.5,-63.4518,-63.4518,0
388.75,-63.4502,-63.4502,0
389,-63.4485,-63.4485,0
389.25,-63.4469,-63.4469,0
389.5,-63.4452,-63.4452,0
389.75,-63.4436,-63.4436,0
