# kopru_tumbacak_raster.png kaynak verisi: aksiyon potansiyeli zamanlari
t_s,kaynak,ad,grup
1.844200,havuz,AL,kalca_ext
1.853350,havuz,AL,kalca_ext
1.862850,havuz,AL,kalca_ext
1.882025,havuz,AL,kalca_ext
2.039800,havuz,AL,kalca_ext
2.049825,havuz,AL,kalca_ext
2.059125,havuz,AL,kalca_ext
2.068350,havuz,AL,kalca_ext
2.077675,havuz,AL,kalca_ext
2.087100,havuz,AL,kalca_ext
2.096125,havuz,AL,kalca_ext
2.104850,havuz,AL,kalca_ext
2.113600,havuz,AL,kalca_ext
2.122525,havuz,AL,kalca_ext
2.131500,havuz,AL,kalca_ext
2.140500,havuz,AL,kalca_ext
2.149500,havuz,AL,kalca_ext
2.158525,havuz,AL,kalca_ext
2.167550,havuz,AL,kalca_ext
2.176550,havuz,AL,kalca_ext
2.185575,havuz,AL,kalca_ext
2.194600,havuz,AL,kalca_ext
2.203625,havuz,AL,kalca_ext
2.212650,havuz,AL,kalca_ext
2.221675,havuz,AL,kalca_ext
2.230725,havuz,AL,kalca_ext
2.239875,havuz,AL,kalca_ext
2.249375,havuz,AL,kalca_ext
2.268600,havuz,AL,kalca_ext
2.426325,havuz,AL,kalca_ext
2.436325,havuz,AL,kalca_ext
2.445650,havuz,AL,kalca_ext
2.454875,havuz,AL,kalca_ext
2.464150,havuz,AL,kalca_ext
2.473625,havuz,AL,kalca_ext
2.482650,havuz,AL,kalca_ext
2.491375,havuz,AL,kalca_ext
2.500125,havuz,AL,kalca_ext
2.509050,havuz,AL,kalca_ext
2.518025,havuz,AL,kalca_ext
2.527025,havuz,AL,kalca_ext
2.536025,havuz,AL,kalca_ext
2.545075,havuz,AL,kalca_ext
2.554075,havuz,AL,kalca_ext
2.563075,havuz,AL,kalca_ext
2.572100,havuz,AL,kalca_ext
2.581125,havuz,AL,kalca_ext
2.590150,havuz,AL,kalca_ext
2.599200,havuz,AL,kalca_ext
2.608200,havuz,AL,kalca_ext
2.617250,havuz,AL,kalca_ext
2.626400,havuz,AL,kalca_ext
2.635900,havuz,AL,kalca_ext
2.655125,havuz,AL,kalca_ext
2.812850,havuz,AL,kalca_ext
2.822875,havuz,AL,kalca_ext
2.832175,havuz,AL,kalca_ext
2.841400,havuz,AL,kalca_ext
2.850700,havuz,AL,kalca_ext
2.860150,havuz,AL,kalca_ext
2.869175,havuz,AL,kalca_ext
2.877900,havuz,AL,kalca_ext
2.886650,havuz,AL,kalca_ext
2.895575,havuz,AL,kalca_ext
2.904550,havuz,AL,kalca_ext
2.913550,havuz,AL,kalca_ext
2.922550,havuz,AL,kalca_ext
2.931575,havuz,AL,kalca_ext
2.940600,havuz,AL,kalca_ext
2.949600,havuz,AL,kalca_ext
2.958625,havuz,AL,kalca_ext
2.967650,havuz,AL,kalca_ext
2.976675,havuz,AL,kalca_ext
2.985725,havuz,AL,kalca_ext
2.994725,havuz,AL,kalca_ext
0.005950,havuz,QF,kalca_ext
0.014750,havuz,QF,kalca_ext
0.023875,havuz,QF,kalca_ext
0.033125,havuz,QF,kalca_ext
0.042300,havuz,QF,kalca_ext
0.051400,havuz,QF,kalca_ext
0.060450,havuz,QF,kalca_ext
0.069475,havuz,QF,kalca_ext
0.078525,havuz,QF,kalca_ext
0.087525,havuz,QF,kalca_ext
0.096600,havuz,QF,kalca_ext
0.105775,havuz,QF,kalca_ext
0.115450,havuz,QF,kalca_ext
0.126025,havuz,QF,kalca_ext
0.137275,havuz,QF,kalca_ext
0.147625,havuz,QF,kalca_ext
0.156825,havuz,QF,kalca_ext
0.165950,havuz,QF,kalca_ext
0.174950,havuz,QF,kalca_ext
0.183825,havuz,QF,kalca_ext
0.192675,havuz,QF,kalca_ext
0.201625,havuz,QF,kalca_ext
0.210600,havuz,QF,kalca_ext
0.219625,havuz,QF,kalca_ext
0.228625,havuz,QF,kalca_ext
0.237650,havuz,QF,kalca_ext
0.246675,havuz,QF,kalca_ext
0.255700,havuz,QF,kalca_ext
0.264725,havuz,QF,kalca_ext
0.273750,havuz,QF,kalca_ext
0.282800,havuz,QF,kalca_ext
0.291800,havuz,QF,kalca_ext
0.300950,havuz,QF,kalca_ext
0.310175,havuz,QF,kalca_ext
0.320200,havuz,QF,kalca_ext
0.493475,havuz,QF,kalca_ext
0.503475,havuz,QF,kalca_ext
0.512775,havuz,QF,kalca_ext
0.522025,havuz,QF,kalca_ext
0.531500,havuz,QF,kalca_ext
0.540575,havuz,QF,kalca_ext
0.549400,havuz,QF,kalca_ext
0.558225,havuz,QF,kalca_ext
0.567175,havuz,QF,kalca_ext
0.576175,havuz,QF,kalca_ext
0.585175,havuz,QF,kalca_ext
0.594200,havuz,QF,kalca_ext
0.603200,havuz,QF,kalca_ext
0.612200,havuz,QF,kalca_ext
0.621250,havuz,QF,kalca_ext
0.630250,havuz,QF,kalca_ext
0.639275,havuz,QF,kalca_ext
0.648325,havuz,QF,kalca_ext
0.657325,havuz,QF,kalca_ext
0.666350,havuz,QF,kalca_ext
0.675375,havuz,QF,kalca_ext
0.684425,havuz,QF,kalca_ext
0.693575,havuz,QF,kalca_ext
0.703075,havuz,QF,kalca_ext
0.720075,havuz,QF,kalca_ext
0.880175,havuz,QF,kalca_ext
0.890250,havuz,QF,kalca_ext
0.899525,havuz,QF,kalca_ext
0.908725,havuz,QF,kalca_ext
0.918075,havuz,QF,kalca_ext
0.927475,havuz,QF,kalca_ext
0.936475,havuz,QF,kalca_ext
0.945225,havuz,QF,kalca_ext
0.954000,havuz,QF,kalca_ext
0.962925,havuz,QF,kalca_ext
0.971900,havuz,QF,kalca_ext
0.980900,havuz,QF,kalca_ext
0.989900,havuz,QF,kalca_ext
0.998950,havuz,QF,kalca_ext
1.007950,havuz,QF,kalca_ext
1.016950,havuz,QF,kalca_ext
1.025975,havuz,QF,kalca_ext
1.035025,havuz,QF,kalca_ext
1.044025,havuz,QF,kalca_ext
1.053075,havuz,QF,kalca_ext
1.062075,havuz,QF,kalca_ext
1.071125,havuz,QF,kalca_ext
1.080275,havuz,QF,kalca_ext
1.089800,havuz,QF,kalca_ext
1.109150,havuz,QF,kalca_ext
1.266700,havuz,QF,kalca_ext
1.276725,havuz,QF,kalca_ext
1.286050,havuz,QF,kalca_ext
1.295275,havuz,QF,kalca_ext
1.304525,havuz,QF,kalca_ext
1.313975,havuz,QF,kalca_ext
1.323025,havuz,QF,kalca_ext
1.331775,havuz,QF,kalca_ext
1.340500,havuz,QF,kalca_ext
1.349425,havuz,QF,kalca_ext
1.358425,havuz,QF,kalca_ext
1.367425,havuz,QF,kalca_ext
1.376425,havuz,QF,kalca_ext
1.385450,havuz,QF,kalca_ext
1.394475,havuz,QF,kalca_ext
1.403500,havuz,QF,kalca_ext
1.412500,havuz,QF,kalca_ext
1.421525,havuz,QF,kalca_ext
1.430550,havuz,QF,kalca_ext
1.439575,havuz,QF,kalca_ext
1.448625,havuz,QF,kalca_ext
1.457625,havuz,QF,kalca_ext
1.466825,havuz,QF,kalca_ext
1.476325,havuz,QF,kalca_ext
1.495425,havuz,QF,kalca_ext
1.653250,havuz,QF,kalca_ext
1.663275,havuz,QF,kalca_ext
1.672575,havuz,QF,kalca_ext
1.681800,havuz,QF,kalca_ext
1.691050,havuz,QF,kalca_ext
1.700525,havuz,QF,kalca_ext
1.709550,havuz,QF,kalca_ext
1.718300,havuz,QF,kalca_ext
1.727025,havuz,QF,kalca_ext
1.735975,havuz,QF,kalca_ext
1.744950,havuz,QF,kalca_ext
1.753950,havuz,QF,kalca_ext
1.762950,havuz,QF,kalca_ext
1.772000,havuz,QF,kalca_ext
1.781000,havuz,QF,kalca_ext
1.790025,havuz,QF,kalca_ext
1.799025,havuz,QF,kalca_ext
1.808075,havuz,QF,kalca_ext
1.817075,havuz,QF,kalca_ext
1.826100,havuz,QF,kalca_ext
1.835150,havuz,QF,kalca_ext
1.844175,havuz,QF,kalca_ext
1.853350,havuz,QF,kalca_ext
1.862850,havuz,QF,kalca_ext
1.882000,havuz,QF,kalca_ext
2.039775,havuz,QF,kalca_ext
2.049800,havuz,QF,kalca_ext
2.059100,havuz,QF,kalca_ext
2.068325,havuz,QF,kalca_ext
2.077625,havuz,QF,kalca_ext
2.087025,havuz,QF,kalca_ext
2.096050,havuz,QF,kalca_ext
2.104825,havuz,QF,kalca_ext
2.113575,havuz,QF,kalca_ext
2.122500,havuz,QF,kalca_ext
2.131475,havuz,QF,kalca_ext
2.140475,havuz,QF,kalca_ext
2.149475,havuz,QF,kalca_ext
2.158525,havuz,QF,kalca_ext
2.167525,havuz,QF,kalca_ext
2.176550,havuz,QF,kalca_ext
2.185550,havuz,QF,kalca_ext
2.194600,havuz,QF,kalca_ext
2.203600,havuz,QF,kalca_ext
2.212650,havuz,QF,kalca_ext
2.221675,havuz,QF,kalca_ext
2.230700,havuz,QF,kalca_ext
2.239875,havuz,QF,kalca_ext
2.249375,havuz,QF,kalca_ext
2.268575,havuz,QF,kalca_ext
2.426300,havuz,QF,kalca_ext
2.436325,havuz,QF,kalca_ext
2.445625,havuz,QF,kalca_ext
2.454850,havuz,QF,kalca_ext
2.464100,havuz,QF,kalca_ext
2.473575,havuz,QF,kalca_ext
2.482600,havuz,QF,kalca_ext
2.491350,havuz,QF,kalca_ext
2.500100,havuz,QF,kalca_ext
2.509025,havuz,QF,kalca_ext
2.518000,havuz,QF,kalca_ext
2.527000,havuz,QF,kalca_ext
2.536000,havuz,QF,kalca_ext
2.545050,havuz,QF,kalca_ext
2.554050,havuz,QF,kalca_ext
2.563075,havuz,QF,kalca_ext
2.572075,havuz,QF,kalca_ext
2.581125,havuz,QF,kalca_ext
2.590125,havuz,QF,kalca_ext
2.599175,havuz,QF,kalca_ext
2.608200,havuz,QF,kalca_ext
2.617225,havuz,QF,kalca_ext
2.626400,havuz,QF,kalca_ext
2.635900,havuz,QF,kalca_ext
2.655100,havuz,QF,kalca_ext
2.812825,havuz,QF,kalca_ext
2.822850,havuz,QF,kalca_ext
2.832150,havuz,QF,kalca_ext
2.841375,havuz,QF,kalca_ext
2.850675,havuz,QF,kalca_ext
2.860100,havuz,QF,kalca_ext
2.869100,havuz,QF,kalca_ext
2.877875,havuz,QF,kalca_ext
2.886625,havuz,QF,kalca_ext
2.895550,havuz,QF,kalca_ext
2.904525,havuz,QF,kalca_ext
2.913525,havuz,QF,kalca_ext
2.922525,havuz,QF,kalca_ext
2.931575,havuz,QF,kalca_ext
2.940575,havuz,QF,kalca_ext
2.949600,havuz,QF,kalca_ext
2.958600,havuz,QF,kalca_ext
2.967650,havuz,QF,kalca_ext
2.976650,havuz,QF,kalca_ext
2.985700,havuz,QF,kalca_ext
2.994725,havuz,QF,kalca_ext
0.006050,havuz,CF,kalca_ext
0.014825,havuz,CF,kalca_ext
0.023950,havuz,CF,kalca_ext
0.033225,havuz,CF,kalca_ext
0.042450,havuz,CF,kalca_ext
0.051575,havuz,CF,kalca_ext
0.060625,havuz,CF,kalca_ext
0.069675,havuz,CF,kalca_ext
0.078725,havuz,CF,kalca_ext
0.087725,havuz,CF,kalca_ext
0.096800,havuz,CF,kalca_ext
0.105950,havuz,CF,kalca_ext
0.115625,havuz,CF,kalca_ext
0.126250,havuz,CF,kalca_ext
0.137800,havuz,CF,kalca_ext
0.148250,havuz,CF,kalca_ext
0.157075,havuz,CF,kalca_ext
0.166200,havuz,CF,kalca_ext
0.175175,havuz,CF,kalca_ext
0.184000,havuz,CF,kalca_ext
0.192800,havuz,CF,kalca_ext
0.201725,havuz,CF,kalca_ext
0.210700,havuz,CF,kalca_ext
0.219725,havuz,CF,kalca_ext
0.228725,havuz,CF,kalca_ext
0.237725,havuz,CF,kalca_ext
0.246750,havuz,CF,kalca_ext
0.255775,havuz,CF,kalca_ext
0.264800,havuz,CF,kalca_ext
0.273800,havuz,CF,kalca_ext
0.282850,havuz,CF,kalca_ext
0.291850,havuz,CF,kalca_ext
0.301000,havuz,CF,kalca_ext
0.310225,havuz,CF,kalca_ext
0.320250,havuz,CF,kalca_ext
0.493675,havuz,CF,kalca_ext
0.503625,havuz,CF,kalca_ext
0.512950,havuz,CF,kalca_ext
0.522225,havuz,CF,kalca_ext
0.531875,havuz,CF,kalca_ext
0.540950,havuz,CF,kalca_ext
0.549625,havuz,CF,kalca_ext
0.558375,havuz,CF,kalca_ext
0.567300,havuz,CF,kalca_ext
0.576325,havuz,CF,kalca_ext
0.585325,havuz,CF,kalca_ext
0.594325,havuz,CF,kalca_ext
0.603325,havuz,CF,kalca_ext
0.612325,havuz,CF,kalca_ext
0.621350,havuz,CF,kalca_ext
0.630350,havuz,CF,kalca_ext
0.639375,havuz,CF,kalca_ext
0.648400,havuz,CF,kalca_ext
0.657400,havuz,CF,kalca_ext
0.666425,havuz,CF,kalca_ext
0.675450,havuz,CF,kalca_ext
0.684500,havuz,CF,kalca_ext
0.693650,havuz,CF,kalca_ext
0.703125,havuz,CF,kalca_ext
0.720175,havuz,CF,kalca_ext
0.880400,havuz,CF,kalca_ext
0.890375,havuz,CF,kalca_ext
0.899700,havuz,CF,kalca_ext
0.908925,havuz,CF,kalca_ext
0.918350,havuz,CF,kalca_ext
0.928200,havuz,CF,kalca_ext
0.937125,havuz,CF,kalca_ext
0.945525,havuz,CF,kalca_ext
0.954150,havuz,CF,kalca_ext
0.963050,havuz,CF,kalca_ext
0.972025,havuz,CF,kalca_ext
0.981025,havuz,CF,kalca_ext
0.990025,havuz,CF,kalca_ext
0.999050,havuz,CF,kalca_ext
1.008050,havuz,CF,kalca_ext
1.017050,havuz,CF,kalca_ext
1.026075,havuz,CF,kalca_ext
1.035100,havuz,CF,kalca_ext
1.044100,havuz,CF,kalca_ext
1.053150,havuz,CF,kalca_ext
1.062150,havuz,CF,kalca_ext
1.071200,havuz,CF,kalca_ext
1.080350,havuz,CF,kalca_ext
1.089850,havuz,CF,kalca_ext
1.109225,havuz,CF,kalca_ext
1.266925,havuz,CF,kalca_ext
1.276850,havuz,CF,kalca_ext
1.286225,havuz,CF,kalca_ext
1.295500,havuz,CF,kalca_ext
1.304775,havuz,CF,kalca_ext
1.314650,havuz,CF,kalca_ext
1.323650,havuz,CF,kalca_ext
1.332075,havuz,CF,kalca_ext
1.340650,havuz,CF,kalca_ext
1.349550,havuz,CF,kalca_ext
1.358550,havuz,CF,kalca_ext
1.367550,havuz,CF,kalca_ext
1.376550,havuz,CF,kalca_ext
1.385550,havuz,CF,kalca_ext
1.394575,havuz,CF,kalca_ext
1.403575,havuz,CF,kalca_ext
1.412600,havuz,CF,kalca_ext
1.421600,havuz,CF,kalca_ext
1.430625,havuz,CF,kalca_ext
1.439650,havuz,CF,kalca_ext
1.448675,havuz,CF,kalca_ext
1.457700,havuz,CF,kalca_ext
1.466875,havuz,CF,kalca_ext
1.476375,havuz,CF,kalca_ext
1.495525,havuz,CF,kalca_ext
1.653450,havuz,CF,kalca_ext
1.663400,havuz,CF,kalca_ext
1.672750,havuz,CF,kalca_ext
1.682025,havuz,CF,kalca_ext
1.691300,havuz,CF,kalca_ext
1.701150,havuz,CF,kalca_ext
1.710150,havuz,CF,kalca_ext
1.718575,havuz,CF,kalca_ext
1.727175,havuz,CF,kalca_ext
1.736100,havuz,CF,kalca_ext
1.745075,havuz,CF,kalca_ext
1.754075,havuz,CF,kalca_ext
1.763075,havuz,CF,kalca_ext
1.772100,havuz,CF,kalca_ext
1.781100,havuz,CF,kalca_ext
1.790100,havuz,CF,kalca_ext
1.799125,havuz,CF,kalca_ext
1.808150,havuz,CF,kalca_ext
1.817150,havuz,CF,kalca_ext
1.826175,havuz,CF,kalca_ext
1.835200,havuz,CF,kalca_ext
1.844250,havuz,CF,kalca_ext
1.853400,havuz,CF,kalca_ext
1.862900,havuz,CF,kalca_ext
1.882100,havuz,CF,kalca_ext
2.039975,havuz,CF,kalca_ext
2.049950,havuz,CF,kalca_ext
2.059275,havuz,CF,kalca_ext
2.068550,havuz,CF,kalca_ext
2.077900,havuz,CF,kalca_ext
2.087725,havuz,CF,kalca_ext
2.096700,havuz,CF,kalca_ext
2.105125,havuz,CF,kalca_ext
2.113725,havuz,CF,kalca_ext
2.122625,havuz,CF,kalca_ext
2.131600,havuz,CF,kalca_ext
2.140600,havuz,CF,kalca_ext
2.149600,havuz,CF,kalca_ext
2.158625,havuz,CF,kalca_ext
2.167625,havuz,CF,kalca_ext
2.176625,havuz,CF,kalca_ext
2.185650,havuz,CF,kalca_ext
2.194675,havuz,CF,kalca_ext
2.203675,havuz,CF,kalca_ext
2.212725,havuz,CF,kalca_ext
2.221725,havuz,CF,kalca_ext
2.230775,havuz,CF,kalca_ext
2.239925,havuz,CF,kalca_ext
2.249425,havuz,CF,kalca_ext
2.268675,havuz,CF,kalca_ext
2.426500,havuz,CF,kalca_ext
2.436450,havuz,CF,kalca_ext
2.445800,havuz,CF,kalca_ext
2.455075,havuz,CF,kalca_ext
2.464350,havuz,CF,kalca_ext
2.474200,havuz,CF,kalca_ext
2.483200,havuz,CF,kalca_ext
2.491625,havuz,CF,kalca_ext
2.500250,havuz,CF,kalca_ext
2.509150,havuz,CF,kalca_ext
2.518125,havuz,CF,kalca_ext
2.527125,havuz,CF,kalca_ext
2.536125,havuz,CF,kalca_ext
2.545150,havuz,CF,kalca_ext
2.554150,havuz,CF,kalca_ext
2.563150,havuz,CF,kalca_ext
2.572175,havuz,CF,kalca_ext
2.581200,havuz,CF,kalca_ext
2.590200,havuz,CF,kalca_ext
2.599250,havuz,CF,kalca_ext
2.608250,havuz,CF,kalca_ext
2.617300,havuz,CF,kalca_ext
2.626450,havuz,CF,kalca_ext
2.635950,havuz,CF,kalca_ext
2.655200,havuz,CF,kalca_ext
2.813025,havuz,CF,kalca_ext
2.823000,havuz,CF,kalca_ext
2.832325,havuz,CF,kalca_ext
2.841600,havuz,CF,kalca_ext
2.850925,havuz,CF,kalca_ext
2.860775,havuz,CF,kalca_ext
2.869750,havuz,CF,kalca_ext
2.878150,havuz,CF,kalca_ext
2.886775,havuz,CF,kalca_ext
2.895675,havuz,CF,kalca_ext
2.904650,havuz,CF,kalca_ext
2.913650,havuz,CF,kalca_ext
2.922650,havuz,CF,kalca_ext
2.931675,havuz,CF,kalca_ext
2.940675,havuz,CF,kalca_ext
2.949675,havuz,CF,kalca_ext
2.958700,havuz,CF,kalca_ext
2.967725,havuz,CF,kalca_ext
2.976725,havuz,CF,kalca_ext
2.985775,havuz,CF,kalca_ext
2.994775,havuz,CF,kalca_ext
0.005975,havuz,GI,kalca_ext
0.014775,havuz,GI,kalca_ext
0.023900,havuz,GI,kalca_ext
0.033125,havuz,GI,kalca_ext
0.042325,havuz,GI,kalca_ext
0.051425,havuz,GI,kalca_ext
0.060475,havuz,GI,kalca_ext
0.069500,havuz,GI,kalca_ext
0.078550,havuz,GI,kalca_ext
0.087550,havuz,GI,kalca_ext
0.096625,havuz,GI,kalca_ext
0.105800,havuz,GI,kalca_ext
0.115475,havuz,GI,kalca_ext
0.126050,havuz,GI,kalca_ext
0.137325,havuz,GI,kalca_ext
0.147675,havuz,GI,kalca_ext
0.156850,havuz,GI,kalca_ext
0.165975,havuz,GI,kalca_ext
0.174975,havuz,GI,kalca_ext
0.183850,havuz,GI,kalca_ext
0.192700,havuz,GI,kalca_ext
0.201625,havuz,GI,kalca_ext
0.210625,havuz,GI,kalca_ext
0.219650,havuz,GI,kalca_ext
0.228650,havuz,GI,kalca_ext
0.237650,havuz,GI,kalca_ext
0.246675,havuz,GI,kalca_ext
0.255725,havuz,GI,kalca_ext
0.264725,havuz,GI,kalca_ext
0.273750,havuz,GI,kalca_ext
0.282800,havuz,GI,kalca_ext
0.291800,havuz,GI,kalca_ext
0.300950,havuz,GI,kalca_ext
0.310175,havuz,GI,kalca_ext
0.320200,havuz,GI,kalca_ext
0.493475,havuz,GI,kalca_ext
0.503475,havuz,GI,kalca_ext
0.512775,havuz,GI,kalca_ext
0.522025,havuz,GI,kalca_ext
0.531525,havuz,GI,kalca_ext
0.540575,havuz,GI,kalca_ext
0.549425,havuz,GI,kalca_ext
0.558225,havuz,GI,kalca_ext
0.567175,havuz,GI,kalca_ext
0.576200,havuz,GI,kalca_ext
0.585200,havuz,GI,kalca_ext
0.594200,havuz,GI,kalca_ext
0.603200,havuz,GI,kalca_ext
0.612225,havuz,GI,kalca_ext
0.621250,havuz,GI,kalca_ext
0.630275,havuz,GI,kalca_ext
0.639275,havuz,GI,kalca_ext
0.648325,havuz,GI,kalca_ext
0.657325,havuz,GI,kalca_ext
0.666350,havuz,GI,kalca_ext
0.675400,havuz,GI,kalca_ext
0.684425,havuz,GI,kalca_ext
0.693600,havuz,GI,kalca_ext
0.703075,havuz,GI,kalca_ext
0.720075,havuz,GI,kalca_ext
0.880175,havuz,GI,kalca_ext
0.890250,havuz,GI,kalca_ext
0.899525,havuz,GI,kalca_ext
0.908725,havuz,GI,kalca_ext
0.918075,havuz,GI,kalca_ext
0.927475,havuz,GI,kalca_ext
0.936500,havuz,GI,kalca_ext
0.945250,havuz,GI,kalca_ext
0.954000,havuz,GI,kalca_ext
0.962925,havuz,GI,kalca_ext
0.971900,havuz,GI,kalca_ext
0.980900,havuz,GI,kalca_ext
0.989900,havuz,GI,kalca_ext
0.998950,havuz,GI,kalca_ext
1.007950,havuz,GI,kalca_ext
1.016975,havuz,GI,kalca_ext
1.025975,havuz,GI,kalca_ext
1.035025,havuz,GI,kalca_ext
1.044025,havuz,GI,kalca_ext
1.053075,havuz,GI,kalca_ext
1.062100,havuz,GI,kalca_ext
1.071125,havuz,GI,kalca_ext
1.080275,havuz,GI,kalca_ext
1.089800,havuz,GI,kalca_ext
1.109150,havuz,GI,kalca_ext
1.266700,havuz,GI,kalca_ext
1.276725,havuz,GI,kalca_ext
1.286050,havuz,GI,kalca_ext
1.295275,havuz,GI,kalca_ext
1.304525,havuz,GI,kalca_ext
1.314000,havuz,GI,kalca_ext
1.323025,havuz,GI,kalca_ext
1.331775,havuz,GI,kalca_ext
1.340525,havuz,GI,kalca_ext
1.349425,havuz,GI,kalca_ext
1.358450,havuz,GI,kalca_ext
1.367425,havuz,GI,kalca_ext
1.376450,havuz,GI,kalca_ext
1.385450,havuz,GI,kalca_ext
1.394475,havuz,GI,kalca_ext
1.403500,havuz,GI,kalca_ext
1.412500,havuz,GI,kalca_ext
1.421525,havuz,GI,kalca_ext
1.430550,havuz,GI,kalca_ext
1.439575,havuz,GI,kalca_ext
1.448625,havuz,GI,kalca_ext
1.457625,havuz,GI,kalca_ext
1.466825,havuz,GI,kalca_ext
1.476325,havuz,GI,kalca_ext
1.495425,havuz,GI,kalca_ext
1.653250,havuz,GI,kalca_ext
1.663275,havuz,GI,kalca_ext
1.672575,havuz,GI,kalca_ext
1.681800,havuz,GI,kalca_ext
1.691050,havuz,GI,kalca_ext
1.700525,havuz,GI,kalca_ext
1.709550,havuz,GI,kalca_ext
1.718300,havuz,GI,kalca_ext
1.727050,havuz,GI,kalca_ext
1.735975,havuz,GI,kalca_ext
1.744975,havuz,GI,kalca_ext
1.753975,havuz,GI,kalca_ext
1.762975,havuz,GI,kalca_ext
1.772000,havuz,GI,kalca_ext
1.781000,havuz,GI,kalca_ext
1.790025,havuz,GI,kalca_ext
1.799025,havuz,GI,kalca_ext
1.808075,havuz,GI,kalca_ext
1.817100,havuz,GI,kalca_ext
1.826100,havuz,GI,kalca_ext
1.835150,havuz,GI,kalca_ext
1.844175,havuz,GI,kalca_ext
1.853350,havuz,GI,kalca_ext
1.862850,havuz,GI,kalca_ext
1.882000,havuz,GI,kalca_ext
2.039775,havuz,GI,kalca_ext
2.049800,havuz,GI,kalca_ext
2.059100,havuz,GI,kalca_ext
2.068325,havuz,GI,kalca_ext
2.077625,havuz,GI,kalca_ext
2.087050,havuz,GI,kalca_ext
2.096075,havuz,GI,kalca_ext
2.104825,havuz,GI,kalca_ext
2.113600,havuz,GI,kalca_ext
2.122500,havuz,GI,kalca_ext
2.131475,havuz,GI,kalca_ext
2.140475,havuz,GI,kalca_ext
2.149500,havuz,GI,kalca_ext
2.158525,havuz,GI,kalca_ext
2.167525,havuz,GI,kalca_ext
2.176550,havuz,GI,kalca_ext
2.185550,havuz,GI,kalca_ext
2.194600,havuz,GI,kalca_ext
2.203600,havuz,GI,kalca_ext
2.212650,havuz,GI,kalca_ext
2.221675,havuz,GI,kalca_ext
2.230700,havuz,GI,kalca_ext
2.239875,havuz,GI,kalca_ext
2.249375,havuz,GI,kalca_ext
2.268575,havuz,GI,kalca_ext
2.426275,havuz,GI,kalca_ext
2.436325,havuz,GI,kalca_ext
2.445625,havuz,GI,kalca_ext
2.454850,havuz,GI,kalca_ext
2.464100,havuz,GI,kalca_ext
2.473575,havuz,GI,kalca_ext
2.482600,havuz,GI,kalca_ext
2.491350,havuz,GI,kalca_ext
2.500125,havuz,GI,kalca_ext
2.509025,havuz,GI,kalca_ext
2.518025,havuz,GI,kalca_ext
2.527000,havuz,GI,kalca_ext
2.536025,havuz,GI,kalca_ext
2.545050,havuz,GI,kalca_ext
2.554050,havuz,GI,kalca_ext
2.563075,havuz,GI,kalca_ext
2.572075,havuz,GI,kalca_ext
2.581125,havuz,GI,kalca_ext
2.590125,havuz,GI,kalca_ext
2.599175,havuz,GI,kalca_ext
2.608200,havuz,GI,kalca_ext
2.617225,havuz,GI,kalca_ext
2.626400,havuz,GI,kalca_ext
2.635900,havuz,GI,kalca_ext
2.655100,havuz,GI,kalca_ext
2.812825,havuz,GI,kalca_ext
2.822850,havuz,GI,kalca_ext
2.832150,havuz,GI,kalca_ext
2.841375,havuz,GI,kalca_ext
2.850675,havuz,GI,kalca_ext
2.860100,havuz,GI,kalca_ext
2.869125,havuz,GI,kalca_ext
2.877875,havuz,GI,kalca_ext
2.886650,havuz,GI,kalca_ext
2.895550,havuz,GI,kalca_ext
2.904525,havuz,GI,kalca_ext
2.913525,havuz,GI,kalca_ext
2.922550,havuz,GI,kalca_ext
2.931575,havuz,GI,kalca_ext
2.940575,havuz,GI,kalca_ext
2.949600,havuz,GI,kalca_ext
2.958600,havuz,GI,kalca_ext
2.967650,havuz,GI,kalca_ext
2.976650,havuz,GI,kalca_ext
2.985700,havuz,GI,kalca_ext
2.994725,havuz,GI,kalca_ext
0.005950,havuz,GS,kalca_ext
0.014750,havuz,GS,kalca_ext
0.023875,havuz,GS,kalca_ext
0.033100,havuz,GS,kalca_ext
0.042300,havuz,GS,kalca_ext
0.051375,havuz,GS,kalca_ext
0.060425,havuz,GS,kalca_ext
0.069450,havuz,GS,kalca_ext
0.078500,havuz,GS,kalca_ext
0.087500,havuz,GS,kalca_ext
0.096575,havuz,GS,kalca_ext
0.105750,havuz,GS,kalca_ext
0.115425,havuz,GS,kalca_ext
0.126000,havuz,GS,kalca_ext
0.137200,havuz,GS,kalca_ext
0.147575,havuz,GS,kalca_ext
0.156775,havuz,GS,kalca_ext
0.165925,havuz,GS,kalca_ext
0.174925,havuz,GS,kalca_ext
0.183800,havuz,GS,kalca_ext
0.192650,havuz,GS,kalca_ext
0.201600,havuz,GS,kalca_ext
0.210575,havuz,GS,kalca_ext
0.219600,havuz,GS,kalca_ext
0.228625,havuz,GS,kalca_ext
0.237625,havuz,GS,kalca_ext
0.246650,havuz,GS,kalca_ext
0.255700,havuz,GS,kalca_ext
0.264700,havuz,GS,kalca_ext
0.273725,havuz,GS,kalca_ext
0.282775,havuz,GS,kalca_ext
0.291775,havuz,GS,kalca_ext
0.300925,havuz,GS,kalca_ext
0.310150,havuz,GS,kalca_ext
0.320175,havuz,GS,kalca_ext
0.493450,havuz,GS,kalca_ext
0.503475,havuz,GS,kalca_ext
0.512750,havuz,GS,kalca_ext
0.521975,havuz,GS,kalca_ext
0.531400,havuz,GS,kalca_ext
