# t_s,f_TA_Hz,u_TA,akt_TA,Fkas_TA_N,f_Sol_Hz,u_Sol,akt_Sol,Fkas_Sol_N,f_IP_Hz,u_IP,akt_IP,Fkas_IP_N,f_VL_Hz,u_VL,akt_VL,Fkas_VL_N,hip_flx_derece,knee_flx_derece,ankle_flx_derece
0.000150,0.000000,0.000000,0.049914,0.388925,0.000000,0.000000,0.049914,0.065819,0.000000,0.000000,0.049914,0.635194,0.000000,0.000000,0.049914,0.635896,37.200327,-123.701329,13.976773
0.000300,0.000000,0.000000,0.049828,0.401594,0.000000,0.000000,0.049828,0.063105,0.000000,0.000000,0.049828,0.634905,0.000000,0.000000,0.049828,0.637157,37.201277,-123.705316,13.908206
0.000450,0.000000,0.000000,0.049742,0.422599,0.000000,0.000000,0.049742,0.058925,0.000000,0.000000,0.049742,0.634454,0.000000,0.000000,0.049742,0.639258,37.202767,-123.711965,13.797547
0.000600,0.000000,0.000000,0.049656,0.451671,0.000000,0.000000,0.049656,0.053699,0.000000,0.000000,0.049656,0.633880,0.000000,0.000000,0.049656,0.642200,37.204660,-123.721283,13.649949
0.000750,0.000000,0.000000,0.049571,0.488017,0.000000,0.000000,0.049571,0.047891,0.000000,0.000000,0.049571,0.633236,0.000000,0.000000,0.049571,0.645986,37.206785,-123.733278,13.472115
0.000900,0.000000,0.000000,0.049486,0.527991,0.000000,0.000000,0.049486,0.041934,0.000000,0.000000,0.049486,0.632581,0.000000,0.000000,0.049486,0.650621,37.208942,-123.747957,13.271867
0.001050,0.000000,0.000000,0.049400,0.565293,0.000000,0.000000,0.049400,0.036184,0.000000,0.000000,0.049400,0.631979,0.000000,0.000000,0.049400,0.656107,37.210919,-123.765311,13.057555
0.001200,0.000000,0.000000,0.049315,0.597685,0.000000,0.000000,0.049315,0.030893,0.000000,0.000000,0.049315,0.631488,0.000000,0.000000,0.049315,0.662436,37.212514,-123.785304,12.837436
0.001350,0.000000,0.000000,0.049231,0.623651,0.000000,0.000000,0.049231,0.026212,0.000000,0.000000,0.049231,0.631164,0.000000,0.000000,0.049231,0.669587,37.213538,-123.807856,12.619194
0.001500,0.000000,0.000000,0.049146,0.642294,0.000000,0.000000,0.049146,0.022209,0.000000,0.000000,0.049146,0.631053,0.000000,0.000000,0.049146,0.677520,37.213829,-123.832842,12.409615
0.001650,0.000000,0.000000,0.049061,0.653363,0.000000,0.000000,0.049061,0.018896,0.000000,0.000000,0.049061,0.631195,0.000000,0.000000,0.049061,0.686179,37.213257,-123.860086,12.214400
0.001800,0.000000,0.000000,0.048977,0.657174,0.000000,0.000000,0.048977,0.016245,0.000000,0.000000,0.048977,0.631616,0.000000,0.000000,0.048977,0.695486,37.211722,-123.889371,12.038074
0.001950,0.000000,0.000000,0.048893,0.654463,0.000000,0.000000,0.048893,0.014210,0.000000,0.000000,0.048893,0.632336,0.000000,0.000000,0.048893,0.705345,37.209158,-123.920438,11.883986
0.002100,0.000000,0.000000,0.048809,0.646217,0.000000,0.000000,0.048809,0.012739,0.000000,0.000000,0.048809,0.633365,0.000000,0.000000,0.048809,0.715637,37.205530,-123.952998,11.754363
0.002250,0.000000,0.000000,0.048725,0.633534,0.000000,0.000000,0.048725,0.011776,0.000000,0.000000,0.048725,0.634704,0.000000,0.000000,0.048725,0.726226,37.200831,-123.986737,11.650405
0.002400,0.000000,0.000000,0.048641,0.617513,0.000000,0.000000,0.048641,0.011274,0.000000,0.000000,0.048641,0.636347,0.000000,0.000000,0.048641,0.736954,37.195078,-124.021331,11.572408
0.002550,0.000000,0.000000,0.048558,0.599174,0.000000,0.000000,0.048558,0.011187,0.000000,0.000000,0.048558,0.638284,0.000000,0.000000,0.048558,0.747647,37.188313,-124.056450,11.519889
0.002700,0.000000,0.000000,0.048474,0.579430,0.000000,0.000000,0.048474,0.011481,0.000000,0.000000,0.048474,0.640496,0.000000,0.000000,0.048474,0.758108,37.180592,-124.091768,11.491712
0.002850,0.000000,0.000000,0.048391,0.559059,0.000000,0.000000,0.048391,0.012121,0.000000,0.000000,0.048391,0.642962,0.000000,0.000000,0.048391,0.768124,37.171988,-124.126967,11.486207
0.003000,0.000000,0.000000,0.048308,0.538715,0.000000,0.000000,0.048308,0.013081,0.000000,0.000000,0.048308,0.645658,0.000000,0.000000,0.048308,0.777463,37.162585,-124.161746,11.501281
0.003150,0.000000,0.000000,0.048225,0.518926,0.000000,0.000000,0.048225,0.014333,0.000000,0.000000,0.048225,0.648555,0.000000,0.000000,0.048225,0.785881,37.152476,-124.195822,11.534509
0.003300,0.000000,0.000000,0.048143,0.500120,0.000000,0.000000,0.048143,0.015853,0.000000,0.000000,0.048143,0.651623,0.000000,0.000000,0.048143,0.793138,37.141762,-124.228935,11.583230
0.003450,0.000000,0.000000,0.048060,0.482524,0.000000,0.000000,0.048060,0.017611,0.000000,0.000000,0.048060,0.654830,0.000000,0.000000,0.048060,0.799022,37.130547,-124.260851,11.644615
0.003600,0.000000,0.000000,0.047978,0.465217,0.000000,0.000000,0.047978,0.019575,0.000000,0.000000,0.047978,0.658143,0.000000,0.000000,0.047978,0.803391,37.118936,-124.291362,11.715735
0.003750,0.000000,0.000000,0.047895,0.447842,0.000000,0.000000,0.047895,0.021707,0.000000,0.000000,0.047895,0.661528,0.000000,0.000000,0.047895,0.806210,37.107037,-124.320285,11.793573
0.003900,0.000000,0.000000,0.047813,0.430693,0.000000,0.000000,0.047813,0.023958,0.000000,0.000000,0.047813,0.664953,0.000000,0.000000,0.047813,0.807571,37.094956,-124.347458,11.875056
0.004050,0.000000,0.000000,0.047731,0.414209,0.000000,0.000000,0.047731,0.026271,0.000000,0.000000,0.047731,0.668382,0.000000,0.000000,0.047731,0.807669,37.082797,-124.372748,11.957122
0.004200,0.000000,0.000000,0.047650,0.398830,0.000000,0.000000,0.047650,0.028580,0.000000,0.000000,0.047650,0.671785,0.000000,0.000000,0.047650,0.806746,37.070658,-124.396044,12.036786
0.004350,0.000000,0.000000,0.047568,0.384951,0.000000,0.000000,0.047568,0.030811,0.000000,0.000000,0.047568,0.675130,0.000000,0.000000,0.047568,0.805020,37.058633,-124.417262,12.111214
0.004500,0.000000,0.000000,0.047486,0.372908,0.000000,0.000000,0.047486,0.032886,0.000000,0.000000,0.047486,0.678389,0.000000,0.000000,0.047486,0.802668,37.046804,-124.436345,12.177795
0.004650,0.000000,0.000000,0.047405,0.362970,0.000000,0.000000,0.047405,0.034728,0.000000,0.000000,0.047405,0.681536,0.000000,0.000000,0.047405,0.799831,37.035245,-124.453262,12.234215
0.004800,0.000000,0.000000,0.047324,0.355368,0.000000,0.000000,0.047324,0.036265,0.000000,0.000000,0.047324,0.684551,0.000000,0.000000,0.047324,0.796601,37.024018,-124.468011,12.278529
0.004950,0.000000,0.000000,0.047243,0.350248,0.000000,0.000000,0.047243,0.037435,0.000000,0.000000,0.047243,0.687416,0.000000,0.000000,0.047243,0.793046,37.013170,-124.480618,12.309223
0.005100,0.000000,0.000000,0.047162,0.347685,0.000000,0.000000,0.047162,0.038196,0.000000,0.000000,0.047162,0.690117,0.000000,0.000000,0.047162,0.789212,37.002736,-124.491140,12.325260
0.005250,0.000000,0.000000,0.047082,0.347701,0.000000,0.000000,0.047082,0.038525,0.000000,0.000000,0.047082,0.692648,0.000000,0.000000,0.047082,0.785139,36.992734,-124.499663,12.326114
0.005400,0.000000,0.000000,0.047001,0.350268,0.000000,0.000000,0.047001,0.038424,0.000000,0.000000,0.047001,0.695005,0.000000,0.000000,0.047001,0.780862,36.983168,-124.506299,12.311785
0.005550,0.000000,0.000000,0.046921,0.355313,0.000000,0.000000,0.046921,0.037916,0.000000,0.000000,0.046921,0.697189,0.000000,0.000000,0.046921,0.776418,36.974028,-124.511192,12.282789
0.005700,0.000000,0.000000,0.046840,0.362712,0.000000,0.000000,0.046840,0.037046,0.000000,0.000000,0.046840,0.699209,0.000000,0.000000,0.046840,0.771845,36.965290,-124.514509,12.240143
0.005850,0.000000,0.000000,0.046760,0.372315,0.000000,0.000000,0.046760,0.035876,0.000000,0.000000,0.046760,0.701072,0.000000,0.000000,0.046760,0.767186,36.956918,-124.516440,12.185316
0.006000,20.000000,0.000000,0.046680,0.383898,0.000000,0.000000,0.046680,0.034479,0.000000,0.000000,0.046680,0.702795,20.000000,0.000000,0.046680,0.762488,36.948866,-124.517198,12.120178
0.006150,19.940000,0.000000,0.046601,0.397148,0.000000,0.000000,0.046601,0.032933,20.000000,0.000000,0.046601,0.704393,19.940000,0.000000,0.046601,0.757802,36.941079,-124.517011,12.046927
0.006300,19.880180,0.000000,0.046521,0.411662,0.000000,0.000000,0.046521,0.031317,19.940000,0.000000,0.046521,0.705886,19.880180,0.000000,0.046521,0.753182,36.933495,-124.516118,11.968002
0.006450,19.820539,0.000000,0.046442,0.426943,0.000000,0.000000,0.046442,0.029705,19.880180,0.000000,0.046442,0.707290,19.820539,0.000000,0.046442,0.748685,36.926058,-124.514767,11.885982
0.006600,19.761078,0.000000,0.046362,0.442375,0.000000,0.000000,0.046362,0.028161,19.820539,0.000000,0.046362,0.708623,19.761078,0.000000,0.046362,0.744368,36.918713,-124.513210,11.803481
0.006750,19.701795,0.000000,0.046283,0.457171,0.000000,0.000000,0.046283,0.026741,19.761078,0.000000,0.046283,0.709905,19.701795,0.000000,0.046283,0.740280,36.911390,-124.511677,11.723085
0.006900,19.642689,0.000000,0.046204,0.470267,0.000000,0.000000,0.046204,0.025491,19.701795,0.000000,0.046204,0.711156,19.642689,0.000000,0.046204,0.736468,36.904026,-124.510386,11.647201
0.007050,19.583761,0.000000,0.046125,0.480248,0.000000,0.000000,0.046125,0.024442,19.642689,0.000000,0.046125,0.712391,19.583761,0.000000,0.046125,0.732970,36.896570,-124.509531,11.577953
0.007200,19.525010,0.000000,0.046047,0.486672,0.000000,0.000000,0.046047,0.023618,19.583761,0.000000,0.046047,0.713621,19.525010,0.000000,0.046047,0.729816,36.888976,-124.509275,11.517080
0.007350,19.466435,0.000000,0.045968,0.489853,0.000000,0.000000,0.045968,0.023028,19.525010,0.000000,0.045968,0.714855,19.466435,0.000000,0.045968,0.727024,36.881215,-124.509746,11.465877
0.007500,19.408036,0.000000,0.045890,0.490203,0.000000,0.000000,0.045890,0.022677,19.466435,0.000000,0.045890,0.716096,19.408036,0.000000,0.045890,0.724600,36.873266,-124.511036,11.425192
0.007650,19.349811,0.000000,0.045812,0.488164,0.000000,0.000000,0.045812,0.022564,19.408036,0.000000,0.045812,0.717358,19.349811,0.000000,0.045812,0.722532,36.865077,-124.513172,11.395523
0.007800,19.291762,0.000000,0.045733,0.484216,0.000000,0.000000,0.045733,0.022681,19.349811,0.000000,0.045733,0.718637,19.291762,0.000000,0.045733,0.720805,36.856647,-124.516172,11.376878
0.007950,19.233887,0.000000,0.045656,0.478840,0.000000,0.000000,0.045656,0.023015,19.291762,0.000000,0.045656,0.719915,19.233887,0.000000,0.045656,0.719404,36.848023,-124.520046,11.368820
0.008100,19.176185,0.000000,0.045578,0.472476,0.000000,0.000000,0.045578,0.023549,19.233887,0.000000,0.045578,0.721181,19.176185,0.000000,0.045578,0.718299,36.839226,-124.524754,11.370655
0.008250,19.118656,0.000000,0.045500,0.465523,0.000000,0.000000,0.045500,0.024266,19.176185,0.000000,0.045500,0.722423,19.118656,0.000000,0.045500,0.717453,36.830281,-124.530234,11.381414
0.008400,19.061301,0.000000,0.045423,0.458207,0.000000,0.000000,0.045423,0.025143,19.118656,0.000000,0.045423,0.723627,19.061301,0.000000,0.045423,0.716823,36.821222,-124.536400,11.399901
0.008550,19.004117,0.000000,0.045345,0.450497,0.000000,0.000000,0.045345,0.026155,19.061301,0.000000,0.045345,0.724778,19.004117,0.000000,0.045345,0.716366,36.812084,-124.543157,11.424740
0.008700,18.947104,0.000000,0.045268,0.442483,0.000000,0.000000,0.045268,0.027273,19.004117,0.000000,0.045268,0.725860,18.947104,0.000000,0.045268,0.716036,36.802907,-124.550398,11.454413
0.008850,18.890263,0.000000,0.045191,0.434352,0.000000,0.000000,0.045191,0.028463,18.947104,0.000000,0.045191,0.726857,18.890263,0.000000,0.045191,0.715787,36.793733,-124.558010,11.487300
0.009000,18.833592,0.000000,0.045114,0.426335,0.000000,0.000000,0.045114,0.029689,18.890263,0.000000,0.045114,0.727753,18.833592,0.000000,0.045114,0.715574,36.784604,-124.565878,11.521733
0.009150,18.777091,0.000000,0.045037,0.418679,0.000000,0.000000,0.045037,0.030913,18.833592,0.000000,0.045037,0.728533,18.777091,0.000000,0.045037,0.715357,36.775564,-124.573891,11.556040
0.009300,18.720760,0.000000,0.044961,0.411627,0.000000,0.000000,0.044961,0.032094,18.777091,0.000000,0.044961,0.729184,18.720760,0.000000,0.044961,0.715099,36.766653,-124.581946,11.588602
0.009450,18.664598,0.000000,0.044884,0.405405,0.000000,0.000000,0.044884,0.033191,18.720760,0.000000,0.044884,0.729695,18.664598,0.000000,0.044884,0.714769,36.757908,-124.589945,11.617897
0.009600,18.608604,0.000000,0.044808,0.400209,0.000000,0.000000,0.044808,0.034166,18.664598,0.000000,0.044808,0.730058,18.608604,0.000000,0.044808,0.714342,36.749364,-124.597806,11.642554
0.009750,18.552778,0.000000,0.044732,0.396205,0.000000,0.000000,0.044732,0.034983,18.608604,0.000000,0.044732,0.730266,18.552778,0.000000,0.044732,0.713800,36.741048,-124.605460,11.661390
0.009900,18.497120,0.000000,0.044656,0.393520,0.000000,0.000000,0.044656,0.035615,18.552778,0.000000,0.044656,0.730318,18.497120,0.000000,0.044656,0.713131,36.732982,-124.612855,11.673453
0.010050,18.441629,0.000000,0.044580,0.392241,0.000000,0.000000,0.044580,0.036039,18.497120,0.000000,0.044580,0.730215,18.441629,0.000000,0.044580,0.712331,36.725182,-124.619957,11.678052
0.010200,18.386304,0.000000,0.044504,0.392415,0.000000,0.000000,0.044504,0.036244,18.441629,0.000000,0.044504,0.729960,18.386304,0.000000,0.044504,0.711403,36.717655,-124.626747,11.674773
0.010350,18.331145,0.000000,0.044429,0.394045,0.000000,0.000000,0.044429,0.036229,18.386304,0.000000,0.044429,0.729561,18.331145,0.000000,0.044429,0.710355,36.710401,-124.633226,11.663492
0.010500,18.276151,0.000000,0.044353,0.397092,0.000000,0.000000,0.044353,0.036003,18.331145,0.000000,0.044353,0.729028,18.276151,0.000000,0.044353,0.709201,36.703413,-124.639410,11.644377
0.010650,18.221323,0.000000,0.044278,0.401468,0.000000,0.000000,0.044278,0.035582,18.276151,0.000000,0.044278,0.728373,18.221323,0.000000,0.044278,0.707957,36.696675,-124.645334,11.617871
0.010800,18.166659,0.000000,0.044203,0.407039,0.000000,0.000000,0.044203,0.034995,18.221323,0.000000,0.044203,0.727610,18.166659,0.000000,0.044203,0.706647,36.690168,-124.651042,11.584674
0.010950,18.112159,0.000000,0.044128,0.413618,0.000000,0.000000,0.044128,0.034273,18.166659,0.000000,0.044128,0.726755,18.112159,0.000000,0.044128,0.705294,36.683863,-124.656594,11.545710
0.011100,18.057822,0.000000,0.044053,0.420959,0.000000,0.000000,0.044053,0.033451,18.112159,0.000000,0.044053,0.725823,18.057822,0.000000,0.044053,0.703923,36.677731,-124.662056,11.502087
0.011250,18.003649,0.000000,0.043978,0.428749,0.000000,0.000000,0.043978,0.032570,18.057822,0.000000,0.043978,0.724831,18.003649,0.000000,0.043978,0.702560,36.671736,-124.667501,11.455048
0.011400,17.949638,0.000000,0.043903,0.436591,0.000000,0.000000,0.043903,0.031666,18.003649,0.000000,0.043903,0.723794,17.949638,0.000000,0.043903,0.701229,36.665841,-124.673005,11.405912
0.011550,17.895789,0.000000,0.043829,0.443976,0.000000,0.000000,0.043829,0.030775,17.949638,0.000000,0.043829,0.722728,17.895789,0.000000,0.043829,0.699953,36.660012,-124.678641,11.356020
0.011700,17.842102,0.000000,0.043755,0.450272,0.000000,0.000000,0.043755,0.029927,17.895789,0.000000,0.043755,0.721644,17.842102,0.000000,0.043755,0.698752,36.654211,-124.684477,11.306667
0.011850,17.788575,0.000000,0.043680,0.455005,0.000000,0.000000,0.043680,0.029151,17.842102,0.000000,0.043680,0.720556,17.788575,0.000000,0.043680,0.697640,36.648408,-124.690574,11.259042
0.012000,17.735210,0.206186,0.046211,0.460316,0.000000,0.000000,0.043606,0.028465,17.788575,0.000000,0.043606,0.719472,17.735210,0.333333,0.048186,0.697875,36.642572,-124.696980,11.214191
0.012150,17.682004,0.205567,0.048977,0.467133,0.000000,0.000000,0.043532,0.027891,17.735210,0.333333,0.048114,0.719681,17.682004,0.332333,0.053079,0.699666,36.636673,-124.703737,11.173145
0.012300,17.628958,0.204950,0.051665,0.473747,0.000000,0.000000,0.043459,0.027444,17.682004,0.332333,0.053009,0.721167,17.628958,0.331336,0.057811,0.702201,36.630679,-124.710879,11.136937
0.012450,17.576071,0.204335,0.054279,0.479585,0.000000,0.000000,0.043385,0.027142,17.628958,0.331336,0.057744,0.723100,17.576071,0.330342,0.062393,0.705591,36.624562,-124.718429,11.106475
0.012600,17.523343,0.203722,0.056821,0.484321,0.000000,0.000000,0.043312,0.026993,17.576071,0.330342,0.062328,0.725450,17.523343,0.329351,0.066831,0.709832,36.618297,-124.726398,11.082488
0.012750,17.470773,0.203111,0.059293,0.487744,0.000000,0.000000,0.043238,0.027007,17.523343,0.329351,0.066767,0.728266,17.470773,0.328363,0.071131,0.714887,36.611859,-124.734780,11.065494
0.012900,17.418361,0.202502,0.061698,0.489727,0.000000,0.000000,0.043165,0.027184,17.470773,0.328363,0.071070,0.731535,17.418361,0.327378,0.075302,0.720716,36.605233,-124.743556,11.055781
0.013050,17.366106,0.201894,0.064039,0.490223,0.000000,0.000000,0.043092,0.027525,17.418361,0.327378,0.075242,0.735243,17.366106,0.326396,0.079348,0.727276,36.598406,-124.752689,11.053391
0.013200,17.314007,0.201289,0.066318,0.489314,0.000000,0.000000,0.043019,0.028025,17.366106,0.326396,0.079289,0.739378,17.314007,0.325417,0.083275,0.734523,36.591371,-124.762129,11.058125
0.013350,17.262065,0.200685,0.068536,0.487138,0.000000,0.000000,0.042946,0.028674,17.314007,0.325417,0.083218,0.743925,17.262065,0.324441,0.087088,0.742407,36.584128,-124.771813,11.069547
0.013500,17.210279,0.200083,0.070696,0.483857,0.000000,0.000000,0.042874,0.029460,17.262065,0.324441,0.087033,0.748869,17.210279,0.323467,0.090793,0.750879,36.576683,-124.781667,11.087007
0.013650,17.158648,0.199483,0.072800,0.479678,0.000000,0.000000,0.042801,0.030366,17.210279,0.323467,0.090739,0.754194,17.158648,0.322497,0.094394,0.759887,36.569046,-124.791609,11.109661
0.013800,17.107172,0.198884,0.074849,0.474839,0.000000,0.000000,0.042729,0.031371,17.158648,0.322497,0.094342,0.759882,17.107172,0.321529,0.097895,0.769378,36.561232,-124.801549,11.136507
0.013950,17.055851,0.198287,0.076846,0.469598,0.000000,0.000000,0.042657,0.032450,17.107172,0.321529,0.097844,0.765918,17.055851,0.320565,0.101300,0.779298,36.553258,-124.811396,11.166417
0.014100,17.004683,0.197693,0.078791,0.464222,0.000000,0.000000,0.042584,0.033575,17.055851,0.320565,0.101250,0.772283,17.004683,0.319603,0.104613,0.789595,36.545147,-124.821058,11.198179
0.014250,16.953669,0.197100,0.080687,0.458974,0.000000,0.000000,0.042512,0.034715,17.004683,0.319603,0.104564,0.778961,16.953669,0.318644,0.107837,0.800216,36.536921,-124.830446,11.230542
0.014400,16.902808,0.196508,0.082534,0.454105,0.000000,0.000000,0.042441,0.035838,16.953669,0.318644,0.107789,0.785933,16.902808,0.317688,0.110976,0.811111,36.528604,-124.839474,11.262258
0.014550,16.852100,0.195919,0.084335,0.449843,0.000000,0.000000,0.042369,0.036910,16.902808,0.317688,0.110929,0.793184,16.852100,0.316735,0.114032,0.822234,36.520219,-124.848068,11.292127
0.014700,16.801543,0.195331,0.086091,0.446393,0.000000,0.000000,0.042297,0.037899,16.852100,0.316735,0.113986,0.800698,16.801543,0.315785,0.117009,0.833541,36.511786,-124.856160,11.319039
0.014850,36.751139,0.194745,0.087802,0.443924,0.000000,0.000000,0.042226,0.038776,16.801543,0.315785,0.116963,0.808460,36.751139,0.314838,0.119909,0.844995,36.503325,-124.863695,11.342014
0.015000,36.640885,0.194161,0.089471,0.442572,0.000000,0.000000,0.042155,0.039512,36.751139,0.314838,0.119864,0.816457,36.640885,0.313893,0.122734,0.856561,36.494850,-124.870633,11.360237
0.015150,36.530963,0.193578,0.091098,0.442437,0.000000,0.000000,0.042083,0.040090,36.640885,0.313893,0.122691,0.824680,36.530963,0.312952,0.125489,0.868214,36.486372,-124.876946,11.373084
0.015300,36.421370,0.192998,0.092684,0.443580,0.000000,0.000000,0.042012,0.040494,36.530963,0.312952,0.125446,0.833117,36.421370,0.312013,0.128174,0.879931,36.477898,-124.882621,11.380146
0.015450,36.312106,0.192419,0.094232,0.446025,0.000000,0.000000,0.041942,0.040720,36.421370,0.312013,0.128132,0.841764,36.312106,0.311077,0.130792,0.891699,36.469426,-124.887661,11.381240
0.015600,36.203169,0.191841,0.095741,0.449757,0.000000,0.000000,0.041871,0.040770,36.312106,0.311077,0.130751,0.850614,36.203169,0.310143,0.133345,0.903509,36.460954,-124.892082,11.376415
0.015750,36.094560,0.191266,0.097212,0.454720,20.000000,0.000000,0.041800,0.040654,36.203169,0.310143,0.133305,0.859667,36.094560,0.309213,0.135835,0.915360,36.452470,-124.895917,11.365951
0.015900,35.986276,0.190692,0.098648,0.460824,19.940000,0.000000,0.041730,0.040390,36.094560,0.309213,0.135796,0.868921,35.986276,0.308285,0.138264,0.927255,36.443961,-124.899207,11.350339
0.016050,35.878317,0.190120,0.100048,0.467939,19.880180,0.000000,0.041659,0.040002,35.986276,0.308285,0.138225,0.878378,35.878317,0.307360,0.140634,0.939205,36.435407,-124.902008,11.330267
0.016200,35.770682,0.189550,0.101413,0.475902,19.820539,0.000000,0.041589,0.039518,35.878317,0.307360,0.140596,0.888041,35.770682,0.306438,0.142946,0.951223,36.426788,-124.904381,11.306588
0.016350,35.663370,0.188981,0.102745,0.484518,19.761078,0.000000,0.041519,0.038971,35.770682,0.306438,0.142909,0.897915,35.663370,0.305519,0.145203,0.963328,36.418078,-124.906398,11.280288
0.016500,35.556380,0.188414,0.104044,0.493565,19.701795,0.000000,0.041449,0.038394,35.663370,0.305519,0.145166,0.908005,35.556380,0.304603,0.147405,0.975541,36.409252,-124.908131,11.252444
0.016650,35.449711,0.187849,0.105312,0.502802,19.642689,0.000000,0.041379,0.037818,35.556380,0.304603,0.147369,0.918316,35.449711,0.303689,0.149554,0.987883,36.400287,-124.909656,11.224181
0.016800,35.343362,0.187285,0.106548,0.511976,19.583761,0.000000,0.041309,0.037276,35.449711,0.303689,0.149520,0.928854,35.343362,0.302778,0.151653,1.000378,36.391159,-124.911045,11.196631
0.016950,35.237332,0.186723,0.107754,0.520831,19.525010,0.000000,0.041240,0.036796,35.343362,0.302778,0.151619,0.939623,35.237332,0.301869,0.153701,1.013045,36.381846,-124.912368,11.170884
0.017100,35.131620,0.186163,0.108930,0.529123,19.466435,0.000000,0.041170,0.036403,35.237332,0.301869,0.153668,0.950627,35.131620,0.300964,0.155701,1.025906,36.372333,-124.913687,11.147952
0.017250,35.026225,0.185605,0.110077,0.536627,19.408036,0.000000,0.041101,0.036118,35.131620,0.300964,0.155668,0.961867,35.026225,0.300061,0.157654,1.038974,36.362608,-124.915054,11.128721
0.017400,34.921146,0.185048,0.111195,0.543151,19.349811,0.000000,0.041032,0.035957,35.026225,0.300061,0.157622,0.973343,34.921146,0.299161,0.159561,1.052261,36.352665,-124.916512,11.113925
0.017550,34.816383,0.184493,0.112286,0.548547,19.291762,0.000000,0.040963,0.035932,34.921146,0.299161,0.159529,0.985052,34.816383,0.298263,0.161423,1.065773,36.342505,-124.918089,11.104114
0.017700,34.711934,0.183939,0.113350,0.552717,19.233887,0.000000,0.040894,0.036049,34.816383,0.298263,0.161391,0.996989,34.711934,0.297368,0.163241,1.079510,36.332135,-124.919800,11.099636
0.017850,34.607798,0.183387,0.114388,0.555624,19.176185,0.000000,0.040825,0.036311,34.711934,0.297368,0.163210,1.009144,34.607798,0.296476,0.165016,1.093465,36.321571,-124.921648,11.100622
0.018000,34.503975,0.182837,0.115400,0.557286,19.118656,0.000000,0.040756,0.036715,34.607798,0.296476,0.164986,1.021506,34.503975,0.295587,0.166750,1.107625,36.310832,-124.923619,11.106986
0.018150,34.400463,0.182289,0.116387,0.557782,19.061301,0.000000,0.040688,0.037253,34.503975,0.295587,0.166721,1.034060,34.400463,0.294700,0.168444,1.121972,36.299949,-124.925691,11.118428
0.018300,34.297261,0.181742,0.117349,0.557243,19.004117,0.000000,0.040619,0.037912,34.400463,0.294700,0.168415,1.046789,34.297261,0.293816,0.170098,1.136480,36.288956,-124.927827,11.134451
0.018450,34.194369,0.181197,0.118287,0.555846,18.947104,0.000000,0.040551,0.038675,34.297261,0.293816,0.170069,1.059674,34.194369,0.292935,0.171713,1.151120,36.277891,-124.929982,11.154379
0.018600,34.091786,0.180653,0.119201,0.553803,18.890263,0.000000,0.040483,0.039523,34.194369,0.292935,0.171685,1.072690,34.091786,0.292056,0.173291,1.165860,36.266798,-124.932107,11.177391
0.018750,33.989511,0.180111,0.120092,0.551348,18.833592,0.000000,0.040415,0.040428,34.091786,0.292056,0.173263,1.085815,33.989511,0.291180,0.174831,1.180663,36.255724,-124.934145,11.202553
0.018900,33.887542,0.179571,0.120961,0.548730,18.777091,0.000000,0.040347,0.041365,33.989511,0.291180,0.174804,1.099024,33.887542,0.290306,0.176336,1.195494,36.244714,-124.936039,11.228860
0.019050,33.785880,0.179032,0.121807,0.546195,18.720760,0.000000,0.040279,0.042302,33.887542,0.290306,0.176309,1.112291,33.785880,0.289435,0.177806,1.210314,36.233818,-124.937735,11.255278
0.019200,33.684522,0.178495,0.122632,0.543982,18.664598,0.000000,0.040212,0.043211,33.785880,0.289435,0.177779,1.125591,33.684522,0.288567,0.179241,1.225090,36.223078,-124.939181,11.280784
0.019350,33.583469,0.177959,0.123436,0.542307,18.608604,0.000000,0.040144,0.044059,33.684522,0.288567,0.179214,1.138900,33.583469,0.287701,0.180642,1.239790,36.212538,-124.940332,11.304417
0.019500,33.482718,0.177426,0.124218,0.541361,18.552778,0.000000,0.040077,0.044820,33.583469,0.287701,0.180616,1.152196,33.482718,0.286838,0.182011,1.254386,36.202235,-124.941153,11.325310
0.019650,33.382270,0.176893,0.124981,0.541299,18.497120,0.000000,0.040009,0.045468,33.482718,0.286838,0.181985,1.165459,33.382270,0.285977,0.183347,1.268856,36.192200,-124.941616,11.342734
0.019800,33.282123,0.176363,0.125724,0.542240,18.441629,0.000000,0.039942,0.045986,33.382270,0.285977,0.183322,1.178672,33.282123,0.285120,0.184652,1.283185,36.182456,-124.941708,11.356123
0.019950,33.182277,0.175834,0.126447,0.544258,18.386304,0.000000,0.039875,0.046359,33.282123,0.285120,0.184627,1.191821,33.182277,0.284264,0.185926,1.297364,36.173022,-124.941426,11.365103
0.020100,33.082730,0.175306,0.127151,0.547387,18.331145,0.000000,0.039808,0.046582,33.182277,0.284264,0.185902,1.204898,33.082730,0.283411,0.187170,1.311392,36.163903,-124.940780,11.369504
0.020250,32.983482,0.174780,0.127836,0.551614,18.276151,0.000000,0.039742,0.046658,33.082730,0.283411,0.187146,1.217898,32.983482,0.282561,0.188384,1.325274,36.155100,-124.939794,11.369367
0.020400,32.884531,0.174256,0.128503,0.556881,18.221323,0.000000,0.039675,0.046595,32.983482,0.282561,0.188361,1.230819,32.884531,0.281713,0.189570,1.339024,36.146602,-124.938502,11.364941
0.020550,32.785878,0.173733,0.129152,0.563087,18.166659,0.000000,0.039608,0.046411,32.884531,0.281713,0.189547,1.243666,32.785878,0.280868,0.190727,1.352660,36.138394,-124.936948,11.356672
