# t_s,f_TA_Hz,u_TA,akt_TA,Fkas_TA_N,f_Sol_Hz,u_Sol,akt_Sol,Fkas_Sol_N,f_IP_Hz,u_IP,akt_IP,Fkas_IP_N,f_VL_Hz,u_VL,akt_VL,Fkas_VL_N,hip_flx_derece,knee_flx_derece,ankle_flx_derece
0.567750,41.784761,0.485780,0.753573,5.323354,18.676413,0.752193,0.598648,0.723194,41.928088,0.788039,0.955371,12.926625,97.072090,1.000000,0.907587,10.503576,18.612007,-121.853301,45.008019
0.567900,41.659407,0.484323,0.752261,5.320595,18.620383,0.749936,0.599729,0.724924,41.802304,0.785674,0.954392,12.933258,96.780874,1.000000,0.908083,10.507738,18.606659,-121.848045,45.012004
0.568050,41.534428,0.482870,0.750950,5.317815,18.564522,0.747686,0.600784,0.726637,41.676897,0.783317,0.953406,12.939865,96.490532,1.000000,0.908575,10.511822,18.601273,-121.842726,45.015921
0.568200,41.409825,0.481421,0.749641,5.315690,18.508829,0.745443,0.601815,0.728178,41.551866,0.780967,0.952413,12.946397,96.201060,1.000000,0.909064,10.515869,18.595880,-121.837369,45.018848
0.568350,41.285596,0.479977,0.748331,5.314804,18.453302,0.743207,0.602822,0.729420,41.427210,0.778625,0.951414,12.952815,95.912457,1.000000,0.909551,10.519915,18.590504,-121.831995,45.020015
0.568500,41.161739,0.478537,0.747023,5.315530,18.397942,0.740977,0.603804,0.730282,41.302929,0.776289,0.950407,12.959093,95.624719,1.000000,0.910034,10.523988,18.585159,-121.826622,45.018922
0.568650,41.038254,0.477102,0.745716,5.317968,18.342749,0.738754,0.604763,0.730746,41.179020,0.773960,0.949393,12.965227,95.337845,1.000000,0.910515,10.528101,18.579850,-121.821258,45.015424
0.568800,40.915139,0.475670,0.744410,5.321939,18.287720,0.736538,0.605698,0.730854,41.055483,0.771638,0.948372,12.971231,95.051832,1.000000,0.910994,10.532255,18.574566,-121.815903,45.009747
0.568950,40.792394,0.474243,0.743105,5.327025,18.232857,0.734328,0.606610,0.730707,40.932316,0.769323,0.947345,12.977135,94.766676,1.000000,0.911469,10.536435,18.569288,-121.810550,45.002452
0.569100,40.670016,0.472820,0.741801,5.332628,18.178159,0.732125,0.607499,0.730440,40.809519,0.767015,0.946312,12.982981,94.482376,1.000000,0.911942,10.540615,18.563988,-121.805184,44.994338
0.569250,40.548006,0.471402,0.740498,5.338075,18.123624,0.729929,0.608366,0.730210,40.687091,0.764714,0.945272,12.988818,94.198929,1.000000,0.912412,10.544761,18.558637,-121.799784,44.986318
0.569400,40.426362,0.469988,0.739196,5.342721,18.069253,0.727739,0.609210,0.730163,40.565030,0.762420,0.944225,12.994690,93.916332,1.000000,0.912879,10.548839,18.553204,-121.794331,44.979269
0.569550,40.305083,0.468578,0.737895,5.346052,18.015045,0.725556,0.610033,0.730413,40.443335,0.760133,0.943172,13.000630,93.634583,1.000000,0.913344,10.552815,18.547669,-121.788803,44.973892
0.569700,40.184168,0.467172,0.736595,5.347770,17.961000,0.723379,0.610833,0.731026,40.322005,0.757852,0.942114,13.006657,93.353680,1.000000,0.913806,10.556666,18.542018,-121.783187,44.970605
0.569850,40.063615,0.465771,0.735296,5.347832,17.907117,0.721209,0.611612,0.732008,40.201039,0.755579,0.941049,13.012770,93.073619,1.000000,0.914266,10.560377,18.536251,-121.777474,44.969475
0.570000,39.943425,0.464373,0.733998,5.346461,17.853396,0.719046,0.612369,0.733304,40.080435,0.753312,0.939978,13.018949,92.794398,1.000000,0.914722,10.563948,18.530378,-121.771660,44.970214
0.570150,39.823594,0.462980,0.732701,5.344104,17.799836,0.716889,0.613106,0.734808,39.960194,0.751052,0.938901,13.025159,92.516014,1.000000,0.915177,10.567388,18.524422,-121.765753,44.972227
0.570300,39.704124,0.461591,0.731406,5.341359,17.746436,0.714738,0.613821,0.736383,39.840314,0.748799,0.937818,13.031354,92.238466,1.000000,0.915628,10.570718,18.518409,-121.759762,44.974707
0.570450,39.585011,0.460206,0.730111,5.338879,17.693197,0.712594,0.614516,0.737877,39.720793,0.746552,0.936730,13.037486,91.961751,1.000000,0.916077,10.573963,18.512370,-121.753702,44.976770
0.570600,39.466256,0.458826,0.728818,5.337266,17.640117,0.710456,0.615191,0.739153,39.601630,0.744313,0.935636,13.043509,91.685866,1.000000,0.916524,10.577153,18.506331,-121.747591,44.977593
0.570750,39.347857,0.457449,0.727526,5.336976,17.587197,0.708325,0.615846,0.740109,39.482825,0.742080,0.934536,13.049393,91.410808,1.000000,0.916968,10.580311,18.500313,-121.741443,44.976549
0.570900,39.229814,0.456077,0.726235,5.338243,17.534435,0.706200,0.616480,0.740693,39.364377,0.739854,0.933431,13.055119,91.136576,1.000000,0.917409,10.583457,18.494326,-121.735268,44.973305
0.571050,39.112124,0.454709,0.724945,5.341048,17.481832,0.704081,0.617095,0.740912,39.246284,0.737634,0.932321,13.060690,90.863166,1.000000,0.917848,10.586600,18.488367,-121.729073,44.967873
0.571200,38.994788,0.453345,0.723657,5.345120,17.429387,0.701969,0.617691,0.740831,39.128545,0.735421,0.931205,13.066127,90.590577,1.000000,0.918285,10.589739,18.482423,-121.722857,44.960605
0.571350,38.877804,0.451985,0.722370,5.349984,17.377098,0.699863,0.618267,0.740560,39.011159,0.733215,0.930084,13.071464,90.318805,1.000000,0.918719,10.592865,18.476472,-121.716615,44.952137
0.571500,38.761170,0.450629,0.721084,5.355035,17.324967,0.697763,0.618824,0.740238,38.894126,0.731015,0.928958,13.076745,90.047848,1.000000,0.919150,10.595958,18.470486,-121.710337,44.943280
0.571650,38.644887,0.449277,0.719799,5.359639,17.272992,0.695670,0.619363,0.740010,38.777443,0.728822,0.927827,13.082015,89.777705,1.000000,0.919580,10.598999,18.464435,-121.704008,44.934892
0.571800,38.528952,0.447929,0.718515,5.363237,17.221173,0.693583,0.619883,0.740003,38.661111,0.726636,0.926691,13.087312,89.508372,1.000000,0.920006,10.601966,18.458293,-121.697618,44.927736
0.571950,38.413365,0.446585,0.717233,5.365432,17.169510,0.691502,0.620384,0.740305,38.545128,0.724456,0.925550,13.092664,89.239847,1.000000,0.920431,10.604841,18.452044,-121.691154,44.922360
0.572100,38.298125,0.445245,0.715952,5.366050,17.118001,0.689428,0.620867,0.740953,38.429492,0.722282,0.924405,13.098080,88.972127,1.000000,0.920852,10.607614,18.445678,-121.684611,44.919009
0.572250,38.183231,0.443910,0.714672,5.365172,17.066647,0.687359,0.621332,0.741925,38.314204,0.720116,0.923254,13.103553,88.705211,1.000000,0.921272,10.610282,18.439200,-121.677985,44.917590
0.572400,38.068681,0.442578,0.713394,5.363113,17.015447,0.685297,0.621780,0.743146,38.199261,0.717955,0.922099,13.109056,88.439095,1.000000,0.921689,10.612852,18.432625,-121.671281,44.917690
0.572550,37.954475,0.441250,0.712117,5.360372,16.964401,0.683241,0.622210,0.744501,38.084663,0.715801,0.920940,13.114553,88.173778,1.000000,0.922104,10.615336,18.425975,-121.664504,44.918641
0.572700,37.840612,0.439926,0.710841,5.357552,16.913508,0.681192,0.622622,0.745850,37.970409,0.713654,0.919776,13.119997,87.909256,1.000000,0.922516,10.617753,18.419276,-121.657667,44.919631
0.572850,37.727090,0.438607,0.709567,5.355257,16.862767,0.679148,0.623017,0.747055,37.856498,0.711513,0.918607,13.125345,87.645529,1.000000,0.922927,10.620122,18.412556,-121.650778,44.919839
0.573000,37.613908,0.437291,0.708294,5.353998,16.812179,0.677111,0.623395,0.748000,37.742929,0.709378,0.917434,13.130560,87.382592,1.000000,0.923334,10.622460,18.405838,-121.643850,44.918564
0.573150,37.501067,0.435979,0.707022,5.354109,16.761742,0.675079,0.623756,0.748610,37.629700,0.707250,0.916257,13.135617,87.120444,1.000000,0.923740,10.624777,18.399136,-121.636887,44.915341
0.573300,37.388564,0.434671,0.705752,5.355692,16.711457,0.673054,0.624101,0.748863,37.516811,0.705129,0.915076,13.140510,86.859083,1.000000,0.924143,10.627077,18.392453,-121.629892,44.910013
0.573450,37.276398,0.433367,0.704483,5.358608,16.661323,0.671035,0.624429,0.748794,37.404260,0.703013,0.913890,13.145249,86.598506,1.000000,0.924544,10.629355,18.385782,-121.622862,44.902754
0.573600,37.164569,0.432067,0.703216,5.362493,16.611339,0.669022,0.624740,0.748488,37.292048,0.700904,0.912701,13.149860,86.338710,1.000000,0.924943,10.631596,18.379106,-121.615789,44.894040
0.573750,37.053075,0.430771,0.701949,5.366825,16.561505,0.667015,0.625036,0.748064,37.180172,0.698801,0.911507,13.154381,86.079694,1.000000,0.925340,10.633780,18.372401,-121.608660,44.884568
0.573900,36.941916,0.429478,0.700685,5.371009,16.511820,0.665014,0.625315,0.747659,37.068631,0.696705,0.910310,13.158853,85.821455,1.000000,0.925734,10.635886,18.365639,-121.601462,44.875141
0.574050,36.831090,0.428190,0.699422,5.374471,16.462285,0.663019,0.625579,0.747403,36.957425,0.694615,0.909109,13.163317,85.563991,1.000000,0.926126,10.637892,18.358793,-121.594183,44.866534
0.574200,36.720597,0.426905,0.698160,5.376755,16.412898,0.661030,0.625827,0.747399,36.846553,0.692531,0.907904,13.167803,85.307299,1.000000,0.926516,10.639784,18.351843,-121.586812,44.859373
0.574350,36.610435,0.425625,0.696899,5.377595,16.363659,0.659047,0.626059,0.747706,36.736013,0.690454,0.906695,13.172328,85.051377,1.000000,0.926904,10.641553,18.344777,-121.579345,44.854031
0.574500,36.500604,0.424348,0.695641,5.376956,16.314568,0.657069,0.626276,0.748329,36.625805,0.688382,0.905483,13.176891,84.796223,1.000000,0.927289,10.643200,18.337593,-121.571780,44.850571
0.574650,36.391102,0.423075,0.694383,5.375040,16.265625,0.655098,0.626478,0.749221,36.515928,0.686317,0.904267,13.181476,84.541834,1.000000,0.927673,10.644735,18.330300,-121.564123,44.848736
0.574800,36.281928,0.421806,0.693127,5.372248,16.216828,0.653133,0.626664,0.750288,36.406380,0.684258,0.903047,13.186051,84.288208,1.000000,0.928054,10.646175,18.322917,-121.556384,44.847997
0.574950,36.173083,0.420540,0.691873,5.369116,16.168177,0.651173,0.626836,0.751407,36.297161,0.682205,0.901825,13.190576,84.035344,1.000000,0.928433,10.647546,18.315466,-121.548576,44.847639
0.575100,36.064563,0.419279,0.690620,5.366222,16.119673,0.649220,0.626993,0.752443,36.188269,0.680159,0.900598,13.195007,83.783238,1.000000,0.928811,10.648870,18.307975,-121.540713,44.846876
0.575250,35.956370,0.418021,0.689368,5.364098,16.071314,0.647272,0.627136,0.753278,36.079705,0.678118,0.899369,13.199304,83.531888,1.000000,0.929185,10.650171,18.300467,-121.532810,44.844985
0.575400,35.848501,0.416767,0.688118,5.363136,16.023100,0.645330,0.627264,0.753821,35.971465,0.676084,0.898136,13.203439,83.281292,1.000000,0.929558,10.651464,18.292960,-121.524874,44.841422
0.575550,35.740955,0.415516,0.686870,5.363530,15.975030,0.643394,0.627378,0.754029,35.863551,0.674056,0.896900,13.207397,83.031449,1.000000,0.929929,10.652759,18.285461,-121.516912,44.835905
0.575700,35.633732,0.414270,0.685623,5.365244,15.927105,0.641464,0.627477,0.753913,35.755960,0.672033,0.895661,13.211179,82.782354,1.000000,0.930298,10.654050,18.277968,-121.508922,44.828466
0.575850,35.526831,0.413027,0.684378,5.368018,15.879324,0.639540,0.627563,0.753532,35.648692,0.670017,0.894419,13.214804,82.534007,1.000000,0.930665,10.655326,18.270470,-121.500895,44.819438
0.576000,35.420251,0.411788,0.683134,5.371411,15.831686,0.637621,0.627635,0.752987,35.541746,0.668007,0.893174,13.218302,82.286405,1.000000,0.931029,10.656565,18.262946,-121.492820,44.809399
0.576150,35.313990,0.410553,0.681892,5.374879,15.784191,0.635708,0.627693,0.752405,35.435121,0.666003,0.891927,13.221710,82.039546,1.000000,0.931392,10.657743,18.255371,-121.484681,44.799078
0.576300,35.208048,0.409321,0.680651,5.377860,15.736838,0.633801,0.627737,0.751912,35.328816,0.664005,0.890676,13.225066,101.793427,1.000000,0.931753,10.658831,18.247720,-121.476463,44.789233
0.576450,35.102424,0.408093,0.679412,5.379870,15.689628,0.631900,0.627768,0.751618,35.222829,0.662013,0.889422,13.228402,101.488047,1.000000,0.932111,10.659808,18.239972,-121.468151,44.780523
0.576600,34.997116,0.406869,0.678174,5.380580,15.642559,0.630004,0.627786,0.751598,35.117161,0.660027,0.888166,13.231739,101.183583,1.000000,0.932468,10.660658,18.232110,-121.459734,44.773407
0.576750,34.892125,0.405648,0.676938,5.379870,15.595631,0.628114,0.627790,0.751877,35.011809,0.658047,0.886907,13.235081,100.880032,1.000000,0.932823,10.661374,18.224131,-121.451209,44.768065
0.576900,34.787449,0.404431,0.675704,5.377845,15.548844,0.626230,0.627785,0.752430,34.906774,0.656073,0.885645,13.238419,100.577392,1.000000,0.933175,10.661961,18.216039,-121.442577,44.764372
0.577050,34.683086,0.403218,0.674471,5.374819,15.502198,0.624351,0.627771,0.753185,34.802054,0.654105,0.884381,13.241726,100.275660,1.000000,0.933526,10.662434,18.207847,-121.433846,44.761923
0.577200,34.579037,0.402008,0.673240,5.371260,15.455691,0.622478,0.627750,0.754033,34.697647,0.652142,0.883115,13.244968,99.974833,1.000000,0.933875,10.662814,18.199576,-121.425028,44.760098
0.577350,34.475300,0.400802,0.672010,5.367712,15.409324,0.620611,0.627720,0.754850,34.593555,0.650186,0.881845,13.248102,99.674908,1.000000,0.934222,10.663128,18.191250,-121.416137,44.758167
0.577500,34.371874,0.399600,0.670782,5.364705,15.363096,0.618749,0.627683,0.755515,34.489774,0.648235,0.880574,13.251090,99.375884,1.000000,0.934567,10.663401,18.182893,-121.407191,44.755410
0.577650,34.268758,0.398401,0.669556,5.362668,15.317007,0.616893,0.627638,0.755931,34.386305,0.646291,0.879300,13.253900,99.077756,1.000000,0.934910,10.663658,18.174524,-121.398201,44.751236
0.577800,34.165952,0.397206,0.668331,5.361857,15.271056,0.615042,0.627585,0.756039,34.283146,0.644352,0.878024,13.256512,98.780523,1.000000,0.935251,10.663911,18.166152,-121.389176,44.745278
0.577950,34.063454,0.396014,0.667108,5.362315,15.225243,0.613197,0.627524,0.755830,34.180296,0.642419,0.876745,13.258924,98.484181,1.000000,0.935591,10.664165,18.157779,-121.380119,44.737458
0.578100,33.961264,0.394826,0.665887,5.363867,15.179567,0.611357,0.627456,0.755345,34.077755,0.640492,0.875465,13.261146,98.188729,1.000000,0.935928,10.664414,18.149398,-121.371026,44.727987
0.578250,33.859380,0.393642,0.664667,5.366147,15.134028,0.609523,0.627380,0.754667,33.975522,0.638570,0.874182,13.263204,97.894162,1.000000,0.936264,10.664643,18.140990,-121.361889,44.717341
0.578400,33.757802,0.392461,0.663449,5.368666,15.088626,0.607695,0.627296,0.753908,33.873595,0.636654,0.872897,13.265131,97.600480,1.000000,0.936597,10.664829,18.132533,-121.352695,44.706167
0.578550,33.656529,0.391283,0.662232,5.370885,15.043360,0.605871,0.627205,0.753191,33.771975,0.634744,0.871611,13.266963,97.307678,1.000000,0.936929,10.664947,18.124004,-121.343426,44.695186
0.578700,33.555559,0.390109,0.661018,5.372313,14.998230,0.604054,0.627106,0.752628,33.670659,0.632840,0.870322,13.268732,97.015755,1.000000,0.937259,10.664971,18.115378,-121.334070,44.685065
0.578850,33.454892,0.388939,0.659804,5.372584,14.953236,0.602242,0.627000,0.752302,33.569647,0.630942,0.869031,13.270462,96.724708,1.000000,0.937588,10.664881,18.106641,-121.324612,44.676311
0.579000,33.354528,0.387772,0.658593,5.371514,14.908376,0.600435,0.626887,0.752255,33.468938,0.629049,0.867739,13.272162,96.434534,1.000000,0.937914,10.664667,18.097783,-121.315046,44.669191
0.579150,33.254464,0.386609,0.657383,5.369137,14.863651,0.598634,0.626767,0.752478,33.368531,0.627162,0.866444,13.273827,96.145230,1.000000,0.938239,10.664325,18.088805,-121.305369,44.663683
0.579300,33.154701,0.385449,0.656175,5.365690,14.819060,0.596838,0.626639,0.752917,33.268425,0.625280,0.865148,13.275435,95.856795,1.000000,0.938562,10.663864,18.079719,-121.295584,44.659490
0.579450,33.055237,0.384293,0.654969,5.361575,14.774603,0.595047,0.626504,0.753480,33.168620,0.623404,0.863850,13.276955,95.569224,1.000000,0.938883,10.663298,18.070540,-121.285701,44.656086
0.579600,32.956071,0.383140,0.653764,5.357292,14.730279,0.593262,0.626362,0.754054,33.069114,0.621534,0.862551,13.278349,95.282517,1.000000,0.939202,10.662651,18.061292,-121.275731,44.652807
0.579750,32.857203,0.381990,0.652561,5.353353,14.686088,0.591482,0.626213,0.754521,32.969907,0.619670,0.861249,13.279579,94.996669,1.000000,0.939520,10.661947,18.051997,-121.265689,44.648963
0.579900,32.758631,0.380844,0.651360,5.350197,14.642030,0.589708,0.626057,0.754780,32.870997,0.617811,0.859947,13.280611,94.711679,1.000000,0.939836,10.661206,18.042674,-121.255587,44.643948
0.580050,32.660355,0.379702,0.650161,5.348120,14.598104,0.587939,0.625894,0.754765,32.772384,0.615957,0.858642,13.281423,94.427544,1.000000,0.940150,10.660446,18.033336,-121.245434,44.637347
0.580200,32.562374,0.378563,0.648963,5.347222,14.554309,0.586175,0.625724,0.754452,32.674067,0.614109,0.857337,13.282006,94.144261,1.000000,0.940463,10.659673,18.023986,-121.235235,44.628995
0.580350,32.464687,0.377427,0.647767,5.347398,14.510646,0.584416,0.625548,0.753864,32.576045,0.612267,0.856029,13.282368,93.861829,1.000000,0.940773,10.658887,18.014620,-121.224990,44.619012
0.580500,32.367293,0.376295,0.646572,5.348351,14.467115,0.582663,0.625364,0.753068,32.478317,0.610430,0.854721,13.282526,93.580243,1.000000,0.941082,10.658077,18.005223,-121.214692,44.607770
0.580650,32.270191,0.375166,0.645380,5.349645,14.423713,0.580915,0.625174,0.752165,32.380882,0.608599,0.853411,13.282510,93.299502,1.000000,0.941390,10.657225,17.995777,-121.204331,44.595840
0.580800,32.173381,0.374040,0.644189,5.350780,14.380442,0.579172,0.624978,0.751266,32.283739,0.606773,0.852099,13.282354,93.019604,1.000000,0.941695,10.656311,17.986258,-121.193894,44.583886
0.580950,32.076860,0.372918,0.643000,5.351274,14.337301,0.577435,0.624774,0.750483,32.186888,0.604953,0.850787,13.282088,92.740545,1.000000,0.941999,10.655313,17.976644,-121.183367,44.572559
0.581100,31.980630,0.371800,0.641812,5.350744,14.294289,0.575703,0.624564,0.749903,32.090327,0.603138,0.849473,13.281737,92.462324,1.000000,0.942302,10.654212,17.966919,-121.172740,44.562386
0.581250,31.884688,0.370684,0.640627,5.348971,14.251406,0.573975,0.624348,0.749576,31.994056,0.601328,0.848158,13.281311,92.184937,1.000000,0.942602,10.652996,17.957071,-121.162004,44.553688
0.581400,31.789034,0.369572,0.639443,5.345930,14.208652,0.572254,0.624125,0.749509,31.898074,0.599524,0.846842,13.280810,91.908382,1.000000,0.942902,10.651661,17.947100,-121.151156,44.546524
0.581550,31.693667,0.368463,0.638261,5.341797,14.166026,0.570537,0.623896,0.749663,31.802380,0.597726,0.845525,13.280216,91.632657,1.000000,0.943199,10.650213,17.937012,-121.140199,44.540684
0.581700,31.598586,0.367358,0.637080,5.336916,14.123528,0.568825,0.623661,0.749959,31.706973,0.595933,0.844207,13.279503,91.357759,1.000000,0.943495,10.648666,17.926822,-121.129139,44.535730
0.581850,31.503790,0.366256,0.635902,5.331741,14.081157,0.567119,0.623419,0.750296,31.611852,0.594145,0.842887,13.278634,91.083685,1.000000,0.943789,10.647037,17.916551,-121.117987,44.531065
0.582000,31.409279,0.365157,0.634725,5.326758,14.038914,0.565417,0.623171,0.750562,31.517016,0.592362,0.841567,13.277574,90.810434,1.000000,0.944082,10.645348,17.906219,-121.106756,44.526039
0.582150,31.315051,0.364062,0.633550,5.322403,13.996797,0.563721,0.622917,0.750657,31.422465,0.590585,0.840246,13.276290,90.538003,1.000000,0.944373,10.643619,17.895845,-121.095456,44.520054
0.582300,31.221106,0.362970,0.632377,5.318994,13.954806,0.562030,0.622657,0.750508,31.328198,0.588814,0.838924,13.274756,90.266389,1.000000,0.944662,10.641866,17.885443,-121.084097,44.512663
0.582450,31.127442,0.361881,0.631205,5.316672,13.912942,0.560344,0.622390,0.750081,31.234213,0.587047,0.837601,13.272963,89.995590,1.000000,0.944950,10.640097,17.875019,-121.072684,44.503647
0.582600,31.034060,0.360795,0.630036,5.315387,13.871203,0.558663,0.622118,0.749387,31.140511,0.585286,0.836277,13.270912,89.725603,1.000000,0.945236,10.638311,17.864571,-121.061216,44.493045
0.582750,30.940958,0.359713,0.628868,5.314899,13.829590,0.556987,0.621840,0.748479,31.047089,0.583530,0.834953,13.268620,89.456426,1.000000,0.945521,10.636500,17.854086,-121.049687,44.481147
0.582900,30.848135,0.358633,0.627702,5.314827,13.788101,0.555316,0.621556,0.747442,30.953948,0.581780,0.833628,13.266110,89.188057,1.000000,0.945804,10.634646,17.843548,-121.038089,44.468442
0.583050,30.755591,0.357558,0.626538,5.314712,13.746737,0.553650,0.621266,0.746381,30.861086,0.580034,0.832302,13.263415,88.920493,1.000000,0.946086,10.632731,17.832936,-121.026410,44.455536
0.583200,30.663324,0.356485,0.625375,5.314093,13.705496,0.551989,0.620970,0.745400,30.768503,0.578294,0.830975,13.260564,88.653731,1.000000,0.946366,10.630734,17.822229,-121.014636,44.443048
0.583350,30.571334,0.355415,0.624214,5.312586,13.664380,0.550333,0.620669,0.744588,30.676197,0.576559,0.829648,13.257582,88.387770,1.000000,0.946645,10.628635,17.811408,-121.002755,44.431505
0.583500,30.479620,0.354349,0.623056,5.309948,13.623387,0.548682,0.620362,0.744002,30.584169,0.574830,0.828320,13.254482,88.122607,1.000000,0.946922,10.626422,17.800462,-120.990760,44.421259
0.583650,30.388181,0.353286,0.621898,5.306116,13.582517,0.547036,0.620049,0.743658,30.492416,0.573105,0.826992,13.251267,87.858239,1.000000,0.947198,10.624090,17.789388,-120.978646,44.412428
0.583800,30.297016,0.352226,0.620743,5.301216,13.541769,0.545395,0.619730,0.743529,30.400939,0.571386,0.825663,13.247924,87.594664,1.000000,0.947472,10.621641,17.778190,-120.966415,44.404876
0.583950,30.206125,0.351170,0.619590,5.295537,13.501144,0.543759,0.619406,0.743552,30.309736,0.569672,0.824333,13.244431,87.331880,1.000000,0.947745,10.643058,17.766879,-120.954068,44.398244
0.584100,30.115507,0.350116,0.618438,5.289491,13.460640,0.542127,0.619077,0.743634,30.218807,0.567963,0.823003,13.240769,87.069885,1.000000,0.948016,10.639983,17.755465,-120.941577,44.391999
0.584250,30.025160,0.349066,0.617288,5.283532,13.420258,0.540501,0.618742,0.743672,30.128150,0.566259,0.821673,13.236905,86.808675,1.000000,0.948285,10.636766,17.743967,-120.928948,44.385538
0.584400,29.935085,0.348019,0.616140,5.278084,13.379998,0.538880,0.618402,0.743568,30.037766,0.564560,0.820342,13.232809,86.548249,1.000000,0.948554,10.633441,17.732402,-120.916198,44.378286
0.584550,29.845280,0.346975,0.614994,5.273470,13.339858,0.537263,0.618056,0.743249,29.947653,0.562866,0.819011,13.228455,86.288604,1.000000,0.948821,10.630039,17.720785,-120.903347,44.369787
0.584700,29.755744,0.345934,0.613850,5.269860,13.299838,0.535651,0.617705,0.742672,29.857810,0.561178,0.817680,13.223829,86.029738,1.000000,0.949086,10.626589,17.709124,-120.890411,44.359782
0.584850,29.666477,0.344896,0.612707,5.267243,13.259938,0.534044,0.617349,0.741838,29.768236,0.559494,0.816348,13.218930,85.771649,1.000000,0.949350,10.623112,17.697419,-120.877400,44.348249
0.585000,29.577477,0.343861,0.611566,5.265432,13.220159,0.532442,0.616988,0.740787,29.678932,0.557816,0.815016,13.213769,85.514334,1.000000,0.949612,10.619618,17.685663,-120.864322,44.335406
0.585150,29.488745,0.342830,0.610428,5.264093,13.180498,0.530845,0.616622,0.739594,29.589895,0.556142,0.813684,13.208367,85.257791,1.000000,0.949874,10.616109,17.673840,-120.851178,44.321670
0.585300,29.400279,0.341801,0.609291,5.262807,13.140957,0.529252,0.616250,0.738351,29.501125,0.554474,0.812352,13.202750,105.002018,1.000000,0.950133,10.612576,17.661934,-120.837962,44.307586
0.585450,29.312078,0.340776,0.608155,5.261136,13.101534,0.527664,0.615874,0.737160,29.412622,0.552810,0.811019,13.196945,104.687012,1.000000,0.950392,10.609007,17.649926,-120.824667,44.293737
0.585600,29.224141,0.339753,0.607022,5.258703,13.062229,0.526081,0.615492,0.736107,29.324384,0.551152,0.809687,13.190975,104.372951,1.000000,0.950649,10.605388,17.637800,-120.811285,44.280643
0.585750,29.136469,0.338734,0.605891,5.255251,13.023043,0.524503,0.615106,0.735253,29.236411,0.549498,0.808354,13.184854,104.059832,1.000000,0.950904,10.601702,17.625544,-120.797805,44.268675
0.585900,29.049060,0.337718,0.604761,5.250683,12.983973,0.522930,0.614714,0.734623,29.148701,0.547850,0.807021,13.178585,103.747652,1.000000,0.951158,10.597941,17.613155,-120.784222,44.257997
0.586050,28.961912,0.336705,0.603633,5.245083,12.945022,0.521361,0.614318,0.734203,29.061255,0.546206,0.805689,13.172157,103.436409,1.000000,0.951411,10.594099,17.600637,-120.770531,44.248542
0.586200,28.875027,0.335695,0.602507,5.238691,32.906186,0.519797,0.613917,0.733939,28.974072,0.544568,0.804356,13.165552,103.126100,1.000000,0.951663,10.590177,17.587999,-120.756734,44.240022
0.586350,28.788402,0.334687,0.601383,5.231867,32.807468,0.518237,0.613511,0.733753,28.887149,0.542934,0.803023,13.158741,102.816722,1.000000,0.951913,10.586181,17.575258,-120.742832,44.231982
0.586500,28.702036,0.333683,0.600261,5.225027,32.709045,0.516683,0.613101,0.733550,28.800488,0.541305,0.801690,13.151693,102.508272,1.000000,0.952161,10.582121,17.562432,-120.728832,44.223877
0.586650,28.615930,0.332682,0.599140,5.218573,32.610918,0.515133,0.612686,0.733240,28.714086,0.539681,0.800358,13.144381,102.200747,1.000000,0.952409,10.578010,17.549539,-120.714740,44.215165
0.586800,28.530083,0.331684,0.598022,5.212826,32.513086,0.513587,0.612266,0.732747,28.627944,0.538062,0.799025,13.136781,101.894145,1.000000,0.952655,10.573857,17.536592,-120.700561,44.205396
0.586950,28.444492,0.330689,0.596905,5.207971,32.415546,0.512046,0.611841,0.732026,28.542060,0.536448,0.797693,13.128882,101.588462,1.000000,0.952900,10.569668,17.523601,-120.686299,44.194290
0.587100,28.359159,0.329697,0.595790,5.204033,32.318300,0.510510,0.611413,0.731068,28.456434,0.534839,0.796360,13.120684,101.283697,1.000000,0.953143,10.565446,17.510566,-120.671955,44.181774
0.587250,28.274081,0.328708,0.594677,5.200867,32.221345,0.508979,0.610979,0.729902,28.371065,0.533234,0.795028,13.112200,100.979846,1.000000,0.953385,10.561184,17.497480,-120.657525,44.168002
0.587400,28.189259,0.327722,0.593566,5.198193,32.124681,0.507452,0.610541,0.728590,28.285952,0.531635,0.793696,13.103451,100.676906,1.000000,0.953626,10.556874,17.484330,-120.643004,44.153314
0.587550,28.104691,0.326739,0.592457,5.195641,32.028307,0.505929,0.610099,0.727214,28.201094,0.530040,0.792365,13.094465,100.374876,1.000000,0.953866,10.552501,17.471098,-120.628383,44.138186
0.587700,28.020377,0.325759,0.591349,5.192814,31.932222,0.504412,0.609653,0.725864,28.116491,0.528450,0.791033,13.085273,100.073751,1.000000,0.954104,10.548051,17.457767,-120.613653,44.123141
0.587850,27.936316,0.324781,0.590244,5.189359,31.836425,0.502898,0.609202,0.724622,28.032141,0.526864,0.789702,13.075901,99.773530,1.000000,0.954341,10.543509,17.444318,-120.598805,44.108663
0.588000,27.852507,0.323807,0.589140,5.185025,31.740916,0.501390,0.608747,0.723548,27.948045,0.525284,0.788371,13.066369,99.474209,1.000000,0.954577,10.538867,17.430738,-120.583833,44.095117
0.588150,27.768950,0.322836,0.588038,5.179704,31.645693,0.499886,0.608287,0.722670,27.864201,0.523708,0.787041,13.056685,99.175786,1.000000,0.954811,10.534120,17.417020,-120.568732,44.082686
