# r(t) tam dongu v3 — Ia: Kademe-2 K-modeli (Blum 2020 egri fiti, 47_ B26; b=10.4 kL=26.6 kV=27.1 p=0.53; d=lif boyu - dongu min [mm], v=lif hizi [mm/s], yalniz uzama hizi); II: Vincent v2 formulu ayni d/v sozlesmesiyle; BAYRAKLAR: fusimotor yok, surekli-hareket sonumu (genlikler ust sinir), II paketten dogrulanamadi, GI/GP/TFL guvensiz
gait_pct,BFa_Ia,BFp_Ia,CF_Ia,STp_Ia,STa_Ia,SM_Ia,QF_Ia,TFL_Ia,GMa_Ia,GMe_Ia,GMi_Ia,Pir_Ia,GP_Ia,GA_Ia,AL_Ia,AM_Ia,AB_Ia,Pec_Ia,IP_Ia,OE_Ia,OI_Ia,GS_Ia,GI_Ia,RF_Ia,VL_Ia,VI_Ia,VM_Ia,MG_Ia,LG_Ia,Pla_Ia,Sol_Ia,TA_Ia,EDL_Ia,TP_Ia,FDL_Ia,FHL_Ia,Per_Ia,Pop_Ia,BFa_II,BFp_II,CF_II,STp_II,STa_II,SM_II,QF_II,TFL_II,GMa_II,GMe_II,GMi_II,Pir_II,GP_II,GA_II,AL_II,AM_II,AB_II,Pec_II,IP_II,OE_II,OI_II,GS_II,GI_II,RF_II,VL_II,VI_II,VM_II,MG_II,LG_II,Pla_II,Sol_II,TA_II,EDL_II,TP_II,FDL_II,FHL_II,Per_II,Pop_II
36.0,156.196,120.802,103.615,115.880,139.965,127.933,55.926,393.720,340.902,185.259,15.817,23.767,145.744,82.734,64.453,86.658,94.938,10.896,286.205,78.152,20.397,20.565,34.547,199.043,36.238,36.270,33.815,40.861,40.469,41.867,43.000,148.985,138.651,24.008,26.257,27.158,138.131,80.288,80.391,148.125,68.126,128.567,165.129,166.059,100.617,166.042,149.123,85.368,35.863,53.035,178.751,116.188,112.191,133.972,140.238,31.039,123.951,39.857,54.588,48.194,75.552,93.378,61.110,61.138,58.232,61.578,63.223,58.545,76.300,69.350,65.751,50.627,51.803,53.113,65.370,42.036
36.5,148.647,118.039,103.556,114.339,136.587,123.754,54.112,397.995,342.766,185.958,15.640,23.321,141.227,80.868,62.143,83.505,91.607,10.762,288.922,79.946,19.863,20.200,33.499,201.278,35.759,35.791,33.380,40.429,39.986,41.522,42.109,151.796,140.872,23.626,25.875,26.756,140.350,80.786,77.550,147.065,76.181,128.615,163.716,164.312,99.896,168.129,150.297,85.812,36.099,53.227,176.557,114.948,111.069,132.488,138.786,29.224,125.266,40.606,54.099,48.284,75.060,94.304,61.045,61.074,58.182,62.290,63.857,59.401,76.549,70.441,66.637,50.940,52.248,53.561,66.256,42.269
37.0,139.897,115.238,103.441,112.743,133.168,119.520,52.283,401.961,344.335,186.475,15.457,22.864,136.683,79.019,59.825,80.333,88.244,10.650,291.398,81.654,19.336,19.829,32.448,203.441,35.276,35.308,32.940,39.971,39.478,41.153,41.187,154.528,142.995,23.233,25.478,26.337,142.471,81.136,74.095,145.967,81.145,128.678,162.257,162.462,99.102,170.142,151.387,86.196,36.303,53.373,174.293,113.687,109.871,130.915,137.239,27.145,126.518,41.320,53.563,48.334,74.511,95.209,60.895,60.925,58.049,62.995,64.477,60.261,76.742,71.508,67.492,51.216,52.662,53.978,67.110,42.441
37.5,129.486,112.400,103.270,111.087,129.711,115.238,50.443,405.606,345.607,186.809,15.270,22.397,132.119,77.189,57.506,77.151,84.858,10.561,293.622,83.269,18.818,19.452,31.398,205.517,34.791,34.823,32.499,39.486,38.942,40.757,40.235,157.186,145.027,22.827,25.064,25.901,144.497,81.342,69.726,144.822,84.869,128.687,160.745,160.512,98.238,172.076,152.391,86.521,36.474,53.471,171.959,112.404,108.597,129.255,135.599,24.711,127.701,41.995,52.980,48.344,73.905,96.090,60.664,60.694,57.838,63.689,65.082,61.121,76.884,72.553,68.317,51.458,53.047,54.365,67.934,42.553
38.0,116.297,109.529,103.043,109.377,126.218,110.917,48.596,408.919,346.579,186.961,15.080,21.921,127.541,75.379,55.191,73.967,81.456,10.494,295.589,84.782,18.309,19.070,30.351,207.492,34.306,34.337,32.058,38.973,38.379,40.333,39.255,159.769,146.971,22.410,24.635,25.449,146.427,81.406,63.692,143.627,87.856,128.642,159.178,158.462,97.304,173.926,153.305,86.786,36.610,53.521,169.554,111.100,107.251,127.512,133.868,21.744,128.812,42.629,52.353,48.314,73.245,96.942,60.354,60.385,57.551,64.369,65.668,61.972,76.975,73.576,69.114,51.667,53.404,54.722,68.727,42.607
38.5,95.128,106.627,102.763,107.608,122.694,106.567,46.746,411.891,347.255,186.932,14.885,21.436,122.957,73.591,52.885,70.788,78.047,10.451,297.292,86.186,17.811,18.684,29.310,209.356,33.824,33.854,31.619,38.432,37.787,39.881,38.248,162.271,148.823,21.981,24.191,24.980,148.256,81.331,52.013,142.378,90.328,128.572,157.551,156.315,96.302,175.686,154.129,86.989,36.710,53.521,167.081,109.773,105.837,125.690,132.051,17.817,129.850,43.220,51.684,48.242,72.530,97.760,59.968,60.000,57.191,65.025,66.228,62.804,77.014,74.575,69.882,51.841,53.730,55.049,69.488,42.603
39.0,80.976,103.697,102.432,105.782,119.144,102.196,44.899,414.516,347.635,186.725,14.688,20.945,118.375,71.828,50.596,67.622,74.638,10.431,298.728,87.475,17.326,18.296,28.276,211.098,33.346,33.376,31.185,37.861,37.167,39.398,37.214,164.680,150.577,21.543,23.731,24.495,149.975,81.119,59.882,141.071,92.404,128.439,155.863,154.073,95.234,177.353,154.861,87.131,36.775,53.471,164.541,108.427,104.356,123.792,130.151,11.080,130.810,43.766,50.974,48.129,71.764,98.543,59.076,59.541,56.760,65.651,66.756,63.608,76.999,75.546,70.620,51.980,54.025,55.343,70.214,42.542
39.5,80.888,100.743,102.051,103.898,115.571,97.816,43.058,416.786,347.725,186.342,14.488,20.448,113.804,70.091,48.327,64.477,71.239,24.150,299.892,88.644,16.853,17.905,27.254,212.711,32.899,32.904,30.756,37.260,36.517,38.885,36.156,166.984,152.226,21.094,23.257,23.995,151.572,80.770,67.136,139.706,94.154,128.238,154.114,151.742,94.102,178.923,155.500,87.212,36.802,53.370,161.938,107.063,102.813,121.824,128.172,13.447,131.690,44.265,50.225,47.974,70.947,99.287,58.510,59.009,56.258,66.237,67.244,64.372,76.928,76.486,71.323,52.080,54.285,55.601,70.901,42.423
40.0,80.733,97.770,101.624,101.959,111.981,93.434,41.229,418.699,347.528,185.788,14.286,19.947,109.252,68.382,46.085,61.361,67.858,32.984,300.784,89.686,16.395,17.514,26.245,214.187,32.439,32.442,30.336,36.629,35.839,38.341,35.076,169.164,153.755,20.637,22.768,23.479,153.032,80.285,71.886,138.283,108.126,127.966,152.304,149.324,92.909,180.391,156.045,87.233,36.793,53.219,159.275,105.684,101.211,119.789,126.118,18.789,132.488,44.717,49.440,47.777,70.081,99.990,58.345,58.406,55.687,66.775,67.683,65.087,76.795,77.390,71.989,52.139,54.505,55.820,71.544,42.246
40.5,80.514,94.781,100.298,99.967,108.380,89.063,39.415,420.249,347.050,185.066,14.083,19.443,104.727,66.704,43.875,58.281,64.502,39.282,301.400,90.596,15.952,17.123,25.252,215.521,31.987,31.990,29.925,35.969,35.132,37.766,33.974,171.202,155.153,20.172,22.266,22.949,154.341,79.663,75.465,136.801,107.150,127.616,150.433,146.824,91.656,181.754,156.495,87.193,36.747,53.016,156.558,104.293,99.554,117.691,123.993,22.178,133.203,45.118,48.620,47.538,69.169,100.649,57.712,57.731,55.046,67.256,68.066,65.743,76.598,78.251,72.612,52.153,54.683,55.994,72.139,42.009
41.0,80.233,91.782,99.892,97.925,104.773,84.712,37.621,421.432,346.297,184.181,13.879,18.937,100.237,65.056,41.703,55.244,61.180,44.356,301.740,91.371,15.526,16.733,24.276,216.709,31.548,31.550,29.527,35.280,34.398,37.160,32.855,173.079,156.403,19.700,21.751,22.405,155.483,78.902,78.307,135.262,93.824,127.188,148.505,144.246,90.346,183.007,156.851,87.093,36.662,52.762,153.791,102.895,97.844,115.536,121.801,24.738,133.830,45.468,47.769,47.257,68.212,101.264,56.964,56.982,54.334,67.672,68.385,66.331,76.331,79.062,73.188,52.119,54.813,56.120,72.680,41.712
41.5,79.894,88.778,99.447,95.836,101.166,80.391,35.852,422.246,345.273,183.137,13.675,18.432,95.791,63.440,39.572,52.258,57.901,48.627,301.801,92.006,15.115,16.345,23.321,217.747,31.124,31.125,29.141,34.563,33.638,36.524,31.720,174.774,157.491,19.222,21.224,21.849,156.443,77.999,80.615,133.668,94.975,126.680,146.521,141.595,88.980,184.148,157.113,86.933,36.539,52.457,150.978,101.493,96.085,113.326,119.546,26.801,134.370,45.766,46.887,46.934,67.211,101.832,56.141,56.159,53.550,68.017,68.634,66.845,75.991,79.818,73.712,52.033,54.891,56.192,73.161,41.351
42.0,79.500,85.772,98.966,93.702,97.564,76.111,34.111,422.685,343.984,181.938,13.472,17.928,91.396,61.857,37.489,49.330,54.672,52.293,301.582,92.495,14.722,15.961,22.389,218.633,30.716,30.717,28.770,33.820,32.854,35.860,30.573,176.266,158.401,18.740,20.687,21.282,157.204,76.950,82.502,132.019,95.897,126.091,144.484,138.875,87.561,185.171,157.278,86.714,36.377,52.099,148.125,100.091,94.281,111.065,117.232,28.517,134.818,46.008,45.978,46.569,66.168,102.352,55.240,55.258,52.690,68.284,68.808,67.278,75.574,80.512,74.177,51.892,54.912,56.207,73.576,40.924
42.5,79.056,82.771,98.454,91.528,93.974,71.882,32.404,422.745,342.435,180.588,13.270,17.428,87.060,60.308,35.456,46.465,51.501,55.461,301.081,92.836,14.347,15.581,21.480,219.363,30.327,30.327,28.417,33.053,32.047,35.169,29.418,177.536,159.116,18.255,20.141,20.706,157.754,75.750,84.039,130.320,96.609,125.422,142.397,136.091,86.089,186.074,157.348,86.435,36.176,51.690,145.235,98.695,92.432,108.757,114.861,29.965,135.172,46.195,45.043,46.161,65.085,102.823,54.256,54.275,51.750,68.470,68.902,67.627,75.076,81.137,74.578,51.693,54.873,56.160,73.922,40.426
43.0,78.566,79.778,97.914,89.318,90.401,67.714,30.733,422.419,340.628,179.089,13.069,16.932,82.790,58.792,33.480,43.671,48.396,58.197,300.295,93.024,13.989,15.206,20.598,219.935,29.957,29.957,28.081,32.264,31.221,34.453,28.259,178.565,159.623,17.770,19.589,20.122,158.079,74.391,85.273,128.571,97.129,124.671,140.263,133.245,84.567,186.851,157.320,86.097,35.936,51.227,142.315,97.309,90.541,106.404,112.436,31.195,135.430,46.323,44.083,45.710,63.962,103.242,53.184,53.203,50.725,68.571,68.912,67.888,74.493,81.686,74.910,51.432,54.769,56.046,74.193,39.852
43.5,78.036,76.799,97.352,87.077,86.851,63.617,29.103,421.702,338.567,177.445,12.871,16.443,78.594,57.309,31.562,40.954,45.364,60.545,299.219,93.054,13.650,14.838,19.743,220.347,29.609,29.609,27.765,31.455,30.377,33.714,27.099,179.336,159.905,17.285,19.031,19.533,158.170,72.860,86.237,126.777,97.469,123.847,138.085,130.342,82.993,187.497,157.195,85.699,35.654,50.711,139.368,95.937,88.610,104.008,109.959,32.238,135.589,46.391,43.100,45.215,62.800,103.610,52.702,52.034,49.605,68.585,68.837,68.059,73.823,82.153,75.167,51.108,54.595,55.862,74.385,39.196
44.0,77.471,73.839,96.772,84.807,83.330,59.602,27.518,420.583,336.251,175.655,12.676,15.962,74.476,55.859,29.708,38.319,42.413,62.532,297.849,92.921,13.328,14.477,18.918,220.596,29.253,29.284,27.470,30.630,29.519,32.955,25.944,179.833,159.949,16.803,18.470,18.940,158.017,71.145,86.956,124.938,97.640,122.944,135.866,127.384,81.369,188.008,156.969,85.241,35.330,50.140,136.398,94.585,86.640,101.571,107.431,33.113,135.644,46.397,42.096,44.675,61.599,103.924,51.441,50.758,48.381,68.512,68.676,68.141,73.065,82.532,75.344,50.719,54.349,55.604,74.493,38.446
44.5,76.877,70.903,96.179,82.515,79.842,55.678,25.981,419.052,333.682,173.722,12.485,15.491,70.445,54.442,27.921,35.772,39.550,64.178,296.177,92.620,13.025,14.126,18.124,220.680,28.954,28.984,27.198,29.791,28.651,32.179,24.797,180.040,159.742,16.325,17.909,18.347,157.612,69.226,87.447,123.059,97.650,121.963,133.610,124.374,79.694,188.376,156.643,84.721,34.964,49.513,133.410,93.256,84.629,99.091,104.853,33.836,135.592,46.337,41.070,44.088,60.358,104.182,49.322,49.359,47.038,68.350,68.427,68.134,72.216,82.818,75.434,50.261,54.028,55.268,74.514,37.593
45.0,76.259,67.995,95.578,80.205,76.395,51.855,24.496,417.095,330.855,171.643,12.298,15.030,66.506,53.056,26.204,33.319,36.782,65.495,294.195,92.145,12.740,13.783,17.363,220.594,28.681,28.711,26.951,28.943,27.775,31.388,23.664,179.945,159.272,15.855,17.349,17.755,156.949,67.080,87.724,121.140,97.505,120.915,131.318,121.312,77.966,188.596,156.212,84.138,34.553,48.828,130.405,91.955,82.578,96.570,102.224,34.416,135.427,46.209,40.024,43.453,59.077,104.383,47.847,47.816,45.556,68.102,68.093,68.039,71.274,83.004,75.434,49.735,53.627,54.852,74.445,36.619
45.5,75.624,65.120,94.973,77.881,72.992,48.144,23.068,414.696,327.767,169.417,12.117,14.583,62.665,51.700,24.561,30.964,34.115,66.491,291.892,91.489,12.473,13.452,16.635,220.337,28.434,28.466,26.729,28.087,26.894,30.586,22.550,179.535,158.527,15.392,16.793,17.168,156.025,64.673,87.798,119.185,97.210,119.796,128.994,118.200,76.183,188.660,155.672,83.490,34.095,48.082,127.387,90.687,80.485,94.005,99.543,34.858,135.145,46.009,38.958,42.768,57.754,104.526,46.137,46.100,43.906,67.769,67.675,67.860,70.240,83.085,75.336,49.138,53.144,54.352,74.282,35.501
46.0,74.977,62.282,94.369,75.548,69.640,44.552,21.698,411.836,324.409,167.040,11.941,14.150,58.927,50.373,22.995,28.714,31.557,67.171,289.254,90.643,12.224,13.133,15.942,219.903,28.220,28.251,26.534,27.227,26.013,29.775,21.459,178.799,157.497,14.941,16.245,16.588,154.835,61.958,87.674,117.195,96.767,118.609,126.641,115.036,74.342,188.557,155.021,82.774,33.587,47.273,124.358,89.455,78.346,91.394,96.806,35.167,134.738,45.733,37.870,42.029,56.386,104.606,44.135,44.170,42.048,67.354,67.175,67.600,69.111,83.055,75.136,48.469,52.577,53.766,74.022,34.209
46.5,74.327,59.487,93.772,73.212,66.342,41.091,20.391,408.492,320.771,164.507,11.772,13.733,55.298,49.073,21.508,26.572,29.115,67.534,286.267,89.601,11.993,12.826,15.285,219.290,28.037,28.068,26.368,26.367,25.135,28.958,20.396,177.728,156.169,14.501,15.706,16.018,153.377,58.867,87.359,115.174,96.179,117.357,124.260,111.821,72.439,188.278,154.251,81.985,33.028,46.396,121.320,88.263,76.158,88.731,94.009,35.343,134.199,45.377,36.761,41.233,54.970,104.623,41.926,41.959,39.919,66.861,66.596,67.264,67.887,82.910,74.829,47.726,51.923,53.091,73.663,32.692
47.0,73.678,56.739,93.185,70.877,63.106,37.770,19.151,404.636,316.840,161.808,11.610,13.333,51.782,47.798,20.103,24.543,26.794,67.579,282.909,88.350,11.779,12.533,14.666,218.492,27.886,27.918,26.231,25.509,24.262,28.139,19.366,176.312,154.534,14.077,15.180,15.461,151.650,55.290,86.853,113.122,95.445,116.045,121.854,108.549,70.467,187.812,153.356,81.120,32.412,45.446,118.274,87.114,73.915,86.011,91.146,35.387,133.518,44.934,35.628,40.376,53.501,104.575,39.330,39.363,37.416,66.294,65.942,66.856,66.566,82.643,74.407,46.909,51.178,52.324,73.201,30.873
47.5,73.037,54.041,92.615,68.547,59.934,34.597,17.980,400.234,312.598,158.935,11.455,12.953,48.385,46.547,18.783,22.633,24.601,67.302,279.158,86.879,11.582,12.255,14.085,217.505,27.771,27.802,26.126,24.658,23.399,27.319,18.374,174.541,152.579,13.668,14.669,14.920,149.650,51.039,86.157,111.042,94.562,114.674,119.425,105.218,68.418,187.142,152.328,80.173,31.736,44.418,115.221,86.013,71.609,83.224,88.208,35.295,132.684,44.397,34.468,39.451,51.973,104.457,36.154,36.185,34.351,65.657,65.217,66.383,65.147,82.249,73.864,46.016,50.340,51.462,72.634,28.606
48.0,72.412,51.398,92.064,66.229,56.832,31.582,16.881,395.249,308.021,155.873,11.310,12.594,45.110,45.316,17.551,20.845,22.543,66.696,274.985,85.174,11.401,11.993,13.544,216.324,27.691,27.722,26.054,23.814,22.547,26.502,17.423,172.406,150.291,13.278,14.175,14.398,147.376,45.715,85.268,108.935,113.745,113.249,116.975,101.819,66.282,186.253,151.154,79.134,30.993,43.304,112.161,84.960,69.229,80.361,85.183,35.063,131.684,43.759,33.277,38.453,50.380,104.267,31.960,31.989,30.302,64.956,64.426,65.850,63.628,81.721,73.193,45.044,49.405,50.501,71.957,25.569
48.5,71.809,48.814,89.803,63.926,53.804,28.734,15.858,389.632,303.080,152.605,11.173,12.257,41.962,44.104,16.409,19.185,20.626,65.749,270.355,83.219,11.237,11.749,13.042,214.942,27.649,27.679,26.015,22.983,21.711,25.689,16.519,169.895,147.656,12.907,13.703,13.897,144.824,38.068,84.179,106.803,116.380,111.772,114.506,98.346,64.047,185.123,149.821,77.996,30.177,42.095,109.094,83.959,66.764,77.406,82.056,34.684,130.501,43.010,32.051,37.372,48.709,104.003,25.225,25.250,23.798,64.195,63.573,65.263,62.004,81.053,72.383,43.990,48.369,49.437,71.167,20.641
49.0,71.234,46.293,88.794,61.642,50.855,26.062,14.915,383.326,297.739,149.109,11.046,11.944,38.945,42.909,15.359,17.656,18.856,64.449,265.226,80.993,11.089,11.522,12.582,213.354,42.634,42.676,40.248,22.164,20.892,24.884,15.665,166.996,144.653,12.557,13.253,13.421,141.987,26.939,82.881,104.648,103.366,110.247,112.019,94.786,61.696,183.728,148.312,76.745,29.279,40.778,106.018,83.010,64.195,74.340,78.807,34.150,129.115,42.138,30.781,36.198,46.950,103.659,23.615,23.639,22.242,63.380,62.662,64.628,60.271,80.234,71.425,42.851,47.226,48.264,70.256,19.458
49.5,70.693,43.839,87.860,59.383,47.988,23.575,14.053,376.259,291.949,145.356,10.929,11.657,36.063,41.728,14.405,16.262,17.239,62.778,259.544,78.471,10.957,11.313,12.164,211.553,56.576,56.629,53.489,21.362,20.092,24.087,14.865,163.693,141.258,12.231,12.829,12.972,138.856,26.924,81.359,102.472,101.057,108.677,109.517,91.123,59.206,182.036,146.602,75.364,28.287,39.338,102.931,82.115,61.499,71.136,75.410,33.447,127.501,41.127,29.458,34.917,45.083,103.234,31.560,31.588,29.916,62.515,61.698,63.952,58.421,79.256,70.302,41.620,45.970,46.976,69.219,25.280
50.0,70.193,41.455,87.008,57.153,45.209,21.280,13.276,368.340,285.648,141.308,10.823,11.396,33.319,40.559,13.547,15.007,15.780,60.711,253.240,75.623,10.840,11.125,11.789,209.531,66.477,66.537,62.890,20.578,19.315,23.300,14.123,159.964,137.441,11.928,12.433,12.553,135.418,26.890,79.591,100.275,98.523,107.068,106.999,87.337,56.548,180.006,144.662,73.833,27.186,37.755,99.831,81.273,58.647,67.761,71.829,32.560,125.626,39.958,28.067,33.509,43.087,102.721,36.434,36.465,34.621,61.606,60.685,63.239,56.444,78.105,68.998,40.289,44.591,45.563,68.045,28.817
50.5,69.739,39.144,86.243,54.954,42.519,19.186,12.587,359.448,278.752,136.913,10.728,11.164,30.716,39.399,12.789,13.896,14.485,58.215,246.225,72.406,10.738,10.958,11.458,207.280,74.830,74.897,70.820,19.813,18.561,22.526,13.441,155.781,133.159,11.650,12.068,12.166,131.654,26.838,77.545,98.059,95.725,105.423,104.468,83.399,53.680,177.583,142.450,72.120,25.955,35.999,96.712,80.482,55.594,64.166,68.011,31.464,123.443,38.603,26.588,31.950,40.928,102.117,40.244,40.277,38.299,60.657,59.627,62.497,54.325,76.763,67.487,38.849,43.076,44.011,66.721,31.547
51.0,69.337,36.909,85.573,52.792,39.923,17.300,11.988,349.418,271.144,132.100,10.646,10.961,28.259,38.245,12.132,12.933,13.360,55.243,238.371,68.764,10.651,10.812,11.171,204.791,82.318,82.390,77.927,19.069,17.833,21.764,12.822,151.108,128.353,11.399,11.735,11.813,127.535,26.767,75.173,95.825,92.601,103.747,101.924,79.272,50.542,174.690,139.905,70.184,24.564,34.031,93.571,79.741,52.280,60.280,63.884,30.126,120.890,37.025,24.991,30.203,38.562,101.415,43.487,43.521,41.426,59.672,58.526,61.728,52.044,75.210,65.735,37.283,41.409,42.304,65.228,33.833
51.5,68.992,34.754,85.002,50.668,37.423,15.629,11.483,338.010,262.652,126.765,10.576,10.789,25.949,37.097,11.578,12.120,12.410,51.726,229.497,64.613,10.578,10.688,10.930,202.053,89.240,89.317,84.495,18.348,17.132,21.017,12.270,145.892,122.940,11.175,11.436,11.496,123.019,26.677,72.400,93.574,89.059,102.044,99.369,74.902,47.045,171.212,136.938,67.959,22.969,31.788,90.399,79.047,48.611,55.996,59.336,28.493,117.872,35.167,23.231,28.214,35.918,100.610,46.370,46.406,44.206,58.654,57.386,60.938,49.571,73.414,63.693,35.569,39.564,40.416,63.541,35.828
52.0,68.709,32.680,84.536,48.587,35.023,14.179,11.072,324.847,253.007,120.740,10.519,10.650,23.790,35.950,11.130,11.461,11.639,47.549,219.316,59.820,10.520,10.588,10.735,199.053,95.918,95.840,90.678,17.651,16.459,20.284,11.787,140.058,116.793,10.979,11.173,11.217,118.047,26.566,69.100,91.307,84.947,100.320,96.801,70.210,43.040,166.964,133.402,65.340,21.096,29.169,87.188,78.394,44.434,51.140,54.181,26.482,114.234,32.938,21.235,25.891,32.882,99.694,49.068,49.042,46.744,57.606,56.207,60.130,46.862,71.332,61.286,33.677,37.507,38.311,61.623,37.614
52.5,68.490,30.690,84.179,46.550,32.725,12.958,10.760,309.271,241.738,113.736,10.476,10.543,21.783,34.805,10.790,10.960,11.051,42.507,207.325,54.153,10.476,10.511,10.587,195.776,102.120,102.056,96.570,16.978,15.815,19.567,11.374,133.494,109.707,10.811,10.948,10.979,112.528,26.435,65.036,89.024,79.981,98.579,94.222,65.076,38.253,161.608,129.029,62.132,18.811,25.988,83.926,77.777,39.464,45.386,48.076,23.936,109.694,30.167,18.865,23.070,29.243,98.657,51.513,51.494,49.103,56.528,54.989,59.306,43.849,68.898,58.390,31.557,35.182,35.934,59.419,39.236
53.0,68.341,28.786,83.935,44.560,30.532,11.970,10.548,289.888,227.847,105.139,10.446,10.470,19.933,33.658,10.558,10.619,10.652,36.157,192.460,47.113,10.446,10.459,10.486,192.203,109.643,108.026,102.227,16.331,15.201,18.866,11.033,126.025,101.316,10.674,10.761,10.781,106.318,26.282,59.671,86.726,73.515,96.827,91.631,59.300,32.068,154.386,123.216,57.903,15.808,21.827,80.598,77.191,33.067,38.005,40.250,20.501,103.623,26.476,15.813,19.377,24.529,97.490,54.398,53.803,51.323,55.422,53.732,58.468,40.425,66.010,54.772,29.129,32.504,33.196,56.836,40.726
53.5,68.263,26.970,83.808,42.618,28.444,11.220,10.437,262.236,208.159,92.994,10.431,10.432,18.240,32.509,10.438,10.442,10.443,27.050,171.314,37.098,10.431,10.432,10.433,188.310,115.343,113.789,107.688,15.710,14.618,18.182,10.767,117.349,90.821,10.566,10.615,10.627,99.169,26.108,51.089,84.412,63.267,95.069,89.026,52.514,22.307,142.634,113.846,51.124,11.013,15.200,77.183,76.627,22.995,26.417,27.974,14.921,93.797,20.524,11.003,13.496,17.070,96.177,56.562,55.997,53.431,54.287,52.433,57.615,36.395,62.483,49.900,26.255,29.315,29.938,53.718,42.104
54.0,89.299,25.243,111.043,40.725,26.465,10.711,35.722,223.057,180.343,75.866,19.293,24.735,16.707,31.356,36.890,42.945,45.831,14.143,141.398,22.942,19.279,22.418,27.426,184.067,119.314,119.371,112.977,15.116,14.068,17.516,10.577,106.869,75.530,10.489,10.511,10.516,90.594,25.912,49.314,82.081,61.153,93.311,86.406,43.884,20.295,140.188,111.901,49.720,10.022,13.831,73.655,76.077,20.921,24.033,25.449,13.761,91.755,19.289,10.011,12.280,15.532,94.700,58.074,58.095,55.446,53.117,51.086,56.745,31.359,57.940,41.781,22.642,25.292,25.828,49.733,43.383
54.5,108.168,23.607,135.533,38.883,24.596,10.447,58.488,222.886,180.253,75.830,27.244,37.581,15.336,30.199,60.723,72.252,77.743,14.121,141.295,22.917,27.247,33.181,42.715,179.434,124.728,124.787,118.107,14.551,13.550,16.868,10.464,93.010,56.091,10.444,10.449,10.450,79.309,25.694,58.975,79.731,72.680,91.558,83.767,30.457,31.271,153.444,122.461,57.355,15.419,21.288,69.977,75.533,32.244,37.056,39.244,20.052,102.832,25.996,15.421,18.899,23.921,93.037,60.089,60.110,57.379,51.910,49.683,55.856,24.173,51.307,41.975,17.466,19.514,19.926,43.948,44.574
55.0,121.243,22.062,152.627,37.092,22.837,50.403,74.458,222.529,180.066,75.755,32.779,46.539,14.130,29.038,77.475,92.869,100.186,14.077,141.080,22.864,32.864,40.688,53.438,174.353,129.986,130.045,123.088,14.014,13.066,16.238,18.693,63.248,56.034,15.530,16.444,16.634,55.137,25.454,64.790,77.361,79.678,89.816,81.107,27.616,37.961,161.297,128.771,61.942,18.673,25.796,66.101,74.984,39.161,45.033,47.700,23.786,109.428,30.003,18.721,22.900,29.023,91.153,62.030,62.051,59.240,50.657,48.214,54.942,9.560,37.632,50.270,6.910,7.720,7.883,32.057,45.683
55.5,131.897,20.610,166.719,35.352,21.191,86.349,87.736,221.985,179.779,75.640,37.331,53.924,13.089,27.874,91.450,110.081,118.909,14.011,140.753,22.784,37.581,46.879,62.360,168.747,135.089,135.148,127.922,13.506,12.617,15.628,46.017,63.210,55.919,32.387,36.318,37.136,55.112,25.190,69.207,74.966,85.064,88.089,78.418,42.562,43.148,167.144,133.534,65.430,21.157,29.249,61.953,74.420,44.542,51.259,54.305,26.564,114.376,33.020,21.289,25.963,32.967,89.001,63.904,63.925,61.035,49.347,46.662,53.997,25.542,52.580,55.433,18.453,20.616,21.052,45.056,46.716
56.0,141.036,19.251,179.008,33.663,19.657,111.458,99.460,221.253,179.392,75.484,41.295,60.373,12.216,26.706,103.843,125.351,135.498,13.922,140.311,22.677,41.810,52.292,70.250,162.499,139.941,140.097,132.609,13.030,12.204,15.040,61.279,63.104,55.745,41.787,47.381,48.550,55.040,24.904,72.829,72.540,89.564,86.381,75.693,51.680,47.525,171.835,137.427,68.308,23.211,32.119,57.422,73.829,49.105,56.559,59.930,28.783,118.386,35.474,23.471,28.509,36.289,86.509,65.682,65.735,62.768,47.966,45.006,53.009,32.490,58.978,59.400,23.456,26.200,26.755,50.640,47.675
56.5,149.045,17.986,190.016,32.023,18.236,132.263,110.134,220.332,178.904,75.288,44.846,66.168,11.512,25.536,115.189,139.335,150.661,13.812,139.756,22.543,45.738,57.161,77.454,155.420,143.755,144.888,137.146,12.586,11.829,14.473,73.529,62.930,55.511,49.316,56.213,57.662,54.923,24.596,75.908,70.076,93.483,84.695,72.921,58.775,51.390,175.732,140.736,70.783,24.982,34.607,52.326,73.200,53.156,61.284,64.945,30.608,121.759,37.545,25.417,30.716,39.214,83.558,67.107,67.485,64.441,46.493,43.216,51.967,37.601,63.574,62.688,27.120,30.277,30.921,54.675,48.561
57.0,156.121,16.814,200.020,30.433,16.930,150.571,120.033,219.221,178.312,75.050,48.077,71.459,10.980,24.368,125.781,152.388,164.781,13.682,139.087,22.383,49.470,61.617,84.160,147.167,148.482,149.514,141.527,12.176,11.493,13.931,84.218,62.687,55.215,55.874,63.863,65.556,54.757,24.264,78.574,67.563,96.980,83.034,70.086,64.798,54.897,179.024,143.615,72.967,26.545,36.816,46.325,72.520,56.858,65.619,69.547,32.127,124.653,39.329,27.204,32.676,41.863,79.923,68.829,69.175,66.056,44.903,41.251,50.855,41.825,67.260,65.523,30.132,33.616,34.333,57.938,49.377
