# Ib surucusu v2 — F(t)/maksF; normalizasyon tabani BAYRAKSIZ bolgeden (dongu %3.5+; kopru penceresi %0-3.4 katı-ayak/kopru artefakt bayragi tasir ve 1.0 asabilir); kuvvet = Fmax·a·fL·fV·cos(alfa); a: stance u_stance_v4 + salinim u_swing_v2; pps kazanci Faz 4 parametresi
gait_pct,BFa_Ib,BFp_Ib,CF_Ib,STp_Ib,STa_Ib,SM_Ib,QF_Ib,TFL_Ib,GMa_Ib,GMe_Ib,GMi_Ib,Pir_Ib,GP_Ib,GA_Ib,AL_Ib,AM_Ib,AB_Ib,Pec_Ib,IP_Ib,OE_Ib,OI_Ib,GS_Ib,GI_Ib,RF_Ib,VL_Ib,VI_Ib,VM_Ib,MG_Ib,LG_Ib,Pla_Ib,Sol_Ib,TA_Ib,EDL_Ib,TP_Ib,FDL_Ib,FHL_Ib,Per_Ib,Pop_Ib
65.5,0.01682,0.05105,0.00000,0.26556,0.00000,0.00000,0.00000,0.05990,0.09719,0.10820,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.29882,0.54576,0.00446,0.00000,0.00000,0.04380,0.00000,0.00000,0.00000,0.00000,0.00000,0.16222,0.00000,0.01942,0.03231,0.00000,0.08291,0.00000,0.00604,0.17858
66.0,0.02232,0.04951,0.00000,0.29495,0.00000,0.00000,0.00000,0.05618,0.09448,0.11081,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.29509,0.56374,0.00085,0.00000,0.00000,0.04260,0.00000,0.00000,0.00000,0.00000,0.00000,0.15071,0.00000,0.01897,0.03305,0.00000,0.07919,0.00000,0.00593,0.18627
66.5,0.02749,0.04782,0.00000,0.33043,0.00000,0.00000,0.00000,0.05279,0.09179,0.11306,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.29183,0.58380,0.00000,0.00000,0.00000,0.04131,0.00000,0.00000,0.00000,0.00000,0.00000,0.14104,0.00000,0.01854,0.03385,0.00000,0.07685,0.00000,0.00577,0.19508
67.0,0.03247,0.04600,0.00000,0.37182,0.00000,0.00000,0.00000,0.04970,0.08926,0.11513,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.28834,0.60430,0.00000,0.00000,0.00000,0.03999,0.00000,0.00000,0.00000,0.00000,0.00000,0.13659,0.00000,0.01807,0.03473,0.00000,0.07691,0.00000,0.00569,0.20512
67.5,0.03712,0.04403,0.00000,0.43488,0.00000,0.00000,0.00000,0.04677,0.08711,0.11687,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.28452,0.62583,0.00000,0.00000,0.00000,0.03872,0.00000,0.00000,0.00000,0.00000,0.00000,0.13187,0.00000,0.01766,0.03555,0.00000,0.07715,0.00000,0.00560,0.21653
68.0,0.04222,0.04189,0.00000,0.50503,0.00000,0.00000,0.00000,0.04417,0.08481,0.11937,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.28086,0.64772,0.00000,0.00000,0.00000,0.03728,0.00000,0.00000,0.00000,0.00000,0.00000,0.12886,0.00000,0.01732,0.03633,0.00000,0.07757,0.00000,0.00551,0.22911
68.5,0.04723,0.03971,0.00000,0.57376,0.00000,0.00000,0.00000,0.04176,0.08270,0.12156,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.27719,0.67052,0.00000,0.00000,0.00000,0.03585,0.00000,0.00000,0.00000,0.00000,0.00000,0.12570,0.00000,0.01706,0.03743,0.00000,0.07837,0.00000,0.00544,0.24340
69.0,0.05212,0.03759,0.00000,0.62976,0.00000,0.00000,0.00000,0.03964,0.08078,0.12391,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.27359,0.69407,0.00000,0.00000,0.00000,0.03441,0.00000,0.00000,0.00000,0.00000,0.00000,0.12371,0.00000,0.01688,0.03854,0.00000,0.07955,0.00000,0.00535,0.25996
69.5,0.05660,0.03560,0.00000,0.67906,0.00000,0.00000,0.00000,0.03768,0.07895,0.12658,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.26990,0.71735,0.00000,0.00000,0.00000,0.03292,0.00000,0.00000,0.00000,0.00000,0.00000,0.12293,0.00000,0.01683,0.03985,0.00000,0.07888,0.00000,0.00526,0.27833
70.0,0.06081,0.03365,0.00000,0.72530,0.00000,0.00000,0.00000,0.03598,0.07728,0.12900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.26610,0.74034,0.00000,0.00000,0.00000,0.03143,0.00000,0.00000,0.00000,0.00000,0.00000,0.12337,0.00000,0.01687,0.04123,0.00000,0.07779,0.00000,0.00519,0.29917
70.5,0.06483,0.03170,0.00000,0.76598,0.00000,0.00000,0.00000,0.03448,0.07587,0.13133,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.26236,0.76327,0.00000,0.00000,0.00000,0.02997,0.00000,0.00000,0.00000,0.00000,0.00000,0.12442,0.00000,0.01702,0.04304,0.00000,0.07727,0.00000,0.00511,0.32324
71.0,0.06858,0.02985,0.00000,0.80275,0.00000,0.00000,0.00000,0.03320,0.07474,0.13347,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.25880,0.78581,0.00000,0.00000,0.00000,0.02855,0.00000,0.00000,0.00000,0.00000,0.00000,0.12543,0.00000,0.01729,0.04480,0.00000,0.07713,0.00000,0.00503,0.35101
71.5,0.07208,0.02806,0.00000,0.83498,0.00000,0.00000,0.00000,0.03215,0.07390,0.13529,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.25552,0.80841,0.00000,0.00000,0.00000,0.02718,0.00000,0.00000,0.00000,0.00000,0.00000,0.12509,0.00000,0.01769,0.04706,0.00000,0.07777,0.00000,0.00497,0.38354
72.0,0.07532,0.02629,0.00000,0.86300,0.00000,0.00000,0.00000,0.03126,0.07327,0.13406,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.25242,0.83155,0.00000,0.00000,0.00000,0.02587,0.00000,0.00000,0.00000,0.00000,0.00000,0.12536,0.00000,0.01820,0.04950,0.00000,0.07897,0.00000,0.00491,0.42110
72.5,0.07829,0.02468,0.00000,0.87780,0.00000,0.00000,0.00000,0.03051,0.07290,0.13204,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.24930,0.85331,0.00000,0.00000,0.00000,0.02458,0.00000,0.00000,0.00000,0.00000,0.00000,0.12626,0.00000,0.01882,0.05217,0.00000,0.08072,0.00000,0.00486,0.46459
73.0,0.08097,0.02304,0.00000,0.89745,0.00000,0.00000,0.00000,0.03005,0.07280,0.12978,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.24694,0.87527,0.00000,0.00000,0.00000,0.02334,0.00000,0.00000,0.00000,0.00000,0.00000,0.12778,0.00000,0.01958,0.05527,0.00000,0.08361,0.00000,0.00488,0.51721
73.5,0.08336,0.02151,0.00000,0.91541,0.00000,0.00000,0.00000,0.02976,0.07301,0.12728,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.24510,0.89628,0.00000,0.00000,0.00000,0.02213,0.00000,0.00000,0.00000,0.00000,0.00000,0.12729,0.00000,0.02048,0.05925,0.00000,0.08802,0.00000,0.00508,0.58073
74.0,0.08548,0.02001,0.00000,0.92996,0.00000,0.00000,0.00000,0.02964,0.07347,0.12441,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.24369,0.91606,0.00000,0.00000,0.00000,0.02095,0.00000,0.00000,0.00000,0.00000,0.00000,0.12744,0.00000,0.02150,0.06362,0.00000,0.09351,0.00000,0.00530,0.65737
74.5,0.08731,0.01854,0.00000,0.94192,0.00000,0.00000,0.00000,0.02963,0.07411,0.12102,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.24259,0.93324,0.00000,0.00000,0.00000,0.01979,0.00000,0.00000,0.00000,0.00000,0.00000,0.12953,0.00000,0.02266,0.06842,0.00000,0.09965,0.00000,0.00553,0.79045
75.0,0.08891,0.01714,0.00000,0.95213,0.00000,0.00000,0.00000,0.02988,0.07503,0.11750,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.24224,0.94945,0.00000,0.00000,0.00000,0.01865,0.00000,0.00000,0.00000,0.00000,0.00000,0.13292,0.00000,0.02396,0.07368,0.00000,0.10678,0.00000,0.00577,0.88602
75.5,0.09033,0.01592,0.00000,0.96225,0.00000,0.00000,0.00000,0.03023,0.07621,0.11370,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.24267,0.96439,0.00000,0.00000,0.00000,0.01754,0.00000,0.00000,0.00000,0.00000,0.00000,0.13761,0.00000,0.02539,0.07919,0.00000,0.11503,0.00000,0.00602,0.94113
76.0,0.09157,0.01478,0.00000,0.97148,0.00000,0.00000,0.00000,0.03079,0.07761,0.10947,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.24380,0.97735,0.00000,0.00000,0.00000,0.01645,0.00000,0.00000,0.00000,0.00000,0.00000,0.14360,0.00000,0.02694,0.08522,0.00000,0.12411,0.00000,0.00626,0.97275
76.5,0.09265,0.01382,0.00000,0.97984,0.00000,0.00000,0.00000,0.03144,0.07924,0.10505,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.24561,0.98793,0.00000,0.00000,0.00000,0.01538,0.00000,0.00000,0.00000,0.00000,0.00000,0.13367,0.00000,0.02870,0.09120,0.00000,0.13425,0.00000,0.00652,0.99065
77.0,0.09361,0.01295,0.00000,0.98731,0.00000,0.00000,0.00000,0.03224,0.08105,0.10042,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.24807,0.99575,0.00000,0.00000,0.00000,0.01433,0.00000,0.00000,0.00000,0.00000,0.00000,0.09991,0.00000,0.03066,0.09702,0.00000,0.14564,0.00000,0.00682,0.99851
77.5,0.09440,0.01222,0.00000,0.99389,0.00000,0.00000,0.00000,0.03314,0.08305,0.09514,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.25095,1.00000,0.00000,0.00000,0.00000,0.01330,0.00000,0.00000,0.00000,0.00000,0.00000,0.06746,0.00000,0.03265,0.10181,0.00000,0.15702,0.00000,0.00709,1.00000
78.0,0.09507,0.01159,0.00000,0.99785,0.00000,0.00000,0.00000,0.03413,0.08520,0.08945,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.25423,0.99986,0.00000,0.00000,0.00000,0.01230,0.00000,0.00000,0.00000,0.00000,0.00000,0.03503,0.00000,0.03449,0.10513,0.00000,0.16742,0.00000,0.00739,0.99513
78.5,0.09560,0.01110,0.00000,1.00000,0.00000,0.00000,0.00000,0.03522,0.08750,0.08318,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.25778,0.99489,0.00000,0.00000,0.00000,0.01133,0.00000,0.00000,0.00000,0.00000,0.00000,0.00132,0.00000,0.03599,0.11070,0.00000,0.17616,0.00111,0.00761,0.98605
79.0,0.09586,0.01038,0.00341,0.99596,0.00000,0.00000,0.00000,0.03622,0.08978,0.07585,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.26046,0.98122,0.00000,0.00000,0.00000,0.01037,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04081,0.08190,0.00000,0.20065,0.00389,0.00848,0.96981
79.5,0.09594,0.00981,0.00951,0.98818,0.00000,0.00000,0.00000,0.03710,0.09221,0.07016,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.26242,0.98049,0.00000,0.00000,0.00000,0.00946,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04617,0.02413,0.00000,0.22549,0.00675,0.00971,0.94825
80.0,0.09587,0.00923,0.01274,0.97574,0.00000,0.00000,0.00000,0.03806,0.09466,0.06308,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.26412,0.96757,0.00000,0.00000,0.00000,0.00859,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05178,0.00000,0.00000,0.25459,0.00927,0.01054,0.92324
80.5,0.09580,0.00875,0.01533,0.96202,0.00000,0.00000,0.00000,0.03894,0.09730,0.05436,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.26604,0.94046,0.00078,0.00000,0.00000,0.00779,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05707,0.00000,0.00000,0.28350,0.01068,0.01101,0.89573
81.0,0.09617,0.00848,0.01773,0.94787,0.00000,0.00000,0.00000,0.03988,0.10063,0.04362,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.26807,0.90286,0.00243,0.00000,0.00000,0.00709,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06194,0.00000,0.00000,0.30960,0.01162,0.01152,0.86839
81.5,0.09637,0.00826,0.01986,0.92973,0.00000,0.00000,0.00000,0.04072,0.10400,0.03213,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.26961,0.85684,0.00399,0.00000,0.00000,0.00644,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06637,0.00000,0.00000,0.33289,0.01242,0.01188,0.83706
82.0,0.09646,0.00820,0.02102,0.90754,0.00000,0.00000,0.00000,0.04144,0.10750,0.01999,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.27057,0.80451,0.00546,0.00000,0.00000,0.00583,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07035,0.00000,0.00000,0.35301,0.01289,0.01230,0.80348
82.5,0.09660,0.00819,0.02204,0.88301,0.00000,0.00000,0.00000,0.04211,0.11136,0.00746,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.27103,0.74821,0.00719,0.00000,0.00000,0.00528,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07391,0.00000,0.00000,0.37001,0.01308,0.01262,0.76857
83.0,0.09692,0.00846,0.02788,0.85060,0.00000,0.00000,0.00000,0.04158,0.11484,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.26954,0.72368,0.01064,0.00000,0.00000,0.00484,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07692,0.00000,0.00000,0.38373,0.01324,0.01285,0.72896
83.5,0.09692,0.00885,0.02748,0.80916,0.00000,0.00000,0.00000,0.03960,0.11695,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.26689,0.74498,0.01442,0.00000,0.00000,0.00447,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07946,0.00000,0.00000,0.39406,0.01320,0.01300,0.68640
84.0,0.09658,0.00935,0.02268,0.77659,0.00000,0.00000,0.00000,0.03717,0.11871,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.26386,0.76234,0.01724,0.00000,0.00000,0.00413,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08148,0.00000,0.00000,0.40120,0.01299,0.01314,0.64352
84.5,0.09596,0.01002,0.02229,0.73430,0.00000,0.00000,0.00000,0.03444,0.12019,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.26012,0.77581,0.01952,0.00000,0.00000,0.00382,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08297,0.00000,0.00000,0.40508,0.01280,0.01315,0.60122
85.0,0.09501,0.01074,0.02189,0.68892,0.00000,0.00000,0.00000,0.03116,0.12123,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.25556,0.78491,0.02119,0.00000,0.00000,0.00355,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08395,0.00000,0.00000,0.40600,0.01233,0.01309,0.55868
85.5,0.09437,0.01141,0.04092,0.64395,0.00000,0.00000,0.00000,0.02715,0.12250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.25015,0.79825,0.02344,0.00000,0.00000,0.00335,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08446,0.00000,0.00000,0.40405,0.01192,0.01295,0.51938
86.0,0.09368,0.01214,0.04244,0.60218,0.00000,0.00000,0.00000,0.02290,0.12369,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.24546,0.80777,0.02482,0.00000,0.00000,0.00317,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08443,0.00000,0.00000,0.39942,0.01155,0.01274,0.48163
86.5,0.09301,0.01309,0.02287,0.56370,0.00000,0.00000,0.00000,0.01863,0.12489,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.24198,0.81400,0.02524,0.00000,0.00000,0.00302,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08393,0.00000,0.00000,0.39243,0.01097,0.01246,0.44804
87.0,0.09216,0.01410,0.02191,0.52490,0.00000,0.00000,0.00000,0.01336,0.12567,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.23682,0.81746,0.02590,0.00000,0.00000,0.00290,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08312,0.00000,0.00000,0.38404,0.01058,0.01211,0.41433
87.5,0.09122,0.01516,0.02113,0.48676,0.00000,0.00000,0.00000,0.00776,0.12621,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.23127,0.81769,0.02628,0.00000,0.00000,0.00281,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08213,0.00000,0.00000,0.37573,0.01012,0.01195,0.38225
88.0,0.09027,0.01616,0.02075,0.45024,0.00000,0.00000,0.00000,0.00155,0.12653,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.22538,0.81474,0.02656,0.00000,0.00000,0.00275,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08078,0.00000,0.00000,0.36580,0.00960,0.01165,0.35183
88.5,0.08932,0.01721,0.01990,0.41630,0.00000,0.00000,0.00000,0.00000,0.12659,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.21889,0.81213,0.02683,0.00000,0.00000,0.00272,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07907,0.00000,0.00000,0.35454,0.00915,0.01128,0.32308
89.0,0.08846,0.01825,0.01857,0.38407,0.00000,0.00000,0.00000,0.00000,0.12644,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.21236,0.80840,0.02706,0.00000,0.00000,0.00274,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07710,0.00000,0.00000,0.34219,0.00864,0.01084,0.29688
89.5,0.08771,0.01922,0.01810,0.35449,0.00000,0.00000,0.00000,0.00000,0.12615,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.20603,0.80311,0.02702,0.00000,0.00000,0.00279,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07501,0.00000,0.00000,0.32973,0.00830,0.01040,0.27324
90.0,0.08709,0.02013,0.01808,0.32850,0.00000,0.00000,0.00000,0.00000,0.12581,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.19994,0.79778,0.02695,0.00000,0.00000,0.00287,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07284,0.00000,0.00000,0.31751,0.00789,0.00995,0.25217
90.5,0.08680,0.02073,0.01766,0.30429,0.00000,0.00000,0.00000,0.00000,0.12555,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.19423,0.79390,0.02692,0.00000,0.00000,0.00300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07055,0.00000,0.00000,0.30505,0.00754,0.00943,0.23281
91.0,0.08672,0.01982,0.01767,0.28188,0.00000,0.00000,0.00000,0.00000,0.12523,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.18930,0.79004,0.02669,0.00000,0.00000,0.00318,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06810,0.00000,0.00000,0.29239,0.00711,0.00890,0.21600
91.5,0.08723,0.01832,0.01791,0.26217,0.00000,0.00000,0.00000,0.00000,0.12525,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.18544,0.79239,0.02657,0.00000,0.00000,0.00343,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06553,0.00000,0.00000,0.27955,0.00683,0.00844,0.20091
92.0,0.08804,0.01671,0.01852,0.24426,0.00000,0.00000,0.00000,0.00000,0.12528,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.18276,0.79522,0.02624,0.00000,0.00000,0.00374,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06299,0.00000,0.00000,0.26510,0.00646,0.00791,0.18836
92.5,0.08907,0.01511,0.01980,0.22995,0.00000,0.00000,0.00000,0.00000,0.12533,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.18148,0.79906,0.02568,0.00000,0.00000,0.00411,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06048,0.00000,0.00000,0.25115,0.00612,0.00744,0.17748
93.0,0.09037,0.01339,0.02138,0.21741,0.00000,0.00000,0.00000,0.00000,0.12543,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.18182,0.80392,0.02483,0.00000,0.00000,0.00454,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05799,0.00000,0.00000,0.23818,0.00579,0.00697,0.16827
93.5,0.09198,0.01162,0.02368,0.20663,0.00000,0.00000,0.00000,0.00000,0.12555,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.18404,0.80985,0.02376,0.00000,0.00000,0.00503,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05558,0.00000,0.00000,0.22613,0.00559,0.00656,0.15987
94.0,0.09384,0.00980,0.02664,0.19845,0.00000,0.00000,0.00000,0.00000,0.12572,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.18816,0.81730,0.02238,0.00000,0.00000,0.00560,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05325,0.00000,0.00000,0.21485,0.00527,0.00622,0.15391
94.5,0.09596,0.00793,0.03055,0.19106,0.00000,0.00000,0.00000,0.00000,0.12598,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.19433,0.82627,0.02064,0.00000,0.00000,0.00627,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05108,0.00000,0.00000,0.20451,0.00508,0.00600,0.14788
95.0,0.09845,0.00603,0.03541,0.18530,0.00000,0.00000,0.00000,0.00000,0.12639,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.20267,0.83673,0.01860,0.00000,0.00000,0.00705,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04903,0.00000,0.00000,0.19509,0.00488,0.00592,0.14420
95.5,0.10120,0.00404,0.04230,0.17587,0.00000,0.00000,0.00000,0.00000,0.12674,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.21328,0.84900,0.01723,0.00000,0.00012,0.00780,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04719,0.00000,0.00000,0.18665,0.00467,0.00589,0.13632
96.0,0.10431,0.00202,0.04674,0.16883,0.00000,0.00000,0.00000,0.00000,0.12706,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.22660,0.86005,0.01600,0.00000,0.00011,0.00868,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04542,0.00000,0.00000,0.17915,0.00460,0.00605,0.13153
96.5,0.10757,0.00000,0.05011,0.16316,0.00000,0.00000,0.00000,0.00000,0.12744,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.24253,0.87207,0.01478,0.00000,0.00000,0.00971,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04357,0.00000,0.00000,0.17268,0.00436,0.00627,0.12730
97.0,0.10968,0.00000,0.05375,0.09302,0.00000,0.00000,0.00000,0.00000,0.12838,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.26508,0.86826,0.01299,0.00000,0.00000,0.01324,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04195,0.00000,0.00000,0.16717,0.00427,0.00660,0.09882
97.5,0.11180,0.00000,0.05743,0.03973,0.00000,0.00000,0.00000,0.00000,0.12943,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.28961,0.86590,0.01135,0.00000,0.00000,0.01696,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04060,0.00000,0.00000,0.16254,0.00416,0.00711,0.07626
98.0,0.11399,0.00000,0.06083,0.00235,0.00000,0.00000,0.00000,0.00000,0.13068,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.31589,0.86533,0.00978,0.00000,0.00000,0.02080,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03949,0.00000,0.00000,0.15884,0.00403,0.00771,0.05941
98.5,0.11610,0.00000,0.06436,0.00000,0.00000,0.00000,0.00000,0.00000,0.13193,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.34367,0.86482,0.00838,0.00000,0.00000,0.02483,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03860,0.00000,0.00000,0.15603,0.00387,0.00840,0.04656
99.0,0.11823,0.00000,0.06759,0.00000,0.00000,0.00000,0.00000,0.00000,0.13333,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37255,0.86516,0.00704,0.00000,0.00000,0.02885,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03788,0.00000,0.00000,0.15378,0.00367,0.00916,0.04206
99.5,0.12038,0.00000,0.07055,0.00000,0.00000,0.00000,0.00000,0.00000,0.13468,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.40208,0.86677,0.00590,0.00000,0.00000,0.03275,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03740,0.00000,0.00000,0.15241,0.00319,0.01000,0.03891
