# Ib surucusu v2 — F(t)/maksF; normalizasyon tabani BAYRAKSIZ bolgeden (dongu %3.5+; kopru penceresi %0-3.4 katı-ayak/kopru artefakt bayragi tasir ve 1.0 asabilir); kuvvet = Fmax·a·fL·fV·cos(alfa); a: stance u_stance_v4 + salinim u_swing_v2; pps kazanci Faz 4 parametresi
gait_pct,BFa_Ib,BFp_Ib,CF_Ib,STp_Ib,STa_Ib,SM_Ib,QF_Ib,TFL_Ib,GMa_Ib,GMe_Ib,GMi_Ib,Pir_Ib,GP_Ib,GA_Ib,AL_Ib,AM_Ib,AB_Ib,Pec_Ib,IP_Ib,OE_Ib,OI_Ib,GS_Ib,GI_Ib,RF_Ib,VL_Ib,VI_Ib,VM_Ib,MG_Ib,LG_Ib,Pla_Ib,Sol_Ib,TA_Ib,EDL_Ib,TP_Ib,FDL_Ib,FHL_Ib,Per_Ib,Pop_Ib
31.0,0.20763,0.00000,0.56852,0.00000,0.00000,0.33819,0.16414,0.00000,0.00000,0.00000,0.00000,0.29037,0.00000,0.00000,0.52822,0.99274,0.95230,0.00000,0.00000,0.00000,0.10579,0.22088,0.05296,0.63259,0.54534,0.42852,0.50736,0.97006,0.96650,0.60800,0.42143,0.88948,0.00000,0.25335,0.00000,0.15645,0.00000,0.00000
31.5,0.19000,0.00000,0.59464,0.00000,0.00000,0.32684,0.15412,0.00000,0.00000,0.00000,0.00000,0.29256,0.00000,0.00000,0.55062,1.00000,0.93332,0.00000,0.00000,0.00000,0.09777,0.21069,0.04723,0.63687,0.53910,0.41665,0.49970,0.99306,0.95851,0.66248,0.40739,0.88790,0.00000,0.24093,0.00000,0.15514,0.00000,0.00000
32.0,0.17369,0.00000,0.79499,0.00000,0.00000,0.31315,0.14332,0.00000,0.00000,0.00000,0.00000,0.30180,0.00000,0.00000,0.56188,0.99823,0.90205,0.00000,0.00000,0.00000,0.08952,0.20108,0.04171,0.63968,0.53095,0.40415,0.49049,1.00000,0.94184,0.69325,0.39218,0.87276,0.00000,0.22820,0.00000,0.15352,0.00000,0.00000
32.5,0.15066,0.00000,1.00000,0.00000,0.00000,0.29732,0.13219,0.00000,0.00000,0.00000,0.00000,0.30969,0.00000,0.00000,0.57465,0.99616,0.86929,0.00000,0.00000,0.00000,0.08059,0.18977,0.03636,0.64220,0.52182,0.39173,0.48056,0.99963,0.92173,0.71568,0.37700,0.85297,0.00000,0.21615,0.00000,0.15177,0.00000,0.00000
33.0,0.14125,0.00000,0.75577,0.00000,0.00000,0.28687,0.12378,0.00000,0.00000,0.00000,0.00000,0.31762,0.00000,0.00000,0.57894,0.99137,0.84119,0.00000,0.00000,0.00000,0.07444,0.18248,0.03240,0.64162,0.51562,0.38227,0.47358,0.98765,0.89965,0.71215,0.36382,0.82710,0.00000,0.20549,0.00000,0.15083,0.00000,0.00000
33.5,0.12492,0.00000,0.75289,0.00000,0.00000,0.27452,0.11585,0.00000,0.00000,0.00000,0.05104,0.30987,0.00000,0.00000,0.58991,0.98645,0.81993,0.00000,0.00000,0.00000,0.06821,0.17168,0.02878,0.64248,0.50888,0.37307,0.46627,0.98173,0.88029,0.72496,0.35148,0.80663,0.00000,0.19609,0.00000,0.14990,0.00000,0.00000
34.0,0.11651,0.00000,0.74492,0.00000,0.00000,0.26243,0.10848,0.00000,0.00000,0.00000,0.12833,0.30430,0.00000,0.00000,0.58962,0.97234,0.79268,0.00000,0.00000,0.00000,0.06302,0.16266,0.02573,0.64150,0.50127,0.36389,0.45832,0.96222,0.85404,0.71538,0.33844,0.77396,0.00000,0.18638,0.00000,0.14863,0.00000,0.00000
34.5,0.10420,0.00000,0.73002,0.00000,0.00000,0.25046,0.10166,0.00000,0.00000,0.00000,0.19517,0.29534,0.00000,0.00000,0.59362,0.96170,0.76969,0.00000,0.00000,0.00000,0.05784,0.15283,0.02298,0.64045,0.49416,0.35567,0.45100,0.95164,0.83224,0.72456,0.32678,0.74804,0.00000,0.17803,0.00000,0.14762,0.00000,0.00000
35.0,0.10289,0.00000,0.70881,0.00000,0.00000,0.23875,0.09509,0.00000,0.00000,0.00000,0.28056,0.29497,0.00000,0.00000,0.58201,0.93948,0.73657,0.00000,0.00000,0.00000,0.05366,0.14613,0.02066,0.63734,0.48573,0.34708,0.44265,0.92364,0.80112,0.70389,0.31374,0.70461,0.00000,0.16874,0.00000,0.14593,0.00000,0.00000
35.5,0.08847,0.00000,0.67530,0.00000,0.00000,0.22566,0.08866,0.00000,0.00000,0.00000,0.34272,0.28407,0.00000,0.00000,0.58325,0.92498,0.71192,0.00000,0.00000,0.00000,0.04851,0.13581,0.01838,0.63518,0.47678,0.33865,0.43397,0.89186,0.76825,0.68065,0.30069,0.66320,0.00000,0.15987,0.00000,0.14385,0.00000,0.00000
36.0,0.07530,0.00000,0.64162,0.00000,0.00000,0.21127,0.08200,0.00000,0.00000,0.00000,0.42887,0.27777,0.00000,0.00000,0.57758,0.90448,0.68084,0.00000,0.00000,0.00000,0.04318,0.12623,0.01622,0.63317,0.46623,0.32960,0.42398,0.83651,0.72350,0.61656,0.28574,0.60144,0.00000,0.14972,0.00000,0.14067,0.00000,0.00000
36.5,0.07047,0.00000,0.62445,0.00000,0.00000,0.20103,0.07707,0.00000,0.00000,0.00000,0.49465,0.27429,0.00000,0.00000,0.57130,0.88817,0.65618,0.00000,0.00000,0.00000,0.03948,0.11973,0.01467,0.63083,0.45924,0.32354,0.41737,0.82702,0.70093,0.63258,0.27553,0.56784,0.00000,0.14294,0.00000,0.13923,0.00000,0.00000
37.0,0.06428,0.00000,0.59839,0.00000,0.00000,0.18818,0.07144,0.00000,0.00000,0.00000,0.58281,0.27312,0.00000,0.00000,0.55788,0.86339,0.62344,0.00000,0.00000,0.00000,0.03513,0.11289,0.01306,0.62874,0.44896,0.31559,0.40791,0.77918,0.65901,0.58251,0.26166,0.50299,0.00000,0.13369,0.00000,0.13582,0.00000,0.00000
37.5,0.06510,0.00000,0.57981,0.00000,0.00000,0.17892,0.06726,0.00000,0.00000,0.00000,0.65008,0.27389,0.00000,0.00000,0.54388,0.84191,0.59642,0.00000,0.00000,0.00000,0.03222,0.10868,0.01193,0.62565,0.44162,0.31010,0.40123,0.76743,0.63463,0.59474,0.25156,0.46123,0.00000,0.12708,0.00000,0.13384,0.00000,0.00000
38.0,0.06347,0.00000,0.55353,0.00000,0.00000,0.16744,0.06249,0.00000,0.00000,0.00000,0.72921,0.27503,0.00000,0.00000,0.52427,0.81298,0.56317,0.00000,0.00000,0.00000,0.02870,0.10388,0.01073,0.62145,0.43084,0.30258,0.39155,0.72099,0.59318,0.54805,0.23808,0.39310,0.00000,0.11831,0.00000,0.12982,0.00000,0.00000
38.5,0.08197,0.00000,0.54195,0.00000,0.00000,0.16116,0.05952,0.00000,0.00000,0.00000,0.80005,0.28806,0.00000,0.00000,0.48716,0.77605,0.52736,0.00000,0.00000,0.00000,0.02843,0.10610,0.01023,0.61550,0.42382,0.29804,0.38538,0.72787,0.57632,0.59000,0.22960,0.34934,0.00000,0.11269,0.00000,0.12807,0.00000,0.00000
39.0,0.08640,0.00000,0.50469,0.00000,0.00000,0.14621,0.05365,0.00000,0.00000,0.00000,0.91362,0.29729,0.00000,0.00000,0.44105,0.72092,0.47355,0.00000,0.00000,0.00000,0.02489,0.10336,0.00901,0.60741,0.40983,0.28584,0.36900,0.62834,0.50840,0.45530,0.21031,0.23652,0.00000,0.10036,0.05568,0.11998,0.00000,0.00000
39.5,0.03474,0.00000,0.43345,0.00000,0.00000,0.12189,0.04526,0.00000,0.00000,0.00000,1.00000,0.26923,0.00000,0.00000,0.45715,0.70386,0.44477,0.00000,0.00000,0.00000,0.01283,0.08239,0.00651,0.60425,0.38524,0.26933,0.34684,0.39256,0.38456,0.09367,0.18135,0.07591,0.00000,0.08261,0.15411,0.10562,0.00000,0.00000
40.0,0.01386,0.00000,0.32280,0.00000,0.00000,0.10864,0.04116,0.00000,0.00000,0.06256,0.99504,0.24717,0.00000,0.00000,0.46462,0.69105,0.43033,0.00183,0.00000,0.00000,0.00696,0.07082,0.00534,0.60404,0.36875,0.26176,0.33595,0.27899,0.28482,0.00000,0.15825,0.00000,0.00000,0.05601,0.44728,0.09342,0.00000,0.00000
40.5,0.00034,0.00000,0.30438,0.00000,0.00000,0.09696,0.03824,0.00000,0.00000,0.15755,0.93017,0.22030,0.00000,0.00000,0.46989,0.67597,0.42028,0.07558,0.00000,0.00000,0.00296,0.06052,0.00457,0.60880,0.35869,0.25631,0.32760,0.27399,0.19510,0.00000,0.13548,0.00000,0.00000,0.01710,0.92971,0.07853,0.00000,0.00000
41.0,0.00000,0.00000,0.34972,0.00000,0.00000,0.08570,0.03560,0.00000,0.00000,0.26384,0.87326,0.19275,0.00000,0.00000,0.48876,0.67400,0.41858,0.17951,0.00000,0.00000,0.00000,0.04913,0.00372,0.61938,0.35211,0.25330,0.32212,0.23161,0.15523,0.00000,0.12423,0.00000,0.00000,0.00705,1.00000,0.07046,0.06100,0.00000
41.5,0.00000,0.00000,0.31793,0.00000,0.00000,0.07569,0.03326,0.00000,0.00000,0.33592,0.82108,0.16496,0.00000,0.00000,0.51941,0.68345,0.42436,0.30539,0.00000,0.00000,0.00000,0.03709,0.00283,0.62736,0.34677,0.25141,0.31785,0.17766,0.13228,0.00000,0.11711,0.00000,0.00000,0.00651,0.94467,0.06558,0.12243,0.00000
42.0,0.00000,0.00000,0.29049,0.00000,0.00000,0.06628,0.03123,0.00000,0.00000,0.43568,0.77476,0.14377,0.00000,0.00000,0.53759,0.68381,0.42430,0.39104,0.00000,0.00000,0.00000,0.02813,0.00212,0.63750,0.34228,0.25037,0.31441,0.12543,0.11042,0.00000,0.11058,0.00000,0.00000,0.00596,0.89413,0.06114,0.19974,0.00000
42.5,0.00000,0.00000,0.26087,0.00000,0.00000,0.05678,0.02911,0.00000,0.00000,0.50154,0.72645,0.11888,0.00000,0.00000,0.56978,0.69484,0.43133,0.50815,0.00000,0.00000,0.00000,0.01705,0.00123,0.64426,0.33736,0.24925,0.31062,0.07361,0.08914,0.00000,0.10421,0.00000,0.00000,0.00548,0.84334,0.05693,0.25748,0.00000
43.0,0.00000,0.00000,0.23043,0.00000,0.00000,0.04614,0.02684,0.00000,0.00000,0.59697,0.67840,0.09476,0.00000,0.00000,0.59993,0.70279,0.43636,0.61722,0.00000,0.00000,0.00000,0.00618,0.00030,0.65551,0.33270,0.24855,0.30713,0.01564,0.06621,0.00000,0.09785,0.00000,0.00000,0.00494,0.79314,0.05283,0.33453,0.00000
43.5,0.00000,0.00000,0.20924,0.00000,0.00000,0.03892,0.02535,0.00000,0.00000,0.65653,0.64057,0.07946,0.00000,0.00000,0.61883,0.70569,0.43882,0.67187,0.00000,0.00000,0.00000,0.00012,0.00000,0.65600,0.32368,0.24833,0.30399,0.00000,0.04413,0.00000,0.09188,0.00000,0.00000,0.00449,0.74469,0.04908,0.38839,0.00000
44.0,0.00000,0.00000,0.18010,0.00000,0.00000,0.02807,0.02321,0.00000,0.00000,0.73898,0.59965,0.05464,0.00000,0.00000,0.66710,0.72883,0.45391,0.79801,0.00000,0.00000,0.00000,0.00000,0.00000,0.67213,0.32238,0.25069,0.30373,0.00000,0.01013,0.00000,0.08502,0.00000,0.00000,0.00391,0.68996,0.04493,0.46305,0.00000
44.5,0.00000,0.00000,0.15588,0.00000,0.00000,0.01925,0.02117,0.00000,0.00000,0.80618,0.55441,0.03931,0.00000,0.00000,0.67636,0.71925,0.44897,0.82799,0.00000,0.00000,0.00000,0.00000,0.00000,0.66390,0.31780,0.24717,0.29611,0.00000,0.00000,0.00000,0.06847,0.00000,0.00000,0.00276,0.55814,0.03576,0.51359,0.00000
45.0,0.00000,0.00000,0.13284,0.00000,0.00000,0.00986,0.01953,0.00000,0.00000,0.86536,0.52569,0.01833,0.00000,0.00000,0.73610,0.75425,0.47255,0.93807,0.00000,0.00000,0.00000,0.00000,0.00000,0.67940,0.31981,0.25301,0.29941,0.00000,0.00000,0.00000,0.03555,0.00000,0.00000,0.00047,0.29952,0.01797,0.58040,0.00000
45.5,0.00000,0.00000,0.11527,0.00000,0.00000,0.00258,0.01801,0.00000,0.00000,0.92296,0.49288,0.00825,0.00000,0.00000,0.74767,0.74955,0.47168,0.94000,0.00000,0.00000,0.00000,0.00000,0.00000,0.67011,0.31362,0.25241,0.29476,0.00000,0.00000,0.00000,0.01350,0.00000,0.00000,0.00000,0.12695,0.00607,0.62608,0.00000
46.0,0.00000,0.00000,0.09799,0.00000,0.00000,0.00000,0.01677,0.00000,0.00000,0.93630,0.46763,0.00000,0.00000,0.00000,0.80010,0.77954,0.49391,1.00000,0.06776,0.00000,0.00000,0.00000,0.00000,0.68299,0.31793,0.26034,0.29967,0.00000,0.00000,0.00000,0.00000,0.01982,0.18896,0.00000,0.00000,0.00000,0.68720,0.00000
46.5,0.00000,0.00000,0.08903,0.00000,0.00000,0.00000,0.01590,0.00000,0.00000,0.97250,0.44124,0.00000,0.00000,0.00000,0.78246,0.75450,0.48156,0.92421,0.12216,0.00000,0.00000,0.00000,0.00000,0.66609,0.31157,0.26028,0.29498,0.00000,0.00000,0.00000,0.00000,0.04041,0.27483,0.00000,0.00000,0.00000,0.72480,0.00000
47.0,0.00000,0.00000,0.08285,0.00000,0.00000,0.00000,0.01588,0.00000,0.00000,0.94746,0.42884,0.00000,0.00000,0.00000,0.82543,0.78307,0.50552,0.92655,0.26245,0.00000,0.00000,0.00000,0.00000,0.67378,0.31951,0.27269,0.30392,0.00000,0.00000,0.00000,0.00000,0.08350,0.39069,0.00000,0.00000,0.00000,0.78858,0.00000
47.5,0.00000,0.00000,0.07253,0.00000,0.00000,0.00000,0.01453,0.00000,0.00000,1.00000,0.39874,0.00000,0.00000,0.00000,0.78657,0.73847,0.48087,0.82688,0.29018,0.00000,0.00000,0.00000,0.00000,0.64779,0.30850,0.26944,0.29492,0.00000,0.00000,0.00000,0.00000,0.09416,0.45688,0.00000,0.00000,0.00000,0.81166,0.00000
48.0,0.00000,0.00000,0.04385,0.00000,0.00000,0.00000,0.01438,0.00000,0.00000,0.94728,0.38346,0.00000,0.00000,0.00000,0.83782,0.77150,0.51006,0.83235,0.44294,0.00000,0.00000,0.00000,0.00000,0.65312,0.31662,0.28346,0.30429,0.00000,0.00000,0.00000,0.00000,0.13813,0.56497,0.00000,0.00000,0.00000,0.86549,0.00000
48.5,0.00000,0.00000,0.03398,0.00000,0.00000,0.00000,0.01265,0.11700,0.00000,0.99366,0.35290,0.00000,0.00000,0.00000,0.79116,0.71935,0.48064,0.73201,0.46529,0.00000,0.00000,0.00000,0.00000,0.62520,0.30461,0.28006,0.29441,0.00000,0.00000,0.00000,0.00000,0.14698,0.62593,0.00000,0.00000,0.00000,0.88644,0.00000
49.0,0.00000,0.00000,0.03694,0.00000,0.00000,0.00000,0.01189,0.25475,0.00000,0.91251,0.32894,0.00000,0.00000,0.00000,0.83509,0.74174,0.50505,0.72641,0.62045,0.00000,0.00000,0.00000,0.00000,0.62338,0.31396,0.29972,0.30589,0.00000,0.00000,0.00000,0.00000,0.18596,0.71727,0.00000,0.00000,0.00000,0.92422,0.00000
49.5,0.00000,0.00000,0.02618,0.00000,0.00000,0.00000,0.00907,0.40348,0.00000,0.95924,0.29333,0.00000,0.00000,0.00000,0.76508,0.66709,0.45895,0.62079,0.65211,0.00000,0.00000,0.00000,0.00000,0.58865,0.30403,0.30017,0.29856,0.00000,0.00000,0.00000,0.00000,0.19022,0.76867,0.00000,0.00000,0.00000,0.93822,0.00000
50.0,0.00000,0.00000,0.01833,0.00000,0.00000,0.00000,0.00781,0.51929,0.00000,0.88234,0.26994,0.00000,0.00000,0.00000,0.80699,0.68531,0.48210,0.60908,0.77613,0.00000,0.00000,0.00000,0.00000,0.58405,0.31210,0.31395,0.30799,0.00000,0.00000,0.00000,0.00000,0.21959,0.83307,0.00000,0.00000,0.00000,0.95993,0.00000
50.5,0.00000,0.00000,0.00744,0.00000,0.00000,0.00000,0.00466,0.64242,0.00000,0.88800,0.23848,0.00000,0.00000,0.00000,0.76070,0.62892,0.44858,0.53404,0.82154,0.00000,0.00000,0.00000,0.00000,0.55439,0.29888,0.30374,0.29583,0.00000,0.00000,0.00000,0.00000,0.23119,0.88078,0.00000,0.00000,0.00000,0.96987,0.00000
51.0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00279,0.73340,0.00000,0.83272,0.22006,0.00000,0.00000,0.00000,0.80898,0.64979,0.47541,0.51981,0.90929,0.00000,0.00000,0.00000,0.00000,0.55301,0.30425,0.31080,0.30168,0.00000,0.00000,0.00000,0.00000,0.25424,0.92984,0.00000,0.00000,0.00000,0.98857,0.00000
51.5,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.82500,0.00000,0.84260,0.19387,0.00000,0.00000,0.00000,0.76273,0.59202,0.43895,0.45157,0.92630,0.00000,0.00000,0.00000,0.00000,0.52369,0.28741,0.29424,0.28525,0.00000,0.00000,0.00000,0.00000,0.25927,0.95444,0.00000,0.00000,0.00000,0.98759,0.00000
52.0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.89848,0.00000,0.79066,0.17635,0.00000,0.00000,0.00000,0.82145,0.61510,0.46948,0.43760,0.99410,0.00001,0.00000,0.00000,0.00000,0.52395,0.29092,0.29771,0.28863,0.00000,0.00000,0.00000,0.00000,0.27833,0.98770,0.00000,0.00000,0.00000,1.00000,0.00000
52.5,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.95232,0.00000,0.81006,0.15452,0.00000,0.00000,0.00000,0.76535,0.54624,0.41956,0.37191,0.97438,0.03737,0.00000,0.00000,0.00000,0.49074,0.26921,0.27530,0.26712,0.00000,0.00000,0.00000,0.00000,0.27369,0.98080,0.00000,0.00000,0.00000,0.98211,0.00000
53.0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.81597,0.14375,0.00000,0.00000,0.00000,0.81731,0.55511,0.43446,0.35114,1.00000,0.09308,0.00000,0.00000,0.00000,0.49236,0.27160,0.27568,0.26779,0.00000,0.00000,0.00000,0.00000,0.28408,1.00000,0.00000,0.00000,0.00000,0.99899,0.00000
53.5,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.97938,0.00000,0.79258,0.11399,0.00000,0.00000,0.00000,0.79689,0.49423,0.38354,0.30999,0.98294,0.17059,0.00000,0.00000,0.00000,0.45919,0.24561,0.24907,0.24227,0.00000,0.00000,0.00000,0.00000,0.28196,0.96686,0.00000,0.00000,0.00000,0.96123,0.00000
54.0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.86947,0.00000,0.82238,0.09838,0.00000,0.00000,0.00000,0.90664,0.50780,0.39260,0.30032,0.97201,0.22960,0.00000,0.00000,0.00000,0.46740,0.24301,0.24740,0.24099,0.00000,0.00000,0.00000,0.00000,0.28863,0.95662,0.00000,0.00000,0.00000,0.97298,0.00000
54.5,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75883,0.00000,0.79380,0.06677,0.00000,0.00000,0.00000,0.89023,0.43232,0.30105,0.27328,0.92995,0.27981,0.00000,0.00000,0.00000,0.43089,0.21518,0.21865,0.21327,0.00000,0.00000,0.00000,0.00000,0.27774,0.90868,0.00000,0.00000,0.00000,0.91525,0.00000
55.0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.68494,0.00000,0.81490,0.05371,0.00000,0.00000,0.00000,0.96106,0.42585,0.26841,0.27407,0.92077,0.31201,0.00000,0.00000,0.00000,0.43380,0.21511,0.21818,0.21307,0.00000,0.00000,0.00000,0.00000,0.28021,0.99151,0.00000,0.00000,0.00000,0.92027,0.00000
55.5,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.59623,0.00000,0.77518,0.02339,0.00000,0.00000,0.00000,0.92146,0.34588,0.17058,0.25997,0.87683,0.34315,0.00000,0.00000,0.00000,0.39641,0.18962,0.19199,0.18771,0.00000,0.00000,0.00000,0.00000,0.26651,0.95376,0.00000,0.00000,0.00000,0.85681,0.00000
56.0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.54069,0.00000,0.79403,0.00862,0.00000,0.00000,0.00000,0.97641,0.32943,0.12985,0.26467,0.86447,0.36510,0.00000,0.00000,0.00000,0.39697,0.19039,0.19252,0.18841,0.00000,0.00000,0.00000,0.00000,0.26709,0.97431,0.00000,0.00000,0.00000,0.85916,0.00000
56.5,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.47358,0.00000,0.72982,0.00000,0.00000,0.00000,0.00000,0.94109,0.24934,0.04098,0.25720,0.82739,0.39705,0.00000,0.00000,0.00000,0.36069,0.16656,0.16856,0.16510,0.00000,0.00000,0.00000,0.00000,0.25423,0.92610,0.00000,0.00000,0.00000,0.79286,0.00000
57.0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.44051,0.00000,0.74000,0.00000,0.00000,0.00000,0.00000,1.00000,0.21759,0.00002,0.26892,0.83371,0.43207,0.00000,0.00000,0.00000,0.36122,0.16904,0.17078,0.16739,0.00000,0.00000,0.00000,0.00000,0.25957,0.95454,0.00000,0.00000,0.00000,0.80314,0.00000
57.5,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37868,0.00000,0.67686,0.00000,0.00000,0.00000,0.00000,0.91907,0.11936,0.00000,0.25525,0.77376,0.43744,0.00000,0.00000,0.00000,0.31751,0.14784,0.14886,0.14599,0.00000,0.00000,0.00000,0.00000,0.23359,0.86860,0.00000,0.00000,0.00000,0.71844,0.00000
58.0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.35804,0.00000,0.68715,0.00000,0.00000,0.00000,0.00000,0.95230,0.05293,0.00000,0.26935,0.78746,0.47752,0.00000,0.00000,0.00000,0.31004,0.15382,0.15473,0.15181,0.00000,0.00000,0.00000,0.00000,0.23506,0.88352,0.00000,0.00000,0.00000,0.72250,0.00000
58.5,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.30638,0.00000,0.62486,0.00000,0.00000,0.00000,0.00000,0.74582,0.00000,0.00000,0.24610,0.71939,0.47209,0.00000,0.00000,0.00000,0.26580,0.13251,0.13318,0.13071,0.00000,0.00000,0.00000,0.00000,0.20388,0.78198,0.00000,0.00000,0.00000,0.63267,0.00000
59.0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.29092,0.00000,0.56731,0.00000,0.00000,0.00000,0.00000,0.78556,0.00000,0.00000,0.26663,0.74277,0.53841,0.00000,0.00000,0.00000,0.26579,0.13415,0.13473,0.13226,0.00000,0.00000,0.00000,0.00000,0.21304,0.79230,0.00000,0.00000,0.00000,0.62356,0.00000
59.5,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.24193,0.00000,0.54408,0.00000,0.00000,0.00000,0.00000,0.47242,0.00000,0.00000,0.22985,0.64827,0.49077,0.00000,0.00000,0.00000,0.22817,0.10988,0.11030,0.10829,0.00000,0.00000,0.00000,0.00000,0.17798,0.69482,0.00000,0.00000,0.00000,0.54585,0.00000
60.0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.22666,0.00000,0.48414,0.00000,0.00000,0.00000,0.00000,0.50107,0.00000,0.00000,0.24857,0.65790,0.54247,0.00000,0.00000,0.00000,0.22606,0.11110,0.11147,0.10943,0.00000,0.00000,0.00000,0.00000,0.18209,0.68949,0.00000,0.00000,0.00000,0.52755,0.00000
60.5,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.18867,0.00000,0.47062,0.00000,0.00000,0.00000,0.00000,0.22326,0.00000,0.00000,0.21660,0.57368,0.49108,0.00000,0.00000,0.00000,0.19430,0.09037,0.09064,0.08898,0.00000,0.00000,0.00000,0.00000,0.15195,0.60701,0.00000,0.00000,0.00000,0.46385,0.00000
61.0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.17536,0.00000,0.42733,0.00000,0.00000,0.00000,0.00000,0.21679,0.00000,0.00000,0.23179,0.57340,0.52723,0.00000,0.00000,0.00000,0.19105,0.09183,0.09201,0.09032,0.00000,0.00000,0.00000,0.00000,0.15226,0.59756,0.00000,0.00000,0.00000,0.44647,0.00000
61.5,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.14767,0.00727,0.40657,0.00000,0.00000,0.00000,0.00000,0.02188,0.00000,0.00000,0.21014,0.50802,0.48745,0.00000,0.00000,0.00000,0.16597,0.07564,0.07581,0.07441,0.00000,0.00000,0.00000,0.00000,0.12959,0.53248,0.00000,0.00000,0.00000,0.39536,0.00000
62.0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.13385,0.00705,0.36609,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.21894,0.49266,0.50430,0.00000,0.00000,0.00000,0.15999,0.07667,0.07691,0.07547,0.00000,0.00000,0.00000,0.00000,0.12355,0.50593,0.00000,0.00000,0.00000,0.36867,0.00000
62.5,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.11202,0.02675,0.33531,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.17167,0.42824,0.46857,0.00000,0.00000,0.00000,0.14244,0.05914,0.05928,0.05816,0.00000,0.00000,0.00000,0.00000,0.10495,0.44876,0.00000,0.00000,0.00000,0.32276,0.00000
63.0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.09703,0.03482,0.29983,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.14927,0.39010,0.45677,0.00000,0.00000,0.00000,0.13106,0.05084,0.05095,0.04998,0.00000,0.00000,0.00000,0.00000,0.09297,0.40605,0.00000,0.00000,0.00000,0.28664,0.00000
63.5,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08528,0.04001,0.26539,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.13272,0.36149,0.45354,0.00000,0.00000,0.00000,0.12150,0.04363,0.04373,0.04289,0.00000,0.00000,0.00000,0.00000,0.08437,0.37185,0.00000,0.00000,0.00000,0.25606,0.00000
64.0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07498,0.04435,0.23504,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.11490,0.33454,0.44928,0.00000,0.00000,0.00000,0.11239,0.03669,0.03677,0.03606,0.00000,0.00000,0.00000,0.00000,0.07614,0.33948,0.00000,0.00000,0.00000,0.22767,0.00000
64.5,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06465,0.04941,0.21413,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08640,0.30100,0.43088,0.00000,0.00000,0.00000,0.10241,0.02954,0.02960,0.02902,0.00000,0.00000,0.00000,0.00000,0.06466,0.30142,0.00000,0.00000,0.00000,0.19829,0.00000
65.0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05581,0.05298,0.19590,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05746,0.27076,0.41285,0.00000,0.00000,0.00000,0.09303,0.02275,0.02280,0.02234,0.00000,0.00000,0.00000,0.00000,0.05349,0.26386,0.00000,0.00000,0.00000,0.17022,0.00000
