# u(t) swing v2 — faz1a + smooth .mot; ID(15Hz, kas haric) + SO(min Σa², rijit tendon, fV(vm) Thelen a=1 kapali-form, 7 DOF kisit, rezerv W=1e6; max|rezerv| 0.013 N·mm)
gait_pct,BFa,BFp,CF,STp,STa,SM,QF,TFL,GMa,GMe,GMi,Pir,GP,GA,AL,AM,AB,Pec,IP,OE,OI,GS,GI,RF,VL,VI,VM,MG,LG,Pla,Sol,TA,EDL,TP,FDL,FHL,Per,Pop
83.5,0.05507,0.00155,0.00408,0.00899,0.00000,0.00000,0.00000,0.00439,0.04509,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05109,0.01481,0.00167,0.00000,0.00000,0.00941,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01769,0.00000,0.00000,0.03657,0.00074,0.00206,0.00800
84.0,0.05418,0.00163,0.00376,0.00861,0.00000,0.00000,0.00000,0.00393,0.04419,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04894,0.01511,0.00200,0.00000,0.00000,0.00869,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01802,0.00000,0.00000,0.03859,0.00077,0.00207,0.00749
84.5,0.05306,0.00174,0.00375,0.00811,0.00000,0.00000,0.00000,0.00347,0.04312,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04672,0.01535,0.00227,0.00000,0.00000,0.00802,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01825,0.00000,0.00000,0.04031,0.00080,0.00206,0.00699
85.0,0.05171,0.00186,0.00372,0.00759,0.00000,0.00000,0.00000,0.00299,0.04185,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04443,0.01552,0.00247,0.00000,0.00000,0.00739,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01838,0.00000,0.00000,0.04172,0.00081,0.00204,0.00649
85.5,0.05048,0.00197,0.00506,0.00708,0.00000,0.00000,0.00000,0.00248,0.04063,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04208,0.01579,0.00274,0.00000,0.00000,0.00690,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01842,0.00000,0.00000,0.04279,0.00082,0.00201,0.00603
86.0,0.04919,0.00209,0.00512,0.00661,0.00000,0.00000,0.00000,0.00199,0.03936,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03994,0.01600,0.00291,0.00000,0.00000,0.00645,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01835,0.00000,0.00000,0.04350,0.00083,0.00197,0.00559
86.5,0.04788,0.00225,0.00372,0.00618,0.00000,0.00000,0.00000,0.00154,0.03808,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03808,0.01616,0.00297,0.00000,0.00000,0.00604,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01819,0.00000,0.00000,0.04385,0.00082,0.00192,0.00520
87.0,0.04647,0.00242,0.00358,0.00575,0.00000,0.00000,0.00000,0.00105,0.03668,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03604,0.01628,0.00306,0.00000,0.00000,0.00569,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01797,0.00000,0.00000,0.04392,0.00082,0.00186,0.00481
87.5,0.04502,0.00260,0.00345,0.00533,0.00000,0.00000,0.00000,0.00058,0.03523,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03404,0.01635,0.00312,0.00000,0.00000,0.00539,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01772,0.00000,0.00000,0.04386,0.00081,0.00183,0.00444
88.0,0.04357,0.00277,0.00334,0.00493,0.00000,0.00000,0.00000,0.00011,0.03376,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03209,0.01637,0.00317,0.00000,0.00000,0.00514,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01740,0.00000,0.00000,0.04346,0.00079,0.00178,0.00409
